SnapshotDate,WarehouseID,ProductID,SystemQty,StockValueNGN
2025-01-31,WH-PHC,PRD-0136,39,1661400
2025-01-31,WH-LAG1,PRD-0137,96,2323200
2025-01-31,WH-LAG2,PRD-0137,46,1113200
2025-01-31,WH-IBD,PRD-0137,77,1863400
2025-01-31,WH-ABJ,PRD-0137,52,1258400
2025-01-31,WH-PHC,PRD-0137,47,1137400
2025-01-31,WH-LAG1,PRD-0138,198,4316400
2025-01-31,WH-LAG2,PRD-0138,97,2114600
2025-01-31,WH-IBD,PRD-0138,46,1002800
2025-01-31,WH-ABJ,PRD-0138,91,1983800
2025-01-31,WH-PHC,PRD-0138,78,1700400
2025-01-31,WH-LAG1,PRD-0139,44,1267200
2025-01-31,WH-LAG2,PRD-0139,13,374400
2025-01-31,WH-IBD,PRD-0139,28,806400
2025-01-31,WH-ABJ,PRD-0139,36,1036800
2025-01-31,WH-PHC,PRD-0139,41,1180800
2025-01-31,WH-LAG1,PRD-0140,47,1099800
2025-01-31,WH-LAG2,PRD-0140,38,889200
2025-01-31,WH-IBD,PRD-0140,56,1310400
2025-01-31,WH-ABJ,PRD-0140,58,1357200
2025-01-31,WH-PHC,PRD-0140,54,1263600
2025-01-31,WH-LAG1,PRD-0141,55,1694000
2025-01-31,WH-LAG2,PRD-0141,25,770000
2025-01-31,WH-IBD,PRD-0141,50,1540000
2025-01-31,WH-ABJ,PRD-0141,61,1878800
2025-01-31,WH-PHC,PRD-0141,60,1848000
2025-01-31,WH-LAG1,PRD-0142,273,12230400
2025-01-31,WH-LAG2,PRD-0142,69,3091200
2025-01-31,WH-IBD,PRD-0142,48,2150400
2025-01-31,WH-ABJ,PRD-0142,134,6003200
2025-01-31,WH-PHC,PRD-0142,153,6854400
2025-01-31,WH-LAG1,PRD-0143,102,4202400
2025-01-31,WH-LAG2,PRD-0143,34,1400800
2025-01-31,WH-IBD,PRD-0143,4,164800
2025-01-31,WH-ABJ,PRD-0143,24,988800
2025-01-31,WH-PHC,PRD-0143,55,2266000
2025-01-31,WH-LAG1,PRD-0144,79,2117200
2025-01-31,WH-LAG2,PRD-0144,42,1125600
2025-01-31,WH-IBD,PRD-0144,33,884400
2025-01-31,WH-ABJ,PRD-0144,44,1179200
2025-01-31,WH-PHC,PRD-0144,15,402000
2025-01-31,WH-LAG1,PRD-0145,55,1397000
2025-01-31,WH-LAG2,PRD-0145,86,2184400
2025-01-31,WH-IBD,PRD-0145,73,1854200
2025-01-31,WH-ABJ,PRD-0145,126,3200400
2025-01-31,WH-PHC,PRD-0145,69,1752600
2025-01-31,WH-LAG1,PRD-0146,27,750600
2025-01-31,WH-LAG2,PRD-0146,15,417000
2025-01-31,WH-IBD,PRD-0146,25,695000
2025-01-31,WH-ABJ,PRD-0146,61,1695800
2025-01-31,WH-PHC,PRD-0146,42,1167600
2025-01-31,WH-LAG1,PRD-0147,113,3118800
2025-01-31,WH-LAG2,PRD-0147,28,772800
2025-01-31,WH-IBD,PRD-0147,12,331200
2025-01-31,WH-ABJ,PRD-0147,36,993600
2025-01-31,WH-PHC,PRD-0147,40,1104000
2025-01-31,WH-LAG1,PRD-0148,64,1523200
2025-01-31,WH-LAG2,PRD-0148,28,666400
2025-01-31,WH-IBD,PRD-0148,39,928200
2025-01-31,WH-ABJ,PRD-0148,0,0
2025-01-31,WH-PHC,PRD-0148,40,952000
2025-01-31,WH-LAG1,PRD-0149,54,2149200
2025-01-31,WH-LAG2,PRD-0149,27,1074600
2025-01-31,WH-IBD,PRD-0149,28,1114400
2025-01-31,WH-ABJ,PRD-0149,15,597000
2025-01-31,WH-PHC,PRD-0149,18,716400
2025-01-31,WH-LAG1,PRD-0150,146,5606400
2025-01-31,WH-LAG2,PRD-0150,42,1612800
2025-01-31,WH-IBD,PRD-0150,49,1881600
2025-01-31,WH-ABJ,PRD-0150,66,2534400
2025-01-31,WH-PHC,PRD-0150,55,2112000
2025-01-31,WH-LAG1,PRD-0151,425,14705000
2025-01-31,WH-LAG2,PRD-0151,733,25361800
2025-01-31,WH-IBD,PRD-0151,406,14047600
2025-01-31,WH-ABJ,PRD-0151,802,27749200
2025-01-31,WH-PHC,PRD-0151,606,20967600
2025-01-31,WH-LAG1,PRD-0152,52,1123200
2025-01-31,WH-LAG2,PRD-0152,40,864000
2025-01-31,WH-IBD,PRD-0152,34,734400
2025-01-31,WH-ABJ,PRD-0152,57,1231200
2025-01-31,WH-PHC,PRD-0152,51,1101600
2025-01-31,WH-LAG1,PRD-0153,298,5602400
2025-01-31,WH-LAG2,PRD-0153,138,2594400
2025-01-31,WH-IBD,PRD-0153,82,1541600
2025-01-31,WH-ABJ,PRD-0153,181,3402800
2025-01-31,WH-PHC,PRD-0153,72,1353600
2025-01-31,WH-LAG1,PRD-0154,95,3192000
2025-01-31,WH-LAG2,PRD-0154,8,268800
2025-01-31,WH-IBD,PRD-0154,22,739200
2025-01-31,WH-ABJ,PRD-0154,28,940800
2025-01-31,WH-PHC,PRD-0154,33,1108800
2025-01-31,WH-LAG1,PRD-0155,62,3273600
2025-01-31,WH-LAG2,PRD-0155,26,1372800
2025-01-31,WH-IBD,PRD-0155,12,633600
2025-01-31,WH-ABJ,PRD-0155,62,3273600
2025-01-31,WH-PHC,PRD-0155,16,844800
2025-01-31,WH-LAG1,PRD-0156,360,16056000
2025-01-31,WH-LAG2,PRD-0156,124,5530400
2025-01-31,WH-IBD,PRD-0156,102,4549200
2025-01-31,WH-ABJ,PRD-0156,203,9053800
2025-01-31,WH-PHC,PRD-0156,67,2988200
2025-01-31,WH-LAG1,PRD-0157,75,1410000
2025-01-31,WH-LAG2,PRD-0157,32,601600
2025-01-31,WH-IBD,PRD-0157,60,1128000
2025-01-31,WH-ABJ,PRD-0157,132,2481600
2025-01-31,WH-PHC,PRD-0157,47,883600
2025-01-31,WH-LAG1,PRD-0158,28,739200
2025-01-31,WH-LAG2,PRD-0158,34,897600
2025-01-31,WH-IBD,PRD-0158,31,818400
2025-01-31,WH-ABJ,PRD-0158,28,739200
2025-01-31,WH-PHC,PRD-0158,11,290400
2025-01-31,WH-LAG1,PRD-0159,40,792000
2025-01-31,WH-LAG2,PRD-0159,44,871200
2025-01-31,WH-IBD,PRD-0159,55,1089000
2025-01-31,WH-ABJ,PRD-0159,59,1168200
2025-01-31,WH-PHC,PRD-0159,5,99000
2025-01-31,WH-LAG1,PRD-0160,416,10649600
2025-01-31,WH-LAG2,PRD-0160,170,4352000
2025-01-31,WH-IBD,PRD-0160,76,1945600
2025-01-31,WH-ABJ,PRD-0160,182,4659200
2025-01-31,WH-PHC,PRD-0160,178,4556800
2025-01-31,WH-LAG1,PRD-0161,183,4977600
2025-01-31,WH-LAG2,PRD-0161,135,3672000
2025-01-31,WH-IBD,PRD-0161,198,5385600
2025-01-31,WH-ABJ,PRD-0161,178,4841600
2025-01-31,WH-PHC,PRD-0161,241,6555200
2025-01-31,WH-LAG1,PRD-0162,99,2356200
2025-01-31,WH-LAG2,PRD-0162,38,904400
2025-01-31,WH-IBD,PRD-0162,10,238000
2025-01-31,WH-ABJ,PRD-0162,61,1451800
2025-01-31,WH-PHC,PRD-0162,15,357000
2025-01-31,WH-LAG1,PRD-0163,108,2332800
2025-01-31,WH-LAG2,PRD-0163,40,864000
2025-01-31,WH-IBD,PRD-0163,44,950400
2025-01-31,WH-ABJ,PRD-0163,60,1296000
2025-01-31,WH-PHC,PRD-0163,27,583200
2025-01-31,WH-LAG1,PRD-0164,121,2032800
2025-01-31,WH-LAG2,PRD-0164,29,487200
2025-01-31,WH-IBD,PRD-0164,44,739200
2025-01-31,WH-ABJ,PRD-0164,63,1058400
2025-01-31,WH-PHC,PRD-0164,40,672000
2025-01-31,WH-LAG1,PRD-0165,94,1823600
2025-01-31,WH-LAG2,PRD-0165,156,3026400
2025-01-31,WH-IBD,PRD-0165,117,2269800
2025-01-31,WH-ABJ,PRD-0165,111,2153400
2025-01-31,WH-PHC,PRD-0165,33,640200
2025-01-31,WH-LAG1,PRD-0166,284,6191200
2025-01-31,WH-LAG2,PRD-0166,40,872000
2025-01-31,WH-IBD,PRD-0166,172,3749600
2025-01-31,WH-ABJ,PRD-0166,177,3858600
2025-01-31,WH-PHC,PRD-0166,93,2027400
2025-01-31,WH-LAG1,PRD-0167,63,680400
2025-01-31,WH-LAG2,PRD-0167,66,712800
2025-01-31,WH-IBD,PRD-0167,20,216000
2025-01-31,WH-ABJ,PRD-0167,61,658800
2025-01-31,WH-PHC,PRD-0167,0,0
2025-01-31,WH-LAG1,PRD-0168,22,343200
2025-01-31,WH-LAG2,PRD-0168,8,124800
2025-01-31,WH-IBD,PRD-0168,25,390000
2025-01-31,WH-ABJ,PRD-0168,26,405600
2025-01-31,WH-PHC,PRD-0168,35,546000
2025-01-31,WH-LAG1,PRD-0169,60,804000
2025-01-31,WH-LAG2,PRD-0169,21,281400
2025-01-31,WH-IBD,PRD-0169,73,978200
2025-01-31,WH-ABJ,PRD-0169,28,375200
2025-01-31,WH-PHC,PRD-0169,63,844200
2025-01-31,WH-LAG1,PRD-0170,84,1192800
2025-01-31,WH-LAG2,PRD-0170,78,1107600
2025-01-31,WH-IBD,PRD-0170,69,979800
2025-01-31,WH-ABJ,PRD-0170,68,965600
2025-01-31,WH-PHC,PRD-0170,54,766800
2025-02-28,WH-LAG1,PRD-0001,81,340200
2025-02-28,WH-LAG2,PRD-0001,23,96600
2025-02-28,WH-IBD,PRD-0001,48,201600
2025-02-28,WH-ABJ,PRD-0001,30,126000
2025-02-28,WH-PHC,PRD-0001,58,243600
2025-02-28,WH-LAG1,PRD-0002,31,127100
2025-02-28,WH-LAG2,PRD-0002,12,49200
2025-02-28,WH-IBD,PRD-0002,32,131200
2025-02-28,WH-ABJ,PRD-0002,24,98400
2025-02-28,WH-PHC,PRD-0002,31,127100
2025-02-28,WH-LAG1,PRD-0003,15,61500
2025-02-28,WH-LAG2,PRD-0003,21,86100
2025-02-28,WH-IBD,PRD-0003,5,20500
2025-02-28,WH-ABJ,PRD-0003,27,110700
2025-02-28,WH-PHC,PRD-0003,17,69700
2025-02-28,WH-LAG1,PRD-0004,178,694200
2025-02-28,WH-LAG2,PRD-0004,271,1056900
2025-02-28,WH-IBD,PRD-0004,200,780000
2025-02-28,WH-ABJ,PRD-0004,80,312000
2025-02-28,WH-PHC,PRD-0004,280,1092000
2025-02-28,WH-LAG1,PRD-0005,142,369200
2025-02-28,WH-LAG2,PRD-0005,0,0
2025-02-28,WH-IBD,PRD-0005,45,117000
2025-02-28,WH-ABJ,PRD-0005,62,161200
2025-02-28,WH-PHC,PRD-0005,64,166400
2025-02-28,WH-LAG1,PRD-0006,23,57500
2025-02-28,WH-LAG2,PRD-0006,40,100000
2025-02-28,WH-IBD,PRD-0006,21,52500
2025-02-28,WH-ABJ,PRD-0006,20,50000
2025-02-28,WH-PHC,PRD-0006,25,62500
2025-02-28,WH-LAG1,PRD-0007,116,1600800
2025-02-28,WH-LAG2,PRD-0007,56,772800
2025-02-28,WH-IBD,PRD-0007,44,607200
2025-02-28,WH-ABJ,PRD-0007,23,317400
2025-02-28,WH-PHC,PRD-0007,41,565800
2025-02-28,WH-LAG1,PRD-0008,114,1539000
2025-02-28,WH-LAG2,PRD-0008,16,216000
2025-02-28,WH-IBD,PRD-0008,35,472500
2025-02-28,WH-ABJ,PRD-0008,14,189000
2025-02-28,WH-PHC,PRD-0008,28,378000
2025-02-28,WH-LAG1,PRD-0009,64,908800
2025-02-28,WH-LAG2,PRD-0009,23,326600
2025-02-28,WH-IBD,PRD-0009,16,227200
2025-02-28,WH-ABJ,PRD-0009,12,170400
2025-02-28,WH-PHC,PRD-0009,11,156200
2025-02-28,WH-LAG1,PRD-0010,29,382800
2025-02-28,WH-LAG2,PRD-0010,0,0
2025-02-28,WH-IBD,PRD-0010,20,264000
2025-02-28,WH-ABJ,PRD-0010,26,343200
2025-02-28,WH-PHC,PRD-0010,22,290400
2025-02-28,WH-LAG1,PRD-0011,53,736700
2025-02-28,WH-LAG2,PRD-0011,92,1278800
2025-02-28,WH-IBD,PRD-0011,13,180700
2025-02-28,WH-ABJ,PRD-0011,110,1529000
2025-02-28,WH-PHC,PRD-0011,49,681100
2025-02-28,WH-LAG1,PRD-0012,96,1382400
2025-02-28,WH-LAG2,PRD-0012,12,172800
2025-02-28,WH-IBD,PRD-0012,23,331200
2025-02-28,WH-ABJ,PRD-0012,23,331200
2025-02-28,WH-PHC,PRD-0012,40,576000
2025-02-28,WH-LAG1,PRD-0013,36,352800
2025-02-28,WH-LAG2,PRD-0013,9,88200
2025-02-28,WH-IBD,PRD-0013,25,245000
2025-02-28,WH-ABJ,PRD-0013,28,274400
2025-02-28,WH-PHC,PRD-0013,20,196000
2025-02-28,WH-LAG1,PRD-0014,15,168000
2025-02-28,WH-LAG2,PRD-0014,5,56000
2025-02-28,WH-IBD,PRD-0014,17,190400
2025-02-28,WH-ABJ,PRD-0014,5,56000
2025-02-28,WH-PHC,PRD-0014,0,0
2025-02-28,WH-LAG1,PRD-0015,72,496800
2025-02-28,WH-LAG2,PRD-0015,12,82800
2025-02-28,WH-IBD,PRD-0015,36,248400
2025-02-28,WH-ABJ,PRD-0015,52,358800
2025-02-28,WH-PHC,PRD-0015,66,455400
2025-02-28,WH-LAG1,PRD-0016,219,7555500
2025-02-28,WH-LAG2,PRD-0016,57,1966500
2025-02-28,WH-IBD,PRD-0016,55,1897500
2025-02-28,WH-ABJ,PRD-0016,185,6382500
2025-02-28,WH-PHC,PRD-0016,67,2311500
2025-02-28,WH-LAG1,PRD-0017,71,2257800
2025-02-28,WH-LAG2,PRD-0017,69,2194200
2025-02-28,WH-IBD,PRD-0017,25,795000
2025-02-28,WH-ABJ,PRD-0017,17,540600
2025-02-28,WH-PHC,PRD-0017,31,985800
2025-02-28,WH-LAG1,PRD-0018,186,8965200
2025-02-28,WH-LAG2,PRD-0018,76,3663200
2025-02-28,WH-IBD,PRD-0018,41,1976200
2025-02-28,WH-ABJ,PRD-0018,98,4723600
2025-02-28,WH-PHC,PRD-0018,66,3181200
2025-02-28,WH-LAG1,PRD-0019,30,792000
2025-02-28,WH-LAG2,PRD-0019,110,2904000
2025-02-28,WH-IBD,PRD-0019,67,1768800
2025-02-28,WH-ABJ,PRD-0019,63,1663200
2025-02-28,WH-PHC,PRD-0019,42,1108800
2025-02-28,WH-LAG1,PRD-0020,167,3974600
2025-02-28,WH-LAG2,PRD-0020,101,2403800
2025-02-28,WH-IBD,PRD-0020,34,809200
2025-02-28,WH-ABJ,PRD-0020,106,2522800
2025-02-28,WH-PHC,PRD-0020,111,2641800
2025-02-28,WH-LAG1,PRD-0021,50,740000
2025-02-28,WH-LAG2,PRD-0021,23,340400
2025-02-28,WH-IBD,PRD-0021,48,710400
2025-02-28,WH-ABJ,PRD-0021,40,592000
2025-02-28,WH-PHC,PRD-0021,24,355200
2025-02-28,WH-LAG1,PRD-0022,16,153600
2025-02-28,WH-LAG2,PRD-0022,11,105600
2025-02-28,WH-IBD,PRD-0022,11,105600
2025-02-28,WH-ABJ,PRD-0022,21,201600
2025-02-28,WH-PHC,PRD-0022,25,240000
2025-02-28,WH-LAG1,PRD-0023,124,1661600
2025-02-28,WH-LAG2,PRD-0023,52,696800
2025-02-28,WH-IBD,PRD-0023,32,428800
2025-02-28,WH-ABJ,PRD-0023,44,589600
2025-02-28,WH-PHC,PRD-0023,48,643200
2025-02-28,WH-LAG1,PRD-0024,80,624000
2025-02-28,WH-LAG2,PRD-0024,10,78000
2025-02-28,WH-IBD,PRD-0024,12,93600
2025-02-28,WH-ABJ,PRD-0024,49,382200
2025-02-28,WH-PHC,PRD-0024,41,319800
2025-02-28,WH-LAG1,PRD-0025,39,167700
2025-02-28,WH-LAG2,PRD-0025,29,124700
2025-02-28,WH-IBD,PRD-0025,61,262300
2025-02-28,WH-ABJ,PRD-0025,10,43000
2025-02-28,WH-PHC,PRD-0025,63,270900
2025-02-28,WH-LAG1,PRD-0026,129,464400
2025-02-28,WH-LAG2,PRD-0026,0,0
2025-02-28,WH-IBD,PRD-0026,28,100800
2025-02-28,WH-ABJ,PRD-0026,16,57600
2025-02-28,WH-PHC,PRD-0026,48,172800
2025-02-28,WH-LAG1,PRD-0027,44,167200
2025-02-28,WH-LAG2,PRD-0027,20,76000
2025-02-28,WH-IBD,PRD-0027,18,68400
2025-02-28,WH-ABJ,PRD-0027,38,144400
2025-02-28,WH-PHC,PRD-0027,26,98800
2025-02-28,WH-LAG1,PRD-0028,32,128000
2025-02-28,WH-LAG2,PRD-0028,35,140000
2025-02-28,WH-IBD,PRD-0028,54,216000
2025-02-28,WH-ABJ,PRD-0028,66,264000
2025-02-28,WH-PHC,PRD-0028,57,228000
2025-02-28,WH-LAG1,PRD-0029,51,453900
2025-02-28,WH-LAG2,PRD-0029,20,178000
2025-02-28,WH-IBD,PRD-0029,11,97900
2025-02-28,WH-ABJ,PRD-0029,20,178000
2025-02-28,WH-PHC,PRD-0029,13,115700
2025-02-28,WH-LAG1,PRD-0030,19,408500
2025-02-28,WH-LAG2,PRD-0030,10,215000
2025-02-28,WH-IBD,PRD-0030,18,387000
2025-02-28,WH-ABJ,PRD-0030,11,236500
2025-02-28,WH-PHC,PRD-0030,15,322500
2025-02-28,WH-LAG1,PRD-0031,95,2869000
2025-02-28,WH-LAG2,PRD-0031,146,4409200
2025-02-28,WH-IBD,PRD-0031,30,906000
2025-02-28,WH-ABJ,PRD-0031,60,1812000
2025-02-28,WH-PHC,PRD-0031,87,2627400
2025-02-28,WH-LAG1,PRD-0032,33,554400
2025-02-28,WH-LAG2,PRD-0032,25,420000
2025-02-28,WH-IBD,PRD-0032,10,168000
2025-02-28,WH-ABJ,PRD-0032,5,84000
2025-02-28,WH-PHC,PRD-0032,9,151200
2025-02-28,WH-LAG1,PRD-0033,83,780200
2025-02-28,WH-LAG2,PRD-0033,62,582800
2025-02-28,WH-IBD,PRD-0033,31,291400
2025-02-28,WH-ABJ,PRD-0033,37,347800
2025-02-28,WH-PHC,PRD-0033,72,676800
2025-02-28,WH-LAG1,PRD-0034,21,270900
2025-02-28,WH-LAG2,PRD-0034,36,464400
2025-02-28,WH-IBD,PRD-0034,9,116100
2025-02-28,WH-ABJ,PRD-0034,14,180600
2025-02-28,WH-PHC,PRD-0034,9,116100
2025-02-28,WH-LAG1,PRD-0035,99,1168200
2025-02-28,WH-LAG2,PRD-0035,45,531000
2025-02-28,WH-IBD,PRD-0035,86,1014800
2025-02-28,WH-ABJ,PRD-0035,99,1168200
2025-02-28,WH-PHC,PRD-0035,73,861400
2025-02-28,WH-LAG1,PRD-0036,61,951600
2025-02-28,WH-LAG2,PRD-0036,30,468000
2025-02-28,WH-IBD,PRD-0036,47,733200
2025-02-28,WH-ABJ,PRD-0036,14,218400
2025-02-28,WH-PHC,PRD-0036,16,249600
2025-02-28,WH-LAG1,PRD-0037,201,3979800
2025-02-28,WH-LAG2,PRD-0037,59,1168200
2025-02-28,WH-IBD,PRD-0037,113,2237400
2025-02-28,WH-ABJ,PRD-0037,32,633600
2025-02-28,WH-PHC,PRD-0037,38,752400
2025-02-28,WH-LAG1,PRD-0038,6,71400
2025-02-28,WH-LAG2,PRD-0038,11,130900
2025-02-28,WH-IBD,PRD-0038,29,345100
2025-02-28,WH-ABJ,PRD-0038,8,95200
2025-02-28,WH-PHC,PRD-0038,10,119000
2025-02-28,WH-LAG1,PRD-0039,425,5270000
2025-02-28,WH-LAG2,PRD-0039,71,880400
2025-02-28,WH-IBD,PRD-0039,95,1178000
2025-02-28,WH-ABJ,PRD-0039,233,2889200
2025-02-28,WH-PHC,PRD-0039,177,2194800
2025-02-28,WH-LAG1,PRD-0040,60,672000
2025-02-28,WH-LAG2,PRD-0040,25,280000
2025-02-28,WH-IBD,PRD-0040,25,280000
2025-02-28,WH-ABJ,PRD-0040,58,649600
2025-02-28,WH-PHC,PRD-0040,63,705600
2025-02-28,WH-LAG1,PRD-0041,69,358800
2025-02-28,WH-LAG2,PRD-0041,22,114400
2025-02-28,WH-IBD,PRD-0041,64,332800
2025-02-28,WH-ABJ,PRD-0041,32,166400
2025-02-28,WH-PHC,PRD-0041,38,197600
2025-02-28,WH-LAG1,PRD-0042,15,328500
2025-02-28,WH-LAG2,PRD-0042,10,219000
2025-02-28,WH-IBD,PRD-0042,8,175200
2025-02-28,WH-ABJ,PRD-0042,23,503700
2025-02-28,WH-PHC,PRD-0042,11,240900
2025-02-28,WH-LAG1,PRD-0043,60,912000
2025-02-28,WH-LAG2,PRD-0043,36,547200
2025-02-28,WH-IBD,PRD-0043,70,1064000
2025-02-28,WH-ABJ,PRD-0043,18,273600
2025-02-28,WH-PHC,PRD-0043,71,1079200
2025-02-28,WH-LAG1,PRD-0044,10,68000
2025-02-28,WH-LAG2,PRD-0044,10,68000
2025-02-28,WH-IBD,PRD-0044,8,54400
2025-02-28,WH-ABJ,PRD-0044,5,34000
2025-02-28,WH-PHC,PRD-0044,8,54400
2025-02-28,WH-LAG1,PRD-0045,57,353400
2025-02-28,WH-LAG2,PRD-0045,75,465000
2025-02-28,WH-IBD,PRD-0045,61,378200
2025-02-28,WH-ABJ,PRD-0045,108,669600
2025-02-28,WH-PHC,PRD-0045,38,235600
2025-02-28,WH-LAG1,PRD-0046,52,717600
2025-02-28,WH-LAG2,PRD-0046,36,496800
2025-02-28,WH-IBD,PRD-0046,59,814200
2025-02-28,WH-ABJ,PRD-0046,55,759000
2025-02-28,WH-PHC,PRD-0046,41,565800
2025-02-28,WH-LAG1,PRD-0047,129,2089800
2025-02-28,WH-LAG2,PRD-0047,41,664200
2025-02-28,WH-IBD,PRD-0047,27,437400
2025-02-28,WH-ABJ,PRD-0047,64,1036800
2025-02-28,WH-PHC,PRD-0047,59,955800
2025-02-28,WH-LAG1,PRD-0048,118,1711000
2025-02-28,WH-LAG2,PRD-0048,65,942500
2025-02-28,WH-IBD,PRD-0048,34,493000
2025-02-28,WH-ABJ,PRD-0048,97,1406500
2025-02-28,WH-PHC,PRD-0048,62,899000
2025-02-28,WH-LAG1,PRD-0049,86,1195400
2025-02-28,WH-LAG2,PRD-0049,49,681100
2025-02-28,WH-IBD,PRD-0049,41,569900
2025-02-28,WH-ABJ,PRD-0049,24,333600
2025-02-28,WH-PHC,PRD-0049,38,528200
2025-02-28,WH-LAG1,PRD-0050,95,437000
2025-02-28,WH-LAG2,PRD-0050,42,193200
2025-02-28,WH-IBD,PRD-0050,0,0
2025-02-28,WH-ABJ,PRD-0050,12,55200
2025-02-28,WH-PHC,PRD-0050,33,151800
2025-02-28,WH-LAG1,PRD-0051,143,4976400
2025-02-28,WH-LAG2,PRD-0051,115,4002000
2025-02-28,WH-IBD,PRD-0051,117,4071600
2025-02-28,WH-ABJ,PRD-0051,111,3862800
2025-02-28,WH-PHC,PRD-0051,115,4002000
2025-02-28,WH-LAG1,PRD-0052,4,135600
2025-02-28,WH-LAG2,PRD-0052,13,440700
2025-02-28,WH-IBD,PRD-0052,10,339000
2025-02-28,WH-ABJ,PRD-0052,15,508500
2025-02-28,WH-PHC,PRD-0052,9,305100
2025-02-28,WH-LAG1,PRD-0053,21,688800
2025-02-28,WH-LAG2,PRD-0053,11,360800
2025-02-28,WH-IBD,PRD-0053,7,229600
2025-02-28,WH-ABJ,PRD-0053,11,360800
2025-02-28,WH-PHC,PRD-0053,8,262400
2025-02-28,WH-LAG1,PRD-0054,47,639200
2025-02-28,WH-LAG2,PRD-0054,5,68000
2025-02-28,WH-IBD,PRD-0054,47,639200
2025-02-28,WH-ABJ,PRD-0054,56,761600
2025-02-28,WH-PHC,PRD-0054,49,666400
2025-02-28,WH-LAG1,PRD-0055,92,1269600
2025-02-28,WH-LAG2,PRD-0055,17,234600
2025-02-28,WH-IBD,PRD-0055,63,869400
2025-02-28,WH-ABJ,PRD-0055,41,565800
2025-02-28,WH-PHC,PRD-0055,48,662400
2025-02-28,WH-LAG1,PRD-0056,105,2247000
2025-02-28,WH-LAG2,PRD-0056,17,363800
2025-02-28,WH-IBD,PRD-0056,19,406600
2025-02-28,WH-ABJ,PRD-0056,40,856000
2025-02-28,WH-PHC,PRD-0056,47,1005800
2025-02-28,WH-LAG1,PRD-0057,192,3033600
2025-02-28,WH-LAG2,PRD-0057,174,2749200
2025-02-28,WH-IBD,PRD-0057,28,442400
2025-02-28,WH-ABJ,PRD-0057,37,584600
2025-02-28,WH-PHC,PRD-0057,179,2828200
2025-02-28,WH-LAG1,PRD-0058,110,1639000
2025-02-28,WH-LAG2,PRD-0058,37,551300
2025-02-28,WH-IBD,PRD-0058,67,998300
2025-02-28,WH-ABJ,PRD-0058,59,879100
2025-02-28,WH-PHC,PRD-0058,70,1043000
2025-02-28,WH-LAG1,PRD-0059,76,3230000
2025-02-28,WH-LAG2,PRD-0059,52,2210000
2025-02-28,WH-IBD,PRD-0059,37,1572500
2025-02-28,WH-ABJ,PRD-0059,47,1997500
2025-02-28,WH-PHC,PRD-0059,21,892500
2025-02-28,WH-LAG1,PRD-0060,302,14435600
2025-02-28,WH-LAG2,PRD-0060,34,1625200
2025-02-28,WH-IBD,PRD-0060,74,3537200
2025-02-28,WH-ABJ,PRD-0060,50,2390000
2025-02-28,WH-PHC,PRD-0060,131,6261800
2025-02-28,WH-LAG1,PRD-0061,26,332800
2025-02-28,WH-LAG2,PRD-0061,92,1177600
2025-02-28,WH-IBD,PRD-0061,103,1318400
2025-02-28,WH-ABJ,PRD-0061,11,140800
2025-02-28,WH-PHC,PRD-0061,73,934400
2025-02-28,WH-LAG1,PRD-0062,160,2176000
2025-02-28,WH-LAG2,PRD-0062,107,1455200
2025-02-28,WH-IBD,PRD-0062,63,856800
2025-02-28,WH-ABJ,PRD-0062,123,1672800
2025-02-28,WH-PHC,PRD-0062,105,1428000
2025-02-28,WH-LAG1,PRD-0063,84,999600
2025-02-28,WH-LAG2,PRD-0063,43,511700
2025-02-28,WH-IBD,PRD-0063,35,416500
2025-02-28,WH-ABJ,PRD-0063,70,833000
2025-02-28,WH-PHC,PRD-0063,47,559300
2025-02-28,WH-LAG1,PRD-0064,149,4589200
2025-02-28,WH-LAG2,PRD-0064,82,2525600
2025-02-28,WH-IBD,PRD-0064,29,893200
2025-02-28,WH-ABJ,PRD-0064,159,4897200
2025-02-28,WH-PHC,PRD-0064,68,2094400
2025-02-28,WH-LAG1,PRD-0065,180,4752000
2025-02-28,WH-LAG2,PRD-0065,64,1689600
2025-02-28,WH-IBD,PRD-0065,44,1161600
2025-02-28,WH-ABJ,PRD-0065,66,1742400
2025-02-28,WH-PHC,PRD-0065,105,2772000
2025-02-28,WH-LAG1,PRD-0066,3,132600
2025-02-28,WH-LAG2,PRD-0066,3,132600
2025-02-28,WH-IBD,PRD-0066,10,442000
2025-02-28,WH-ABJ,PRD-0066,10,442000
2025-02-28,WH-PHC,PRD-0066,9,397800
2025-02-28,WH-LAG1,PRD-0067,75,780000
2025-02-28,WH-LAG2,PRD-0067,90,936000
2025-02-28,WH-IBD,PRD-0067,39,405600
2025-02-28,WH-ABJ,PRD-0067,99,1029600
2025-02-28,WH-PHC,PRD-0067,30,312000
2025-02-28,WH-LAG1,PRD-0068,252,3326400
2025-02-28,WH-LAG2,PRD-0068,81,1069200
2025-02-28,WH-IBD,PRD-0068,115,1518000
2025-02-28,WH-ABJ,PRD-0068,49,646800
2025-02-28,WH-PHC,PRD-0068,105,1386000
2025-02-28,WH-LAG1,PRD-0069,19,262200
2025-02-28,WH-LAG2,PRD-0069,13,179400
2025-02-28,WH-IBD,PRD-0069,3,41400
2025-02-28,WH-ABJ,PRD-0069,21,289800
2025-02-28,WH-PHC,PRD-0069,0,0
2025-02-28,WH-LAG1,PRD-0070,87,1339800
