POLineID,PONumber,OrderDate,SupplierID,ProductID,WarehouseID,QtyOrdered,UnitCostNGN,LineValueNGN,PromisedDate,ReceivedDate
POL-00470,PO-2024-00470,2024-08-12,SUP-10,PRD-0115,WH-PHC,92,16400,1508800,2024-08-26,2024-08-20
POL-00471,PO-2024-00471,2024-08-12,SUP-14,PRD-0118,WH-ABJ,199,17600,3502400,2024-09-02,2024-09-02
POL-00472,PO-2024-00472,2024-08-12,SUP-14,PRD-0121,WH-ABJ,175,21600,3780000,2024-09-02,2024-09-01
POL-00473,PO-2024-00473,2024-08-12,SUP-10,PRD-0122,WH-PHC,127,14800,1879600,2024-08-26,2024-08-23
POL-00474,PO-2024-00474,2024-08-12,SUP-14,PRD-0123,WH-PHC,79,11600,916400,2024-09-02,2024-09-02
POL-00475,PO-2024-00475,2024-08-12,SUP-10,PRD-0125,WH-ABJ,400,12800,5120000,2024-08-26,2024-08-27
POL-00476,PO-2024-00476,2024-08-12,SUP-06,PRD-0127,WH-LAG1,70,13200,924000,2024-08-22,2024-08-19
POL-00477,PO-2024-00477,2024-08-12,SUP-02,PRD-0129,WH-ABJ,20,15400,308000,2024-08-22,2024-08-20
POL-00478,PO-2024-00478,2024-08-12,SUP-11,PRD-0131,WH-LAG2,113,25600,2892800,2024-08-22,2024-08-22
POL-00479,PO-2024-00479,2024-08-12,SUP-11,PRD-0131,WH-IBD,98,25600,2508800,2024-08-22,2024-08-21
POL-00480,PO-2024-00480,2024-08-12,SUP-23,PRD-0134,WH-LAG1,55,29800,1639000,2024-08-26,2024-08-25
POL-00481,PO-2024-00481,2024-08-12,SUP-03,PRD-0138,WH-ABJ,123,21800,2681400,2024-08-19,2024-08-18
POL-00482,PO-2024-00482,2024-08-12,SUP-15,PRD-0144,WH-IBD,43,26800,1152400,2024-08-26,2024-08-26
POL-00483,PO-2024-00483,2024-08-12,SUP-11,PRD-0148,WH-LAG1,66,23800,1570800,2024-08-22,2024-08-25
POL-00484,PO-2024-00484,2024-08-12,SUP-07,PRD-0152,WH-LAG1,84,21600,1814400,2024-08-22,2024-08-22
POL-00485,PO-2024-00485,2024-08-12,SUP-07,PRD-0152,WH-PHC,60,21600,1296000,2024-08-22,2024-08-20
POL-00486,PO-2024-00486,2024-08-12,SUP-23,PRD-0153,WH-PHC,146,18800,2744800,2024-08-26,2024-08-26
POL-00487,PO-2024-00487,2024-08-12,SUP-23,PRD-0160,WH-LAG1,452,25600,11571200,2024-08-26,2024-08-26
POL-00488,PO-2024-00488,2024-08-12,SUP-11,PRD-0162,WH-ABJ,64,23800,1523200,2024-08-22,2024-08-21
POL-00489,PO-2024-00489,2024-08-12,SUP-19,PRD-0165,WH-PHC,189,19400,3666600,2024-08-22,2024-08-18
POL-00490,PO-2024-00490,2024-08-12,SUP-15,PRD-0167,WH-IBD,67,10800,723600,2024-08-26,2024-08-24
POL-00491,PO-2024-00491,2024-08-12,SUP-19,PRD-0169,WH-LAG1,121,13400,1621400,2024-08-22,2024-08-19
POL-00492,PO-2024-00492,2024-08-19,SUP-24,PRD-0005,WH-IBD,57,2600,148200,2024-09-02,2024-08-31
POL-00493,PO-2024-00493,2024-08-19,SUP-24,PRD-0005,WH-ABJ,84,2600,218400,2024-09-02,2024-09-07
POL-00494,PO-2024-00494,2024-08-19,SUP-12,PRD-0012,WH-LAG1,64,14400,921600,2024-08-26,2024-08-26
POL-00495,PO-2024-00495,2024-08-19,SUP-24,PRD-0015,WH-LAG1,83,6900,572700,2024-09-02,2024-09-12
POL-00496,PO-2024-00496,2024-08-19,SUP-08,PRD-0016,WH-ABJ,157,34500,5416500,2024-09-02,2024-08-28
POL-00497,PO-2024-00497,2024-08-19,SUP-04,PRD-0017,WH-LAG2,46,31800,1462800,2024-09-02,2024-09-10
POL-00498,PO-2024-00498,2024-08-19,SUP-16,PRD-0021,WH-ABJ,71,14800,1050800,2024-08-26,2024-08-24
POL-00499,PO-2024-00499,2024-08-19,SUP-24,PRD-0024,WH-ABJ,47,7800,366600,2024-09-02,2024-09-15
POL-00500,PO-2024-00500,2024-08-19,SUP-04,PRD-0026,WH-LAG1,121,3600,435600,2024-09-02,2024-09-01
POL-00501,PO-2024-00501,2024-08-19,SUP-04,PRD-0027,WH-PHC,26,3800,98800,2024-09-02,2024-09-07
POL-00502,PO-2024-00502,2024-08-19,SUP-20,PRD-0029,WH-LAG2,39,8900,347100,2024-08-29,2024-08-29
POL-00503,PO-2024-00503,2024-08-19,SUP-20,PRD-0029,WH-ABJ,36,8900,320400,2024-08-29,2024-08-29
POL-00504,PO-2024-00504,2024-08-19,SUP-08,PRD-0034,WH-LAG1,41,12900,528900,2024-09-02,2024-08-29
POL-00505,PO-2024-00505,2024-08-19,SUP-04,PRD-0036,WH-ABJ,58,15600,904800,2024-09-02,2024-09-04
POL-00506,PO-2024-00506,2024-08-19,SUP-20,PRD-0040,WH-ABJ,64,11200,716800,2024-08-29,2024-08-27
POL-00507,PO-2024-00507,2024-08-19,SUP-08,PRD-0041,WH-LAG1,113,5200,587600,2024-09-02,2024-09-02
POL-00508,PO-2024-00508,2024-08-19,SUP-17,PRD-0050,WH-LAG1,82,4600,377200,2024-09-02,2024-09-10
POL-00509,PO-2024-00509,2024-08-19,SUP-25,PRD-0051,WH-LAG2,133,34800,4628400,2024-08-26,2024-08-22
POL-00510,PO-2024-00510,2024-08-19,SUP-25,PRD-0051,WH-IBD,120,34800,4176000,2024-08-26,2024-08-27
POL-00511,PO-2024-00511,2024-08-19,SUP-21,PRD-0052,WH-PHC,18,33900,610200,2024-09-02,2024-09-17
POL-00512,PO-2024-00512,2024-08-19,SUP-25,PRD-0068,WH-IBD,72,13200,950400,2024-08-26,2024-08-24
POL-00513,PO-2024-00513,2024-08-19,SUP-25,PRD-0068,WH-PHC,99,13200,1306800,2024-08-26,2024-08-24
POL-00514,PO-2024-00514,2024-08-19,SUP-13,PRD-0076,WH-PHC,62,23400,1450800,2024-09-02,2024-09-06
POL-00515,PO-2024-00515,2024-08-19,SUP-13,PRD-0080,WH-IBD,58,19600,1136800,2024-09-02,2024-09-13
POL-00516,PO-2024-00516,2024-08-19,SUP-13,PRD-0080,WH-PHC,57,19600,1117200,2024-09-02,2024-09-12
POL-00517,PO-2024-00517,2024-08-19,SUP-21,PRD-0085,WH-IBD,96,26200,2515200,2024-09-02,2024-08-30
POL-00518,PO-2024-00518,2024-08-19,SUP-22,PRD-0093,WH-LAG2,103,19400,1998200,2024-09-02,2024-09-01
POL-00519,PO-2024-00519,2024-08-19,SUP-14,PRD-0099,WH-IBD,33,12600,415800,2024-09-09,2024-09-04
POL-00520,PO-2024-00520,2024-08-19,SUP-06,PRD-0101,WH-PHC,30,18400,552000,2024-08-29,2024-08-28
POL-00521,PO-2024-00521,2024-08-19,SUP-14,PRD-0107,WH-LAG1,36,33400,1202400,2024-09-09,2024-09-09
POL-00522,PO-2024-00522,2024-08-19,SUP-10,PRD-0122,WH-IBD,117,14800,1731600,2024-09-02,2024-08-30
POL-00523,PO-2024-00523,2024-08-19,SUP-23,PRD-0135,WH-ABJ,180,26400,4752000,2024-09-02,2024-08-30
POL-00524,PO-2024-00524,2024-08-19,SUP-11,PRD-0137,WH-LAG2,87,24200,2105400,2024-08-29,2024-08-28
POL-00525,PO-2024-00525,2024-08-19,SUP-19,PRD-0141,WH-ABJ,88,30800,2710400,2024-08-29,2024-08-29
POL-00526,PO-2024-00526,2024-08-19,SUP-19,PRD-0141,WH-PHC,54,30800,1663200,2024-08-29,2024-08-28
POL-00527,PO-2024-00527,2024-08-19,SUP-19,PRD-0143,WH-IBD,38,41200,1565600,2024-08-29,2024-08-29
POL-00528,PO-2024-00528,2024-08-19,SUP-07,PRD-0156,WH-LAG1,339,44600,15119400,2024-08-29,2024-08-23
POL-00529,PO-2024-00529,2024-08-19,SUP-07,PRD-0156,WH-IBD,106,44600,4727600,2024-08-29,2024-08-22
POL-00530,PO-2024-00530,2024-08-19,SUP-23,PRD-0160,WH-ABJ,183,25600,4684800,2024-09-02,2024-09-01
POL-00531,PO-2024-00531,2024-08-19,SUP-03,PRD-0166,WH-IBD,147,21800,3204600,2024-08-26,2024-08-24
POL-00532,PO-2024-00532,2024-08-19,SUP-03,PRD-0170,WH-LAG2,66,14200,937200,2024-08-26,2024-08-24
POL-00533,PO-2024-00533,2024-08-19,SUP-03,PRD-0170,WH-PHC,60,14200,852000,2024-08-26,2024-08-22
POL-00534,PO-2024-00534,2024-08-26,SUP-24,PRD-0006,WH-PHC,34,2500,85000,2024-09-09,2024-09-17
POL-00535,PO-2024-00535,2024-08-26,SUP-08,PRD-0016,WH-PHC,85,34500,2932500,2024-09-09,2024-09-09
POL-00536,PO-2024-00536,2024-08-26,SUP-12,PRD-0018,WH-ABJ,79,48200,3807800,2024-09-02,2024-08-29
POL-00537,PO-2024-00537,2024-08-26,SUP-04,PRD-0019,WH-IBD,76,26400,2006400,2024-09-09,2024-09-24
POL-00538,PO-2024-00538,2024-08-26,SUP-24,PRD-0020,WH-LAG2,92,23800,2189600,2024-09-09,2024-09-20
POL-00539,PO-2024-00539,2024-08-26,SUP-24,PRD-0024,WH-PHC,27,7800,210600,2024-09-09,2024-09-15
POL-00540,PO-2024-00540,2024-08-26,SUP-08,PRD-0041,WH-LAG2,46,5200,239200,2024-09-09,2024-09-10
POL-00541,PO-2024-00541,2024-08-26,SUP-21,PRD-0052,WH-ABJ,16,33900,542400,2024-09-09,2024-09-24
POL-00542,PO-2024-00542,2024-08-26,SUP-05,PRD-0062,WH-LAG1,180,13600,2448000,2024-09-02,2024-08-30
POL-00543,PO-2024-00543,2024-08-26,SUP-25,PRD-0063,WH-ABJ,87,11900,1035300,2024-09-02,2024-09-04
POL-00544,PO-2024-00544,2024-08-26,SUP-09,PRD-0065,WH-LAG1,199,26400,5253600,2024-09-09,2024-09-19
POL-00545,PO-2024-00545,2024-08-26,SUP-09,PRD-0065,WH-LAG2,104,26400,2745600,2024-09-09,2024-09-13
POL-00546,PO-2024-00546,2024-08-26,SUP-25,PRD-0068,WH-ABJ,170,13200,2244000,2024-09-02,2024-08-29
POL-00547,PO-2024-00547,2024-08-26,SUP-01,PRD-0069,WH-ABJ,22,13800,303600,2024-09-02,2024-08-31
POL-00548,PO-2024-00548,2024-08-26,SUP-17,PRD-0072,WH-LAG2,51,32600,1662600,2024-09-09,2024-09-07
POL-00549,PO-2024-00549,2024-08-26,SUP-17,PRD-0072,WH-PHC,46,32600,1499600,2024-09-09,2024-09-18
POL-00550,PO-2024-00550,2024-08-26,SUP-09,PRD-0078,WH-ABJ,108,27800,3002400,2024-09-09,2024-09-23
POL-00551,PO-2024-00551,2024-08-26,SUP-05,PRD-0084,WH-IBD,81,21600,1749600,2024-09-02,2024-08-31
POL-00552,PO-2024-00552,2024-08-26,SUP-05,PRD-0084,WH-ABJ,92,21600,1987200,2024-09-02,2024-08-29
POL-00553,PO-2024-00553,2024-08-26,SUP-21,PRD-0085,WH-ABJ,113,26200,2960600,2024-09-09,2024-09-22
POL-00554,PO-2024-00554,2024-08-26,SUP-21,PRD-0085,WH-PHC,70,26200,1834000,2024-09-09,2024-09-19
POL-00555,PO-2024-00555,2024-08-26,SUP-14,PRD-0091,WH-LAG1,174,21600,3758400,2024-09-16,2024-09-15
POL-00556,PO-2024-00556,2024-08-26,SUP-14,PRD-0091,WH-IBD,65,21600,1404000,2024-09-16,2024-09-12
POL-00557,PO-2024-00557,2024-08-26,SUP-06,PRD-0096,WH-LAG2,21,18200,382200,2024-09-05,2024-09-05
POL-00558,PO-2024-00558,2024-08-26,SUP-18,PRD-0097,WH-IBD,22,17800,391600,2024-09-05,2024-09-03
POL-00559,PO-2024-00559,2024-08-26,SUP-14,PRD-0102,WH-PHC,68,14200,965600,2024-09-16,2024-09-14
POL-00560,PO-2024-00560,2024-08-26,SUP-06,PRD-0109,WH-LAG1,193,26400,5095200,2024-09-05,2024-09-07
POL-00561,PO-2024-00561,2024-08-26,SUP-06,PRD-0112,WH-LAG1,40,11800,472000,2024-09-05,2024-09-04
POL-00562,PO-2024-00562,2024-08-26,SUP-14,PRD-0113,WH-PHC,98,8600,842800,2024-09-16,2024-09-12
POL-00563,PO-2024-00563,2024-08-26,SUP-10,PRD-0115,WH-LAG2,89,16400,1459600,2024-09-09,2024-09-06
POL-00564,PO-2024-00564,2024-08-26,SUP-22,PRD-0119,WH-IBD,23,18800,432400,2024-09-09,2024-09-09
POL-00565,PO-2024-00565,2024-08-26,SUP-06,PRD-0127,WH-IBD,36,13200,475200,2024-09-05,2024-09-01
POL-00566,PO-2024-00566,2024-08-26,SUP-06,PRD-0127,WH-ABJ,57,13200,752400,2024-09-05,2024-09-03
POL-00567,PO-2024-00567,2024-08-26,SUP-22,PRD-0128,WH-ABJ,93,16800,1562400,2024-09-09,2024-09-13
POL-00568,PO-2024-00568,2024-08-26,SUP-11,PRD-0131,WH-ABJ,129,25600,3302400,2024-09-05,2024-09-01
POL-00569,PO-2024-00569,2024-08-26,SUP-11,PRD-0131,WH-PHC,120,25600,3072000,2024-09-05,2024-09-01
POL-00570,PO-2024-00570,2024-08-26,SUP-23,PRD-0133,WH-LAG1,53,23800,1261400,2024-09-09,2024-09-10
POL-00571,PO-2024-00571,2024-08-26,SUP-23,PRD-0134,WH-ABJ,49,29800,1460200,2024-09-09,2024-09-02
POL-00572,PO-2024-00572,2024-08-26,SUP-03,PRD-0136,WH-PHC,68,42600,2896800,2024-09-02,2024-09-02
POL-00573,PO-2024-00573,2024-08-26,SUP-11,PRD-0137,WH-PHC,94,24200,2274800,2024-09-05,2024-09-02
POL-00574,PO-2024-00574,2024-08-26,SUP-03,PRD-0138,WH-LAG2,107,21800,2332600,2024-09-02,2024-08-30
POL-00575,PO-2024-00575,2024-08-26,SUP-19,PRD-0141,WH-IBD,49,30800,1509200,2024-09-05,2024-09-04
POL-00576,PO-2024-00576,2024-08-26,SUP-15,PRD-0144,WH-LAG2,66,26800,1768800,2024-09-09,2024-09-09
POL-00577,PO-2024-00577,2024-08-26,SUP-15,PRD-0144,WH-PHC,50,26800,1340000,2024-09-09,2024-09-06
POL-00578,PO-2024-00578,2024-08-26,SUP-07,PRD-0147,WH-LAG2,58,27600,1600800,2024-09-05,2024-09-02
POL-00579,PO-2024-00579,2024-08-26,SUP-03,PRD-0155,WH-IBD,49,52800,2587200,2024-09-02,2024-09-02
POL-00580,PO-2024-00580,2024-08-26,SUP-03,PRD-0157,WH-LAG1,106,18800,1992800,2024-09-02,2024-08-31
POL-00581,PO-2024-00581,2024-08-26,SUP-03,PRD-0158,WH-IBD,32,26400,844800,2024-09-02,2024-08-30
POL-00582,PO-2024-00582,2024-08-26,SUP-11,PRD-0164,WH-IBD,60,16800,1008000,2024-09-05,2024-09-03
POL-00583,PO-2024-00583,2024-08-26,SUP-03,PRD-0166,WH-LAG1,308,21800,6714400,2024-09-02,2024-08-29
POL-00584,PO-2024-00584,2024-08-26,SUP-19,PRD-0169,WH-IBD,78,13400,1045200,2024-09-05,2024-09-02
POL-00585,PO-2024-00585,2024-09-02,SUP-24,PRD-0001,WH-ABJ,52,4200,218400,2024-09-16,2024-09-20
POL-00586,PO-2024-00586,2024-09-02,SUP-24,PRD-0010,WH-PHC,22,13200,290400,2024-09-16,2024-09-20
POL-00587,PO-2024-00587,2024-09-02,SUP-16,PRD-0011,WH-ABJ,121,13900,1681900,2024-09-09,2024-09-09
POL-00588,PO-2024-00588,2024-09-02,SUP-12,PRD-0012,WH-LAG2,53,14400,763200,2024-09-09,2024-09-05
POL-00589,PO-2024-00589,2024-09-02,SUP-24,PRD-0015,WH-IBD,63,6900,434700,2024-09-16,2024-09-12
POL-00590,PO-2024-00590,2024-09-02,SUP-08,PRD-0016,WH-LAG2,124,34500,4278000,2024-09-16,2024-09-10
POL-00591,PO-2024-00591,2024-09-02,SUP-08,PRD-0016,WH-IBD,119,34500,4105500,2024-09-16,2024-09-15
POL-00592,PO-2024-00592,2024-09-02,SUP-04,PRD-0026,WH-ABJ,69,3600,248400,2024-09-16,2024-09-24
POL-00593,PO-2024-00593,2024-09-02,SUP-24,PRD-0028,WH-PHC,44,4000,176000,2024-09-16,2024-10-02
POL-00594,PO-2024-00594,2024-09-02,SUP-16,PRD-0031,WH-IBD,79,30200,2385800,2024-09-09,2024-09-08
POL-00595,PO-2024-00595,2024-09-02,SUP-04,PRD-0038,WH-LAG1,31,11900,368900,2024-09-16,2024-09-14
POL-00596,PO-2024-00596,2024-09-02,SUP-13,PRD-0048,WH-LAG1,93,14500,1348500,2024-09-16,2024-09-14
POL-00597,PO-2024-00597,2024-09-02,SUP-09,PRD-0055,WH-ABJ,60,13800,828000,2024-09-16,2024-09-24
POL-00598,PO-2024-00598,2024-09-02,SUP-17,PRD-0061,WH-LAG1,192,12800,2457600,2024-09-16,2024-09-25
POL-00599,PO-2024-00599,2024-09-02,SUP-21,PRD-0066,WH-LAG2,8,44200,353600,2024-09-16,2024-09-17
POL-00600,PO-2024-00600,2024-09-02,SUP-13,PRD-0070,WH-IBD,33,15400,508200,2024-09-16,2024-09-21
POL-00601,PO-2024-00601,2024-09-02,SUP-13,PRD-0080,WH-LAG2,59,19600,1156400,2024-09-16,2024-09-13
POL-00602,PO-2024-00602,2024-09-02,SUP-25,PRD-0089,WH-IBD,49,11200,548800,2024-09-09,2024-09-09
POL-00603,PO-2024-00603,2024-09-02,SUP-25,PRD-0089,WH-PHC,53,11200,593600,2024-09-09,2024-09-05
POL-00604,PO-2024-00604,2024-09-02,SUP-10,PRD-0095,WH-ABJ,30,16900,507000,2024-09-16,2024-09-15
POL-00605,PO-2024-00605,2024-09-02,SUP-14,PRD-0099,WH-LAG2,33,12600,415800,2024-09-23,2024-09-19
POL-00606,PO-2024-00606,2024-09-02,SUP-14,PRD-0102,WH-LAG1,121,14200,1718200,2024-09-23,2024-09-22
POL-00607,PO-2024-00607,2024-09-02,SUP-18,PRD-0111,WH-PHC,105,9800,1029000,2024-09-12,2024-09-05
POL-00608,PO-2024-00608,2024-09-02,SUP-14,PRD-0118,WH-PHC,149,17600,2622400,2024-09-23,2024-09-25
POL-00609,PO-2024-00609,2024-09-02,SUP-10,PRD-0126,WH-LAG2,57,23600,1345200,2024-09-16,2024-09-12
POL-00610,PO-2024-00610,2024-09-02,SUP-10,PRD-0130,WH-PHC,46,10800,496800,2024-09-16,2024-09-14
POL-00611,PO-2024-00611,2024-09-02,SUP-23,PRD-0132,WH-LAG1,90,31400,2826000,2024-09-16,2024-09-13
POL-00612,PO-2024-00612,2024-09-02,SUP-03,PRD-0138,WH-PHC,102,21800,2223600,2024-09-09,2024-09-06
POL-00613,PO-2024-00613,2024-09-02,SUP-07,PRD-0142,WH-PHC,84,44800,3763200,2024-09-12,2024-09-10
POL-00614,PO-2024-00614,2024-09-02,SUP-15,PRD-0144,WH-ABJ,65,26800,1742000,2024-09-16,2024-09-16
POL-00615,PO-2024-00615,2024-09-02,SUP-19,PRD-0145,WH-LAG1,149,25400,3784600,2024-09-12,2024-09-11
POL-00616,PO-2024-00616,2024-09-02,SUP-15,PRD-0149,WH-LAG2,19,39800,756200,2024-09-16,2024-09-16
POL-00617,PO-2024-00617,2024-09-02,SUP-03,PRD-0151,WH-LAG2,666,34600,23043600,2024-09-09,2024-09-07
POL-00618,PO-2024-00618,2024-09-02,SUP-03,PRD-0155,WH-LAG1,101,52800,5332800,2024-09-09,2024-09-06
POL-00619,PO-2024-00619,2024-09-02,SUP-19,PRD-0165,WH-LAG2,188,19400,3647200,2024-09-12,2024-09-10
POL-00620,PO-2024-00620,2024-09-02,SUP-19,PRD-0165,WH-IBD,166,19400,3220400,2024-09-12,2024-09-11
POL-00621,PO-2024-00621,2024-09-02,SUP-03,PRD-0166,WH-LAG2,177,21800,3858600,2024-09-09,2024-09-08
POL-00622,PO-2024-00622,2024-09-02,SUP-15,PRD-0167,WH-ABJ,82,10800,885600,2024-09-16,2024-09-11
POL-00623,PO-2024-00623,2024-09-02,SUP-19,PRD-0169,WH-LAG2,77,13400,1031800,2024-09-12,2024-09-12
POL-00624,PO-2024-00624,2024-09-09,SUP-04,PRD-0003,WH-PHC,25,4100,102500,2024-09-23,2024-09-28
POL-00625,PO-2024-00625,2024-09-09,SUP-24,PRD-0005,WH-PHC,56,2600,145600,2024-09-23,2024-09-28
POL-00626,PO-2024-00626,2024-09-09,SUP-04,PRD-0009,WH-IBD,26,14200,369200,2024-09-23,2024-10-02
POL-00627,PO-2024-00627,2024-09-09,SUP-08,PRD-0014,WH-ABJ,20,11200,224000,2024-09-23,2024-09-23
POL-00628,PO-2024-00628,2024-09-09,SUP-24,PRD-0015,WH-LAG2,60,6900,414000,2024-09-23,2024-09-19
POL-00629,PO-2024-00629,2024-09-09,SUP-04,PRD-0019,WH-LAG1,103,26400,2719200,2024-09-23,2024-09-26
POL-00630,PO-2024-00630,2024-09-09,SUP-24,PRD-0023,WH-ABJ,107,13400,1433800,2024-09-23,2024-09-24
POL-00631,PO-2024-00631,2024-09-09,SUP-04,PRD-0026,WH-PHC,57,3600,205200,2024-09-23,2024-10-06
POL-00632,PO-2024-00632,2024-09-09,SUP-04,PRD-0027,WH-IBD,21,3800,79800,2024-09-23,2024-10-07
POL-00633,PO-2024-00633,2024-09-09,SUP-20,PRD-0035,WH-ABJ,64,11800,755200,2024-09-19,2024-09-20
POL-00634,PO-2024-00634,2024-09-09,SUP-09,PRD-0047,WH-LAG2,49,16200,793800,2024-09-23,2024-10-05
POL-00635,PO-2024-00635,2024-09-09,SUP-09,PRD-0047,WH-PHC,74,16200,1198800,2024-09-23,2024-10-03
POL-00636,PO-2024-00636,2024-09-09,SUP-13,PRD-0048,WH-ABJ,62,14500,899000,2024-09-23,2024-09-20
POL-00637,PO-2024-00637,2024-09-09,SUP-25,PRD-0051,WH-PHC,95,34800,3306000,2024-09-16,2024-09-16
POL-00638,PO-2024-00638,2024-09-09,SUP-05,PRD-0054,WH-LAG1,62,13600,843200,2024-09-16,2024-09-12
POL-00639,PO-2024-00639,2024-09-09,SUP-25,PRD-0058,WH-ABJ,53,14900,789700,2024-09-16,2024-09-15
POL-00640,PO-2024-00640,2024-09-09,SUP-21,PRD-0066,WH-ABJ,9,44200,397800,2024-09-23,2024-10-03
POL-00641,PO-2024-00641,2024-09-09,SUP-13,PRD-0070,WH-ABJ,40,15400,616000,2024-09-23,2024-09-26
POL-00642,PO-2024-00642,2024-09-09,SUP-13,PRD-0076,WH-ABJ,132,23400,3088800,2024-09-23,2024-09-22
POL-00643,PO-2024-00643,2024-09-09,SUP-05,PRD-0079,WH-LAG1,89,38500,3426500,2024-09-16,2024-09-14
POL-00644,PO-2024-00644,2024-09-09,SUP-05,PRD-0079,WH-ABJ,90,38500,3465000,2024-09-16,2024-09-15
POL-00645,PO-2024-00645,2024-09-09,SUP-21,PRD-0088,WH-LAG2,51,12400,632400,2024-09-23,2024-09-26
POL-00646,PO-2024-00646,2024-09-09,SUP-25,PRD-0089,WH-LAG1,69,11200,772800,2024-09-16,2024-09-17
POL-00647,PO-2024-00647,2024-09-09,SUP-18,PRD-0092,WH-LAG1,66,24800,1636800,2024-09-19,2024-09-17
POL-00648,PO-2024-00648,2024-09-09,SUP-18,PRD-0092,WH-IBD,32,24800,793600,2024-09-19,2024-09-18
POL-00649,PO-2024-00649,2024-09-09,SUP-22,PRD-0093,WH-IBD,106,19400,2056400,2024-09-23,2024-09-20
POL-00650,PO-2024-00650,2024-09-09,SUP-22,PRD-0098,WH-PHC,192,13400,2572800,2024-09-23,2024-09-20
POL-00651,PO-2024-00651,2024-09-09,SUP-06,PRD-0101,WH-IBD,26,18400,478400,2024-09-19,2024-09-22
POL-00652,PO-2024-00652,2024-09-09,SUP-06,PRD-0110,WH-IBD,31,24800,768800,2024-09-19,2024-09-17
POL-00653,PO-2024-00653,2024-09-09,SUP-22,PRD-0119,WH-LAG1,29,18800,545200,2024-09-23,2024-09-21
POL-00654,PO-2024-00654,2024-09-09,SUP-22,PRD-0120,WH-PHC,106,12400,1314400,2024-09-23,2024-09-18
POL-00655,PO-2024-00655,2024-09-09,SUP-14,PRD-0121,WH-PHC,128,21600,2764800,2024-09-30,2024-09-28
POL-00656,PO-2024-00656,2024-09-09,SUP-10,PRD-0126,WH-IBD,51,23600,1203600,2024-09-23,2024-09-24
POL-00657,PO-2024-00657,2024-09-09,SUP-22,PRD-0128,WH-PHC,52,16800,873600,2024-09-23,2024-09-22
POL-00658,PO-2024-00658,2024-09-09,SUP-02,PRD-0129,WH-LAG2,16,15400,246400,2024-09-19,2024-09-19
POL-00659,PO-2024-00659,2024-09-09,SUP-23,PRD-0134,WH-IBD,50,29800,1490000,2024-09-23,2024-09-22
POL-00660,PO-2024-00660,2024-09-09,SUP-11,PRD-0137,WH-LAG1,144,24200,3484800,2024-09-19,2024-09-13
POL-00661,PO-2024-00661,2024-09-09,SUP-19,PRD-0143,WH-LAG2,48,41200,1977600,2024-09-19,2024-09-18
POL-00662,PO-2024-00662,2024-09-09,SUP-07,PRD-0147,WH-IBD,51,27600,1407600,2024-09-19,2024-09-15
POL-00663,PO-2024-00663,2024-09-09,SUP-07,PRD-0147,WH-ABJ,50,27600,1380000,2024-09-19,2024-09-14
POL-00664,PO-2024-00664,2024-09-09,SUP-07,PRD-0147,WH-PHC,59,27600,1628400,2024-09-19,2024-09-18
POL-00665,PO-2024-00665,2024-09-09,SUP-15,PRD-0149,WH-IBD,24,39800,955200,2024-09-23,2024-09-20
POL-00666,PO-2024-00666,2024-09-09,SUP-07,PRD-0152,WH-IBD,60,21600,1296000,2024-09-19,2024-09-17
POL-00667,PO-2024-00667,2024-09-09,SUP-23,PRD-0153,WH-ABJ,218,18800,4098400,2024-09-23,2024-09-21
POL-00668,PO-2024-00668,2024-09-09,SUP-03,PRD-0155,WH-ABJ,69,52800,3643200,2024-09-16,2024-09-17
POL-00669,PO-2024-00669,2024-09-09,SUP-03,PRD-0157,WH-IBD,51,18800,958800,2024-09-16,2024-09-14
POL-00670,PO-2024-00670,2024-09-09,SUP-15,PRD-0163,WH-ABJ,64,21600,1382400,2024-09-23,2024-09-22
POL-00671,PO-2024-00671,2024-09-09,SUP-23,PRD-0168,WH-ABJ,29,15600,452400,2024-09-23,2024-09-23
POL-00672,PO-2024-00672,2024-09-09,SUP-23,PRD-0168,WH-PHC,28,15600,436800,2024-09-23,2024-09-23
POL-00673,PO-2024-00673,2024-09-09,SUP-19,PRD-0169,WH-PHC,79,13400,1058600,2024-09-19,2024-09-18
POL-00674,PO-2024-00674,2024-09-09,SUP-03,PRD-0170,WH-IBD,58,14200,823600,2024-09-16,2024-09-14
POL-00675,PO-2024-00675,2024-09-16,SUP-24,PRD-0002,WH-IBD,25,4100,102500,2024-09-30,2024-10-02
POL-00676,PO-2024-00676,2024-09-16,SUP-24,PRD-0002,WH-PHC,27,4100,110700,2024-09-30,2024-10-07
POL-00677,PO-2024-00677,2024-09-16,SUP-08,PRD-0014,WH-LAG1,21,11200,235200,2024-09-30,2024-09-23
POL-00678,PO-2024-00678,2024-09-16,SUP-24,PRD-0023,WH-LAG2,84,13400,1125600,2024-09-30,2024-10-15
POL-00679,PO-2024-00679,2024-09-16,SUP-04,PRD-0032,WH-LAG2,28,16800,470400,2024-09-30,2024-09-26
POL-00680,PO-2024-00680,2024-09-16,SUP-08,PRD-0034,WH-IBD,24,12900,309600,2024-09-30,2024-09-28
POL-00681,PO-2024-00681,2024-09-16,SUP-08,PRD-0034,WH-PHC,26,12900,335400,2024-09-30,2024-09-30
POL-00682,PO-2024-00682,2024-09-16,SUP-08,PRD-0037,WH-PHC,106,19800,2098800,2024-09-30,2024-09-30
