CustomerID,CustomerName,Region,City,Phone,CustomerSince
CUS-00361,Obi Enterprises,South-West,Ogbomoso,09030614492,2024-02-11
CUS-00362,Olawale Superstores,South-West,Epe,09036799898,2023-11-16
CUS-00363,Olawale Stores,South-West,Ibadan North,07051386492,2020-01-07
CUS-00364,Ibrahim Wholesale,South-West,Lekki,09034814337,2022-05-04
CUS-00365,Uche Supermarket,South-South,Asaba,09072419022,2022-12-10
CUS-00366,Adeleke Mart,South-West,Oshodi,07021503440,2020-09-02
CUS-00367,Hassan Enterprises,South-West,Yaba,07061956500,2019-10-30
CUS-00368,Minna Enterprises,North-Central,Kubwa,09050111251,2023-12-23
CUS-00369,Ikeja Hotel,South-West,Abeokuta,08026143959,2019-02-04
CUS-00370,Fashola Provisions,North-Central,Kubwa,08015727862,2022-01-16
CUS-00371,Yaba Superstores,South-West,Surulere,08152916049,2019-04-24
CUS-00372,Garki Cash & Carry,North-Central,Jos,09084095459,2022-08-04
CUS-00373,Adeyemi Foods,South-South,Sapele,09025102023,2022-02-04
CUS-00374,Abeokuta Stores,South-West,Lekki,07048398732,2019-07-22
CUS-00375,Uba Wholesale,North-Central,Lokoja,09086775659,2021-01-01
CUS-00376,Obi Mart,South-West,Abeokuta,09015205303,2022-03-14
CUS-00377,Okafor Supermarket,South-South,Yenagoa,08159988144,2024-04-21
CUS-00378,Ikorodu Wholesale,South-West,Alimosho,09023182514,2019-07-19
CUS-00379,Mohammed Ventures,South-West,Oshodi,08146160937,2020-05-01
CUS-00380,Yaba Ventures,South-West,Yaba,09075023164,2020-02-28
CUS-00381,Adeleke Hotel,North-Central,Gwarinpa,07051758234,2020-06-09
CUS-00382,Nnaji Enterprises,North-Central,Wuse,08035872271,2019-07-06
CUS-00383,Warri Supermarket,South-South,Yenagoa,07058368724,2020-06-19
CUS-00384,Igwe Hotel,South-West,Mushin,07014102122,2023-01-23
CUS-00385,Surulere Ventures,South-West,Abeokuta,08156204319,2023-07-03
CUS-00386,Rabiu Foods,South-South,Obio-Akpor,08113684342,2022-04-02
CUS-00387,Oshodi Provisions,South-West,Alimosho,08096889858,2023-02-26
CUS-00388,Uba Hotel,North-Central,Wuse,07073632249,2019-04-23
CUS-00389,Danjuma Supermarket,South-West,Yaba,08191650533,2019-11-27
CUS-00390,Asaba Cash & Carry,South-South,Calabar,08171605671,2023-01-02
CUS-00391,Nnaji Enterprises,South-West,Mushin,07010986174,2021-07-20
CUS-00392,Uyo Hotel,South-South,Sapele,08150060760,2020-07-31
CUS-00393,Oladipo Superstores,South-West,Agege,08145050544,2020-09-27
CUS-00394,Lugbe Provisions,North-Central,Gwarinpa,08017620167,2019-11-26
CUS-00395,Calabar Superstores,South-South,Uyo,08013416548,2020-09-28
CUS-00396,Uba Cash & Carry,South-West,Mushin,07088252116,2020-06-12
CUS-00397,Uyo Foods,South-South,Warri,09058116670,2021-07-29
CUS-00398,Ibrahim Hotel,South-West,Surulere,08123100061,2021-10-11
CUS-00399,Danjuma Hotel,South-West,Oshodi,08055047826,2020-09-30
CUS-00400,Mohammed Wholesale,South-West,Mushin,08159886371,2022-12-16
CUS-00401,Adesanya Ventures,North-Central,Wuse,07073380252,2019-06-07
CUS-00402,Abubakar Cash & Carry,South-West,Ogbomoso,08165446317,2024-02-12
CUS-00403,Lawal Trading Co,South-South,Calabar,09029223220,2022-08-24
CUS-00404,Afolabi Ventures,South-South,Uyo,08052065724,2020-11-10
CUS-00405,Makinde Mart,South-West,Abeokuta,08075709924,2020-01-06
CUS-00406,Usman Cash & Carry,South-South,Calabar,09067582820,2021-09-28
CUS-00407,Lawal Foods,South-West,Agege,07053246714,2020-03-04
CUS-00408,Abubakar Supermarket,South-South,Warri,08056217844,2022-09-01
CUS-00409,Bello Wholesale,South-West,Surulere,07016136213,2022-09-30
CUS-00410,Nnaji Enterprises,South-South,Bonny,08168205561,2019-06-10
CUS-00411,Nwankwo Trading Co,North-Central,Kubwa,08064142310,2024-04-23
CUS-00412,Surulere Provisions,South-West,Badagry,07089147232,2021-08-03
CUS-00413,Yakubu Supermarket,South-West,Mushin,08181770706,2020-12-03
CUS-00414,Epe Stores,South-West,Epe,07016473999,2020-07-20
CUS-00415,Adesanya Hotel,South-West,Ikorodu,09030552371,2023-04-08
CUS-00416,Lugbe Cash & Carry,North-Central,Garki,08193590502,2021-01-08
CUS-00417,Akinola Hotel,North-Central,Makurdi,07047944260,2023-10-12
CUS-00418,Garba Provisions,South-South,Asaba,08058039455,2020-06-22
CUS-00419,Musa Ventures,South-West,Yaba,09054372866,2023-02-07
CUS-00420,Lekki Enterprises,South-West,Epe,09030017834,2019-02-04
CUS-00421,Suleiman Foods,South-West,Lekki,08196481420,2023-02-14
CUS-00422,Ikorodu Ventures,South-West,Ikeja,07033448079,2019-07-08
CUS-00423,Danjuma Superstores,South-West,Agege,09025555976,2023-11-20
CUS-00424,Port Harcourt Mart,South-South,Eleme,08157986515,2019-05-28
CUS-00425,Badagry Stores,South-West,Agege,08134544318,2023-10-12
CUS-00426,Ikorodu Cash & Carry,South-West,Badagry,09066604960,2020-10-12
CUS-00427,Balogun Foods,South-South,Port Harcourt,08023920137,2022-01-31
CUS-00428,Aliyu Superstores,South-South,Yenagoa,08092050405,2022-04-16
CUS-00429,Eleme Ventures,South-South,Yenagoa,07065201639,2021-12-12
CUS-00430,Taiwo Supermarket,South-West,Badagry,08099904987,2019-07-10
CUS-00431,Abdullahi Enterprises,South-West,Lekki,09098813650,2020-05-05
CUS-00432,Abubakar Superstores,South-West,Mushin,08084939694,2019-06-02
CUS-00433,Yakubu Mart,South-South,Bonny,09076549837,2019-07-18
CUS-00434,Agege Provisions,South-West,Agege,08116757958,2021-07-29
CUS-00435,Mushin Provisions,South-West,Lekki,09069618021,2019-12-05
CUS-00436,Nwankwo Ventures,North-Central,Jabi,07076756320,2020-03-28
CUS-00437,Uba Supermarket,North-Central,Jos,07022199793,2019-12-24
CUS-00438,Lugbe Hotel,North-Central,Jos,08097858385,2020-08-26
CUS-00439,Magaji Supermarket,South-West,Alimosho,08070996586,2022-07-23
CUS-00440,Minna Foods,North-Central,Jabi,09025303956,2023-11-15
CUS-00441,Eze Trading Co,North-Central,Lugbe,08124270328,2024-02-29
CUS-00442,Magaji Foods,South-South,Calabar,07044130133,2020-12-28
CUS-00443,Obi Provisions,South-West,Ibadan North,08055356673,2023-10-25
CUS-00444,Sani Superstores,North-Central,Makurdi,07070465703,2021-11-08
CUS-00445,Gwarinpa Ventures,North-Central,Wuse,07084252780,2019-03-05
CUS-00446,Ogbomoso Mart,South-West,Badagry,08027231111,2023-11-02
CUS-00447,Agege Hotel,South-West,Mushin,09091737749,2019-04-14
CUS-00448,Obi Trading Co,North-Central,Lugbe,09027900864,2023-08-24
CUS-00449,Badagry Hotel,South-West,Ikorodu,08184300459,2020-11-14
CUS-00450,Haruna Wholesale,South-West,Epe,08127806897,2020-06-08
CUS-00451,Jos Hotel,North-Central,Jabi,07057276557,2021-04-07
CUS-00452,Epe Foods,South-West,Mushin,08166691738,2019-11-20
CUS-00453,Nwachukwu Mart,South-West,Ikeja,07036830448,2022-12-03
CUS-00454,Olawale Superstores,North-Central,Lugbe,08018325904,2020-07-18
CUS-00455,Ugwu Supermarket,South-South,Uyo,09023754633,2020-12-18
CUS-00456,Warri Foods,South-South,Bonny,09041889524,2021-07-21
CUS-00457,Asaba Foods,South-South,Port Harcourt,09062016704,2022-01-30
CUS-00458,Uyo Hotel,South-South,Port Harcourt,07043734435,2023-04-13
CUS-00459,Minna Provisions,North-Central,Jabi,08035970823,2022-10-08
CUS-00460,Lekki Mart,South-West,Surulere,07060626689,2024-03-10
CUS-00461,Surulere Mart,South-West,Abeokuta,08110757677,2022-07-26
CUS-00462,Ikeja Mart,South-West,Agege,07093935292,2020-12-19
CUS-00463,Idris Enterprises,South-South,Bonny,08119781894,2020-01-09
CUS-00464,Gbadamosi Hotel,North-Central,Garki,08065825346,2021-05-16
CUS-00465,Ogunleye Provisions,North-Central,Jabi,08158425464,2022-10-09
CUS-00466,Ogbomoso Ventures,South-West,Ogbomoso,07025397719,2020-09-01
CUS-00467,Yakubu Enterprises,South-West,Abeokuta,08015352233,2020-08-04
CUS-00468,Idris Stores,South-South,Calabar,08182509424,2020-05-11
CUS-00469,Alimosho Trading Co,South-West,Ogbomoso,09075337822,2024-03-04
CUS-00470,Agege Hotel,South-West,Lekki,07032467350,2019-01-21
CUS-00471,Sani Stores,South-South,Warri,08066936428,2019-09-25
CUS-00472,Abdullahi Foods,South-West,Oshodi,09096779969,2019-11-03
CUS-00473,Eleme Supermarket,South-South,Yenagoa,08115085015,2023-12-05
CUS-00474,Okorie Hotel,South-West,Lekki,08044715141,2022-02-18
CUS-00475,Mushin Trading Co,South-West,Ikeja,09025878730,2021-06-02
CUS-00476,Lekki Foods,South-West,Abeokuta,07019742790,2022-05-31
CUS-00477,Idris Superstores,South-South,Asaba,07047784631,2020-02-16
CUS-00478,Magaji Superstores,South-South,Port Harcourt,09030981381,2021-06-05
CUS-00479,Oshodi Hotel,South-West,Ikorodu,08050004466,2020-08-14
CUS-00480,Uyo Supermarket,South-South,Bonny,08026540343,2024-03-08
CUS-00481,Ogbomoso Hotel,South-West,Lekki,08138192821,2020-03-22
CUS-00482,Kubwa Cash & Carry,North-Central,Jos,08031602928,2023-05-22
CUS-00483,Yaba Stores,South-West,Surulere,07083665549,2021-10-31
CUS-00484,Ibrahim Stores,North-Central,Lugbe,07036496940,2020-05-07
CUS-00485,Jabi Mart,North-Central,Kubwa,07048270459,2020-12-11
CUS-00486,Nwankwo Ventures,South-West,Agege,08188405961,2023-07-25
CUS-00487,Taiwo Cash & Carry,North-Central,Gwarinpa,07052038976,2023-01-14
CUS-00488,Calabar Wholesale,South-South,Uyo,08054501625,2019-07-01
CUS-00489,Yusuf Wholesale,South-West,Ibadan North,07033591471,2020-10-18
CUS-00490,Gwarinpa Hotel,North-Central,Kubwa,08194103363,2023-12-28
CUS-00491,Jos Superstores,North-Central,Wuse,09089193333,2023-03-24
CUS-00492,Bonny Hotel,South-South,Yenagoa,08059099345,2022-03-21
CUS-00493,Badagry Wholesale,South-West,Surulere,09077259613,2021-07-22
CUS-00494,Adeyemi Superstores,South-West,Yaba,08079006257,2023-08-19
CUS-00495,Aliyu Superstores,South-West,Alimosho,08074894729,2019-02-25
CUS-00496,Nwankwo Provisions,South-West,Lekki,08159584751,2023-02-08
CUS-00497,Idris Trading Co,South-West,Mushin,09071021210,2019-06-23
CUS-00498,Agege Stores,South-West,Badagry,08145341684,2021-03-04
CUS-00499,Yakubu Cash & Carry,North-Central,Jabi,07079345320,2023-01-03
CUS-00500,Ogbomoso Cash & Carry,South-West,Agege,08175345452,2019-12-22
CUS-00501,Ogbomoso Mart,South-West,Ibadan North,08040868838,2023-12-27
CUS-00502,Dada Mart,North-Central,Gwarinpa,08190801793,2020-05-24
CUS-00503,Calabar Trading Co,South-South,Obio-Akpor,09074265413,2021-09-24
CUS-00504,Rabiu Cash & Carry,South-West,Ikeja,08015790734,2023-09-14
CUS-00505,Sani Hotel,North-Central,Wuse,08017504382,2023-06-27
CUS-00506,Obi Enterprises,South-West,Abeokuta,07098817918,2019-10-24
CUS-00507,Uche Enterprises,South-West,Ibadan North,09032893086,2023-03-10
CUS-00508,Sapele Mart,South-South,Sapele,08132511225,2020-05-10
CUS-00509,Makurdi Enterprises,North-Central,Garki,08060762668,2022-04-04
CUS-00510,Nnaji Hotel,South-West,Epe,09030073763,2021-01-08
CUS-00511,Usman Enterprises,South-West,Ikeja,07022507745,2021-09-18
CUS-00512,Jos Supermarket,North-Central,Lokoja,09059711219,2019-07-07
CUS-00513,Ogunleye Ventures,South-West,Oshodi,09057045704,2021-02-11
CUS-00514,Sapele Stores,South-South,Calabar,08044160831,2021-09-28
CUS-00515,Obio-Akpor Wholesale,South-South,Sapele,09044601998,2023-05-11
CUS-00516,Ikeja Enterprises,South-West,Ogbomoso,07079761254,2024-05-18
CUS-00517,Danjuma Trading Co,South-West,Mushin,08124305357,2023-07-21
CUS-00518,Ikorodu Hotel,South-West,Mushin,08192125234,2022-11-15
CUS-00519,Makinde Cash & Carry,South-South,Bonny,09033987338,2022-05-05
CUS-00520,Salami Enterprises,North-Central,Jabi,09028531242,2019-08-16
CUS-00521,Ogunleye Ventures,South-South,Eleme,07038784084,2021-07-26
CUS-00522,Musa Enterprises,South-West,Badagry,07031573890,2022-03-28
CUS-00523,Afolabi Mart,South-South,Yenagoa,09021830043,2024-01-22
CUS-00524,Garba Supermarket,South-West,Badagry,09063773642,2020-12-22
CUS-00525,Garba Supermarket,North-Central,Gwarinpa,09068917831,2024-05-11
CUS-00526,Oshodi Hotel,South-West,Ikorodu,08014510970,2020-01-09
CUS-00527,Ogunleye Enterprises,North-Central,Gwarinpa,07058283485,2023-01-29
CUS-00528,Garki Wholesale,North-Central,Lokoja,08199880518,2022-03-15
CUS-00529,Adeyemi Foods,South-West,Badagry,07022101856,2021-05-03
CUS-00530,Abeokuta Trading Co,South-West,Agege,08140372869,2021-01-07
CUS-00531,Obi Enterprises,South-South,Port Harcourt,08133492771,2022-02-19
CUS-00532,Jos Wholesale,North-Central,Jabi,07078892172,2019-01-20
CUS-00533,Idris Enterprises,South-West,Ikorodu,09060610858,2021-04-05
CUS-00534,Eze Ventures,South-West,Epe,09088762521,2019-08-02
CUS-00535,Adewale Cash & Carry,South-West,Epe,08040860700,2019-12-07
CUS-00536,Ogbomoso Hotel,South-West,Ikeja,08143320572,2022-10-22
CUS-00537,Alimosho Trading Co,South-West,Lekki,08073962190,2022-08-29
CUS-00538,Ikorodu Mart,South-West,Badagry,08076974557,2020-04-14
CUS-00539,Alimosho Wholesale,South-West,Yaba,08037214866,2019-09-27
CUS-00540,Surulere Stores,South-West,Lekki,07099043272,2021-08-28
CUS-00541,Jos Supermarket,North-Central,Minna,08193304578,2022-08-26
CUS-00542,Abeokuta Wholesale,South-West,Ibadan North,08078603195,2022-11-06
CUS-00543,Surulere Supermarket,South-West,Ogbomoso,09074199033,2019-02-24
CUS-00544,Obi Superstores,North-Central,Gwarinpa,09026155543,2020-07-02
CUS-00545,Adeyemi Supermarket,North-Central,Kubwa,09087981603,2023-11-08
CUS-00546,Ikorodu Mart,South-West,Ogbomoso,08141828278,2022-11-28
CUS-00547,Agege Mart,South-West,Ibadan North,09038257191,2022-01-25
CUS-00548,Obi Wholesale,North-Central,Minna,08086693314,2023-09-07
CUS-00549,Obio-Akpor Foods,South-South,Asaba,08084536479,2021-12-29
CUS-00550,Danjuma Foods,South-South,Eleme,09011307588,2023-06-06
CUS-00551,Sani Hotel,South-West,Ogbomoso,08175313057,2022-09-26
CUS-00552,Ikeja Cash & Carry,South-West,Lekki,08018057946,2023-03-18
CUS-00553,Sani Stores,South-South,Yenagoa,08144865621,2022-05-24
CUS-00554,Oshodi Wholesale,South-West,Agege,07065265613,2023-09-27
CUS-00555,Abeokuta Provisions,South-West,Abeokuta,08048199537,2022-06-05
CUS-00556,Yusuf Foods,South-West,Ibadan North,07061146483,2020-12-23
CUS-00557,Surulere Mart,South-West,Epe,08166615250,2020-11-17
CUS-00558,Adewale Stores,North-Central,Gwarinpa,08140630893,2022-08-29
CUS-00559,Oladipo Enterprises,South-West,Epe,09046406303,2019-06-11
CUS-00560,Agege Foods,South-West,Abeokuta,09065564671,2023-06-25
CUS-00561,Suleiman Provisions,South-West,Epe,08120746107,2023-03-28
CUS-00562,Adewale Ventures,South-West,Ogbomoso,07013538638,2020-02-05
CUS-00563,Lekki Stores,South-West,Ikorodu,08021316066,2020-09-29
CUS-00564,Ogunleye Provisions,South-South,Asaba,09094084814,2023-09-17
CUS-00565,Ikeja Supermarket,South-West,Epe,08153647781,2019-07-29
CUS-00566,Ogbomoso Wholesale,South-West,Ogbomoso,09028134815,2019-02-06
CUS-00567,Garba Ventures,North-Central,Makurdi,09080257585,2020-10-30
CUS-00568,Nwosu Ventures,North-Central,Jos,08022019737,2021-12-10
CUS-00569,Dada Wholesale,South-West,Ikeja,07080238316,2019-11-06
CUS-00570,Olawale Ventures,North-Central,Jos,07076025948,2019-02-09
CUS-00571,Yusuf Cash & Carry,North-Central,Lugbe,08010968781,2021-05-06
CUS-00572,Musa Cash & Carry,South-West,Mushin,08031913660,2020-05-29
CUS-00573,Nwachukwu Provisions,North-Central,Lugbe,07066672010,2020-11-29
CUS-00574,Abeokuta Foods,South-West,Epe,08148208680,2020-10-12
CUS-00575,Lokoja Provisions,North-Central,Garki,08028337367,2022-10-17
CUS-00576,Uche Wholesale,South-West,Badagry,09035204672,2022-08-15
CUS-00577,Ugwu Supermarket,South-West,Surulere,07047864772,2022-11-28
CUS-00578,Adeyemi Provisions,South-West,Lekki,08011976335,2021-08-26
CUS-00579,Idris Ventures,South-West,Agege,09014259684,2022-07-26
CUS-00580,Surulere Supermarket,South-West,Ikorodu,09019581091,2021-05-16
CUS-00581,Rabiu Wholesale,South-West,Alimosho,09011693222,2023-09-26
CUS-00582,Calabar Ventures,South-South,Warri,07036733470,2021-11-01
CUS-00583,Ibrahim Provisions,North-Central,Minna,09051890609,2019-03-03
CUS-00584,Ikeja Foods,South-West,Ogbomoso,07043999060,2021-09-20
CUS-00585,Adeleke Superstores,North-Central,Kubwa,07041670798,2020-11-13
CUS-00586,Idris Wholesale,South-West,Abeokuta,07063124490,2019-12-29
CUS-00587,Abeokuta Foods,South-West,Ibadan North,08059848284,2020-02-05
CUS-00588,Afolabi Superstores,South-West,Abeokuta,08193903841,2024-01-31
CUS-00589,Badagry Hotel,South-West,Oshodi,07026888275,2021-09-06
CUS-00590,Oshodi Superstores,South-West,Oshodi,08168883853,2020-04-22
CUS-00591,Agege Foods,South-West,Surulere,08115300062,2021-09-12
CUS-00592,Jos Foods,North-Central,Minna,08086061419,2023-05-16
CUS-00593,Igwe Wholesale,North-Central,Makurdi,08019244458,2021-06-10
CUS-00594,Okorie Hotel,South-West,Agege,09010096613,2020-01-25
CUS-00595,Gbadamosi Supermarket,North-Central,Makurdi,08193241474,2023-01-29
CUS-00596,Ugwu Cash & Carry,South-West,Yaba,09084016756,2023-07-22
CUS-00597,Yakubu Trading Co,North-Central,Garki,07080222787,2020-09-21
CUS-00598,Surulere Mart,South-West,Alimosho,07037122588,2023-10-26
CUS-00599,Aliyu Superstores,South-West,Alimosho,09098304696,2021-09-02
CUS-00600,Lugbe Supermarket,North-Central,Jabi,08091329718,2020-05-23
CUS-00601,Yaba Superstores,South-West,Ibadan North,07072821834,2019-12-05
CUS-00602,Mohammed Cash & Carry,North-Central,Jabi,07092803389,2022-12-05
CUS-00603,Lugbe Stores,North-Central,Kubwa,07023586205,2020-05-08
CUS-00604,Lawal Hotel,South-West,Epe,08086507818,2020-11-29
CUS-00605,Bonny Cash & Carry,South-South,Obio-Akpor,08171568435,2020-06-24
CUS-00606,Gwarinpa Mart,North-Central,Jos,09077738718,2022-07-11
CUS-00607,Garba Ventures,North-Central,Jabi,08183830667,2022-08-07
CUS-00608,Sani Cash & Carry,South-South,Uyo,08085584002,2021-05-11
CUS-00609,Badagry Wholesale,South-West,Agege,09070062404,2019-01-14
CUS-00610,Ikorodu Enterprises,South-West,Ikeja,08050512501,2024-05-19
CUS-00611,Taiwo Supermarket,South-West,Oshodi,08184311410,2021-07-20
CUS-00612,Gwarinpa Stores,North-Central,Wuse,09057735307,2023-07-18
CUS-00613,Bello Provisions,South-West,Yaba,08150305910,2023-11-26
CUS-00614,Kubwa Foods,North-Central,Garki,08174764506,2023-06-13
CUS-00615,Badagry Enterprises,South-West,Alimosho,07089890579,2020-10-25
CUS-00616,Abeokuta Cash & Carry,South-West,Lekki,07054881018,2022-06-20
CUS-00617,Adesanya Provisions,South-South,Sapele,07095078886,2020-01-22
CUS-00618,Nnaji Supermarket,North-Central,Jabi,08053866598,2021-08-08
CUS-00619,Abubakar Foods,North-Central,Lokoja,09089877290,2021-03-11
CUS-00620,Olawale Cash & Carry,North-Central,Gwarinpa,08055119729,2023-12-15
CUS-00621,Ogbomoso Cash & Carry,South-West,Ikorodu,07063489393,2021-08-09
CUS-00622,Oshodi Mart,South-West,Ibadan North,08075479608,2022-03-15
CUS-00623,Usman Foods,North-Central,Jos,08042522981,2024-01-07
CUS-00624,Abubakar Enterprises,South-West,Lekki,07065510043,2022-01-16
CUS-00625,Nwosu Enterprises,South-West,Epe,07050912093,2023-06-21
CUS-00626,Yenagoa Enterprises,South-South,Eleme,09016023362,2019-03-28
CUS-00627,Chukwu Mart,South-South,Obio-Akpor,07017319968,2023-01-21
CUS-00628,Asaba Supermarket,South-South,Uyo,07050952251,2021-11-23
CUS-00629,Mohammed Hotel,South-West,Yaba,08083339816,2021-06-26
CUS-00630,Usman Foods,North-Central,Gwarinpa,07060547291,2021-02-24
CUS-00631,Okorie Mart,South-South,Port Harcourt,08136936968,2019-12-29
CUS-00632,Igwe Superstores,North-Central,Wuse,07062163068,2020-09-18
CUS-00633,Epe Trading Co,South-West,Alimosho,07012560649,2022-10-11
CUS-00634,Warri Cash & Carry,South-South,Bonny,07052339783,2021-09-13
CUS-00635,Gbadamosi Provisions,South-South,Bonny,09085254207,2019-03-23
CUS-00636,Nnaji Wholesale,North-Central,Jabi,09062801229,2020-03-30
CUS-00637,Nwosu Trading Co,South-West,Epe,08141702866,2021-08-10
CUS-00638,Okorie Cash & Carry,South-West,Alimosho,07084482698,2019-02-05
CUS-00639,Obi Superstores,South-West,Surulere,07061298971,2021-07-01
CUS-00640,Warri Cash & Carry,South-South,Warri,08067239162,2022-09-01
CUS-00641,Ugwu Mart,South-South,Warri,08087984620,2021-05-20
CUS-00642,Balogun Wholesale,North-Central,Jos,08067722252,2019-04-28
CUS-00643,Aliyu Mart,South-South,Uyo,07084804948,2021-06-06
CUS-00644,Taiwo Mart,South-South,Port Harcourt,08165571528,2019-01-11
CUS-00645,Magaji Superstores,South-West,Badagry,08130395330,2020-01-19
CUS-00646,Adebayo Enterprises,South-West,Abeokuta,08191282861,2021-03-28
CUS-00647,Kubwa Superstores,North-Central,Wuse,08120667011,2020-07-23
CUS-00648,Garba Ventures,South-South,Uyo,08062004039,2021-08-30
CUS-00649,Ogunleye Supermarket,South-West,Mushin,07046219821,2019-02-02
CUS-00650,Yaba Provisions,South-West,Lekki,08068959861,2019-07-23
CUS-00651,Minna Provisions,North-Central,Lokoja,09015613827,2021-01-03
CUS-00652,Taiwo Cash & Carry,North-Central,Makurdi,07079880338,2023-10-22
CUS-00653,Ikeja Provisions,South-West,Ogbomoso,09015268263,2021-04-16
CUS-00654,Ikeja Provisions,South-West,Ikorodu,09063424009,2019-06-17
CUS-00655,Ibadan North Mart,South-West,Mushin,08192293489,2019-04-07
CUS-00656,Dada Ventures,South-West,Alimosho,09022138759,2020-05-14
CUS-00657,Bello Foods,North-Central,Jos,08062756521,2022-02-06
CUS-00658,Igwe Enterprises,South-West,Badagry,08071026547,2023-11-30
CUS-00659,Badagry Mart,South-West,Badagry,07022239481,2023-10-12
CUS-00660,Garki Hotel,North-Central,Lokoja,08060825385,2021-05-01
CUS-00661,Agege Enterprises,South-West,Alimosho,08031759927,2019-07-19
CUS-00662,Ikeja Cash & Carry,South-West,Ikorodu,08169895766,2022-10-19
CUS-00663,Balogun Provisions,North-Central,Wuse,08111638498,2021-11-05
CUS-00664,Danjuma Supermarket,South-West,Abeokuta,09041927492,2023-03-15
CUS-00665,Uba Ventures,North-Central,Garki,07042844845,2019-06-22
CUS-00666,Jos Provisions,North-Central,Wuse,08029898606,2024-02-10
CUS-00667,Okonkwo Superstores,North-Central,Makurdi,08154440977,2019-04-05
CUS-00668,Gbadamosi Mart,South-West,Epe,08192019078,2020-09-17
CUS-00669,Jos Mart,North-Central,Minna,08114810369,2023-11-24
CUS-00670,Nwachukwu Stores,South-South,Calabar,07049303341,2021-10-11
CUS-00671,Ikorodu Trading Co,South-West,Ogbomoso,09080416822,2023-03-30
CUS-00672,Garki Enterprises,North-Central,Jos,07074916146,2020-05-11
CUS-00673,Lugbe Cash & Carry,North-Central,Makurdi,08144850980,2021-06-21
CUS-00674,Gwarinpa Enterprises,North-Central,Makurdi,09079753731,2020-04-30
CUS-00675,Gbadamosi Enterprises,North-Central,Kubwa,08135978571,2024-05-29
CUS-00676,Idris Stores,South-West,Badagry,08092585240,2022-02-03
CUS-00677,Musa Superstores,South-West,Yaba,07095982334,2023-04-16
CUS-00678,Adewale Wholesale,North-Central,Lugbe,08110822924,2023-10-12
CUS-00679,Suleiman Enterprises,North-Central,Makurdi,07033572537,2023-05-01
CUS-00680,Abubakar Ventures,South-West,Ibadan North,07096657974,2023-08-28
CUS-00681,Alimosho Hotel,South-West,Agege,09065559839,2019-03-20
CUS-00682,Lugbe Enterprises,North-Central,Jabi,07037952515,2021-03-07
CUS-00683,Jabi Stores,North-Central,Gwarinpa,08114183991,2022-07-08
CUS-00684,Eleme Enterprises,South-South,Sapele,09035149571,2021-01-30
CUS-00685,Ikorodu Foods,South-West,Alimosho,08114245067,2022-11-23
CUS-00686,Okafor Trading Co,South-West,Ibadan North,08139009803,2021-06-22
CUS-00687,Idris Supermarket,South-West,Oshodi,08022429114,2021-12-06
CUS-00688,Jos Mart,North-Central,Kubwa,08174890505,2020-04-23
CUS-00689,Taiwo Mart,South-South,Obio-Akpor,08037539747,2020-05-10
CUS-00690,Nnaji Stores,South-West,Ikeja,08115909601,2020-07-25
CUS-00691,Uyo Ventures,South-South,Port Harcourt,07079870757,2020-02-14
CUS-00692,Aliyu Wholesale,North-Central,Kubwa,08136918105,2023-05-04
CUS-00693,Yusuf Ventures,South-West,Epe,07046595028,2023-08-01
CUS-00694,Usman Hotel,South-West,Ogbomoso,07037726346,2021-05-17
CUS-00695,Dada Foods,South-West,Oshodi,08187052108,2023-01-17
CUS-00696,Eze Hotel,South-West,Ibadan North,07027458237,2024-04-03
CUS-00697,Lekki Cash & Carry,South-West,Ikeja,07067239263,2022-03-22
CUS-00698,Abeokuta Superstores,South-West,Alimosho,09092720444,2022-06-04
CUS-00699,Badagry Superstores,South-West,Oshodi,07072504573,2021-03-27
CUS-00700,Badagry Ventures,South-West,Lekki,09051660066,2020-07-31
CUS-00701,Minna Provisions,North-Central,Kubwa,08092804565,2022-12-21
CUS-00702,Abdullahi Superstores,South-South,Uyo,08170838623,2021-09-07
CUS-00703,Nwosu Ventures,South-West,Ibadan North,08047883942,2020-02-11
CUS-00704,Ogbomoso Stores,South-West,Mushin,07053737494,2021-04-20
CUS-00705,Jos Ventures,North-Central,Lokoja,09042021033,2020-12-08
CUS-00706,Anyanwu Cash & Carry,South-West,Lekki,08137949250,2019-11-09
CUS-00707,Onyekachi Enterprises,North-Central,Jabi,08033231136,2020-09-13
CUS-00708,Makurdi Ventures,North-Central,Garki,09053671508,2021-04-22
CUS-00709,Salami Cash & Carry,South-West,Lekki,07090048179,2020-02-04
CUS-00710,Yakubu Superstores,South-South,Port Harcourt,07039207357,2019-11-02
CUS-00711,Oshodi Superstores,South-West,Oshodi,07029693143,2020-09-17
CUS-00712,Nwachukwu Enterprises,South-West,Abeokuta,09036261929,2023-04-07
CUS-00713,Aliyu Superstores,North-Central,Lugbe,09056206415,2023-12-02
CUS-00714,Jos Cash & Carry,North-Central,Gwarinpa,08118376603,2022-05-07
CUS-00715,Port Harcourt Foods,South-South,Bonny,08124723458,2019-08-04
CUS-00716,Onyekachi Foods,South-West,Abeokuta,09093914843,2022-08-20
CUS-00717,Onyekachi Hotel,North-Central,Kubwa,08073736162,2023-08-22
CUS-00718,Chukwu Cash & Carry,South-West,Surulere,08199934747,2023-09-18
CUS-00719,Adebayo Mart,South-West,Badagry,09098305426,2021-12-20
CUS-00720,Balogun Superstores,South-South,Calabar,09091125155,2019-03-15
