CountDate,WarehouseID,ProductID,SystemQty,CountedQty,Variance
2024-08-31,WH-LAG1,PRD-0122,221,221,0
2024-08-31,WH-LAG2,PRD-0122,30,30,0
2024-08-31,WH-IBD,PRD-0122,133,133,0
2024-08-31,WH-ABJ,PRD-0122,111,111,0
2024-08-31,WH-PHC,PRD-0122,160,160,0
2024-08-31,WH-LAG1,PRD-0123,131,131,0
2024-08-31,WH-LAG2,PRD-0123,80,80,0
2024-08-31,WH-IBD,PRD-0123,42,42,0
2024-08-31,WH-ABJ,PRD-0123,75,74,-1
2024-08-31,WH-PHC,PRD-0123,11,11,0
2024-08-31,WH-LAG1,PRD-0124,99,99,0
2024-08-31,WH-LAG2,PRD-0124,11,11,0
2024-08-31,WH-IBD,PRD-0124,10,10,0
2024-08-31,WH-ABJ,PRD-0124,68,68,0
2024-08-31,WH-PHC,PRD-0124,11,11,0
2024-08-31,WH-LAG1,PRD-0125,711,711,0
2024-08-31,WH-LAG2,PRD-0125,189,189,0
2024-08-31,WH-IBD,PRD-0125,318,318,0
2024-08-31,WH-ABJ,PRD-0125,485,485,0
2024-08-31,WH-PHC,PRD-0125,384,384,0
2024-08-31,WH-LAG1,PRD-0126,73,73,0
2024-08-31,WH-LAG2,PRD-0126,17,17,0
2024-08-31,WH-IBD,PRD-0126,18,18,0
2024-08-31,WH-ABJ,PRD-0126,46,46,0
2024-08-31,WH-PHC,PRD-0126,45,45,0
2024-08-31,WH-LAG1,PRD-0127,76,76,0
2024-08-31,WH-LAG2,PRD-0127,20,20,0
2024-08-31,WH-IBD,PRD-0127,13,14,1
2024-08-31,WH-ABJ,PRD-0127,15,15,0
2024-08-31,WH-PHC,PRD-0127,20,20,0
2024-08-31,WH-LAG1,PRD-0128,151,154,3
2024-08-31,WH-LAG2,PRD-0128,38,38,0
2024-08-31,WH-IBD,PRD-0128,39,40,1
2024-08-31,WH-ABJ,PRD-0128,3,2,-1
2024-08-31,WH-PHC,PRD-0128,27,27,0
2024-08-31,WH-LAG1,PRD-0129,8,8,0
2024-08-31,WH-LAG2,PRD-0129,7,7,0
2024-08-31,WH-IBD,PRD-0129,9,10,1
2024-08-31,WH-ABJ,PRD-0129,20,20,0
2024-08-31,WH-PHC,PRD-0129,10,10,0
2024-08-31,WH-LAG1,PRD-0130,49,49,0
2024-08-31,WH-LAG2,PRD-0130,44,44,0
2024-08-31,WH-IBD,PRD-0130,12,11,-1
2024-08-31,WH-ABJ,PRD-0130,60,60,0
2024-08-31,WH-PHC,PRD-0130,4,4,0
2024-08-31,WH-LAG1,PRD-0131,127,127,0
2024-08-31,WH-LAG2,PRD-0131,133,133,0
2024-08-31,WH-IBD,PRD-0131,68,69,1
2024-08-31,WH-ABJ,PRD-0131,33,33,0
2024-08-31,WH-PHC,PRD-0131,17,17,0
2024-08-31,WH-LAG1,PRD-0132,22,22,0
2024-08-31,WH-LAG2,PRD-0132,65,65,0
2024-08-31,WH-IBD,PRD-0132,12,12,0
2024-08-31,WH-ABJ,PRD-0132,13,13,0
2024-08-31,WH-PHC,PRD-0132,59,57,-2
2024-08-31,WH-LAG1,PRD-0133,0,0,0
2024-08-31,WH-LAG2,PRD-0133,37,37,0
2024-08-31,WH-IBD,PRD-0133,10,9,-1
2024-08-31,WH-ABJ,PRD-0133,10,11,1
2024-08-31,WH-PHC,PRD-0133,10,11,1
2024-08-31,WH-LAG1,PRD-0134,56,56,0
2024-08-31,WH-LAG2,PRD-0134,10,10,0
2024-08-31,WH-IBD,PRD-0134,10,10,0
2024-08-31,WH-ABJ,PRD-0134,7,7,0
2024-08-31,WH-PHC,PRD-0134,8,8,0
2024-08-31,WH-LAG1,PRD-0135,245,245,0
2024-08-31,WH-LAG2,PRD-0135,147,147,0
2024-08-31,WH-IBD,PRD-0135,149,149,0
2024-08-31,WH-ABJ,PRD-0135,192,192,0
2024-08-31,WH-PHC,PRD-0135,115,115,0
2024-08-31,WH-LAG1,PRD-0136,113,113,0
2024-08-31,WH-LAG2,PRD-0136,10,10,0
2024-08-31,WH-IBD,PRD-0136,65,65,0
2024-08-31,WH-ABJ,PRD-0136,51,51,0
2024-08-31,WH-PHC,PRD-0136,0,0,0
2024-08-31,WH-LAG1,PRD-0137,32,32,0
2024-08-31,WH-LAG2,PRD-0137,103,103,0
2024-08-31,WH-IBD,PRD-0137,97,97,0
2024-08-31,WH-ABJ,PRD-0137,30,30,0
2024-08-31,WH-PHC,PRD-0137,16,15,-1
2024-08-31,WH-LAG1,PRD-0138,181,181,0
2024-08-31,WH-LAG2,PRD-0138,117,117,0
2024-08-31,WH-IBD,PRD-0138,81,81,0
2024-08-31,WH-ABJ,PRD-0138,123,123,0
2024-08-31,WH-PHC,PRD-0138,23,23,0
2024-08-31,WH-LAG1,PRD-0139,81,81,0
2024-08-31,WH-LAG2,PRD-0139,66,66,0
2024-08-31,WH-IBD,PRD-0139,11,11,0
2024-08-31,WH-ABJ,PRD-0139,87,87,0
2024-08-31,WH-PHC,PRD-0139,97,97,0
2024-08-31,WH-LAG1,PRD-0140,11,11,0
2024-08-31,WH-LAG2,PRD-0140,10,10,0
2024-08-31,WH-IBD,PRD-0140,10,10,0
2024-08-31,WH-ABJ,PRD-0140,8,7,-1
2024-08-31,WH-PHC,PRD-0140,10,10,0
2024-08-31,WH-LAG1,PRD-0141,83,83,0
2024-08-31,WH-LAG2,PRD-0141,71,71,0
2024-08-31,WH-IBD,PRD-0141,10,10,0
2024-08-31,WH-ABJ,PRD-0141,111,111,0
2024-08-31,WH-PHC,PRD-0141,68,68,0
2024-08-31,WH-LAG1,PRD-0142,217,217,0
2024-08-31,WH-LAG2,PRD-0142,106,106,0
2024-08-31,WH-IBD,PRD-0142,118,118,0
2024-08-31,WH-ABJ,PRD-0142,159,159,0
2024-08-31,WH-PHC,PRD-0142,46,46,0
2024-08-31,WH-LAG1,PRD-0143,71,72,1
2024-08-31,WH-LAG2,PRD-0143,17,17,0
2024-08-31,WH-IBD,PRD-0143,53,53,0
2024-08-31,WH-ABJ,PRD-0143,64,64,0
2024-08-31,WH-PHC,PRD-0143,43,43,0
2024-08-31,WH-LAG1,PRD-0144,122,122,0
2024-08-31,WH-LAG2,PRD-0144,1,1,0
2024-08-31,WH-IBD,PRD-0144,43,43,0
2024-08-31,WH-ABJ,PRD-0144,15,15,0
2024-08-31,WH-PHC,PRD-0144,18,17,-1
2024-08-31,WH-LAG1,PRD-0145,53,51,-2
2024-08-31,WH-LAG2,PRD-0145,88,88,0
2024-08-31,WH-IBD,PRD-0145,80,80,0
2024-08-31,WH-ABJ,PRD-0145,58,57,-1
2024-08-31,WH-PHC,PRD-0145,81,81,0
2024-08-31,WH-LAG1,PRD-0146,73,73,0
2024-08-31,WH-LAG2,PRD-0146,44,44,0
2024-08-31,WH-IBD,PRD-0146,12,13,1
2024-08-31,WH-ABJ,PRD-0146,16,15,-1
2024-08-31,WH-PHC,PRD-0146,41,41,0
2024-08-31,WH-LAG1,PRD-0147,91,91,0
2024-08-31,WH-LAG2,PRD-0147,7,7,0
2024-08-31,WH-IBD,PRD-0147,11,10,-1
2024-08-31,WH-ABJ,PRD-0147,18,18,0
2024-08-31,WH-PHC,PRD-0147,18,18,0
2024-08-31,WH-LAG1,PRD-0148,78,78,0
2024-08-31,WH-LAG2,PRD-0148,49,49,0
2024-08-31,WH-IBD,PRD-0148,11,11,0
2024-08-31,WH-ABJ,PRD-0148,47,47,0
2024-08-31,WH-PHC,PRD-0148,51,51,0
2024-08-31,WH-LAG1,PRD-0149,31,31,0
2024-08-31,WH-LAG2,PRD-0149,6,6,0
2024-08-31,WH-IBD,PRD-0149,22,22,0
2024-08-31,WH-ABJ,PRD-0149,20,20,0
2024-08-31,WH-PHC,PRD-0149,12,12,0
2024-08-31,WH-LAG1,PRD-0150,138,138,0
2024-08-31,WH-LAG2,PRD-0150,49,49,0
2024-08-31,WH-IBD,PRD-0150,26,26,0
2024-08-31,WH-ABJ,PRD-0150,110,110,0
2024-08-31,WH-PHC,PRD-0150,38,37,-1
2024-08-31,WH-LAG1,PRD-0151,1471,1471,0
2024-08-31,WH-LAG2,PRD-0151,163,163,0
2024-08-31,WH-IBD,PRD-0151,553,553,0
2024-08-31,WH-ABJ,PRD-0151,838,838,0
2024-08-31,WH-PHC,PRD-0151,451,451,0
2024-08-31,WH-LAG1,PRD-0152,65,65,0
2024-08-31,WH-LAG2,PRD-0152,59,59,0
2024-08-31,WH-IBD,PRD-0152,60,60,0
2024-08-31,WH-ABJ,PRD-0152,11,11,0
2024-08-31,WH-PHC,PRD-0152,64,64,0
2024-08-31,WH-LAG1,PRD-0153,323,323,0
2024-08-31,WH-LAG2,PRD-0153,108,106,-2
2024-08-31,WH-IBD,PRD-0153,142,142,0
2024-08-31,WH-ABJ,PRD-0153,64,64,0
2024-08-31,WH-PHC,PRD-0153,146,146,0
2024-08-31,WH-LAG1,PRD-0154,127,127,0
2024-08-31,WH-LAG2,PRD-0154,42,42,0
2024-08-31,WH-IBD,PRD-0154,13,13,0
2024-08-31,WH-ABJ,PRD-0154,73,73,0
2024-08-31,WH-PHC,PRD-0154,18,18,0
2024-08-31,WH-LAG1,PRD-0155,30,30,0
2024-08-31,WH-LAG2,PRD-0155,23,23,0
2024-08-31,WH-IBD,PRD-0155,1,2,1
2024-08-31,WH-ABJ,PRD-0155,32,32,0
2024-08-31,WH-PHC,PRD-0155,55,55,0
2024-08-31,WH-LAG1,PRD-0156,352,352,0
2024-08-31,WH-LAG2,PRD-0156,172,172,0
2024-08-31,WH-IBD,PRD-0156,100,100,0
2024-08-31,WH-ABJ,PRD-0156,147,151,4
2024-08-31,WH-PHC,PRD-0156,185,185,0
2024-08-31,WH-LAG1,PRD-0157,121,121,0
2024-08-31,WH-LAG2,PRD-0157,51,51,0
2024-08-31,WH-IBD,PRD-0157,26,26,0
2024-08-31,WH-ABJ,PRD-0157,79,79,0
2024-08-31,WH-PHC,PRD-0157,30,30,0
2024-08-31,WH-LAG1,PRD-0158,37,37,0
2024-08-31,WH-LAG2,PRD-0158,10,11,1
2024-08-31,WH-IBD,PRD-0158,32,32,0
2024-08-31,WH-ABJ,PRD-0158,10,10,0
2024-08-31,WH-PHC,PRD-0158,36,36,0
2024-08-31,WH-LAG1,PRD-0159,58,58,0
2024-08-31,WH-LAG2,PRD-0159,60,60,0
2024-08-31,WH-IBD,PRD-0159,10,10,0
2024-08-31,WH-ABJ,PRD-0159,10,10,0
2024-08-31,WH-PHC,PRD-0159,10,10,0
2024-08-31,WH-LAG1,PRD-0160,524,524,0
2024-08-31,WH-LAG2,PRD-0160,222,222,0
2024-08-31,WH-IBD,PRD-0160,95,95,0
2024-08-31,WH-ABJ,PRD-0160,12,12,0
2024-08-31,WH-PHC,PRD-0160,196,196,0
2024-08-31,WH-LAG1,PRD-0161,540,534,-6
2024-08-31,WH-LAG2,PRD-0161,244,250,6
2024-08-31,WH-IBD,PRD-0161,179,174,-5
2024-08-31,WH-ABJ,PRD-0161,537,557,20
2024-08-31,WH-PHC,PRD-0161,266,266,0
2024-08-31,WH-LAG1,PRD-0162,79,78,-1
2024-08-31,WH-LAG2,PRD-0162,22,22,0
2024-08-31,WH-IBD,PRD-0162,58,58,0
2024-08-31,WH-ABJ,PRD-0162,59,59,0
2024-08-31,WH-PHC,PRD-0162,22,23,1
2024-08-31,WH-LAG1,PRD-0163,145,145,0
2024-08-31,WH-LAG2,PRD-0163,53,53,0
2024-08-31,WH-IBD,PRD-0163,23,24,1
2024-08-31,WH-ABJ,PRD-0163,26,26,0
2024-08-31,WH-PHC,PRD-0163,21,21,0
2024-08-31,WH-LAG1,PRD-0164,75,75,0
2024-08-31,WH-LAG2,PRD-0164,47,47,0
2024-08-31,WH-IBD,PRD-0164,12,12,0
2024-08-31,WH-ABJ,PRD-0164,59,59,0
2024-08-31,WH-PHC,PRD-0164,62,62,0
2024-08-31,WH-LAG1,PRD-0165,230,230,0
2024-08-31,WH-LAG2,PRD-0165,54,54,0
2024-08-31,WH-IBD,PRD-0165,23,23,0
2024-08-31,WH-ABJ,PRD-0165,155,155,0
2024-08-31,WH-PHC,PRD-0165,223,223,0
2024-08-31,WH-LAG1,PRD-0166,388,388,0
2024-08-31,WH-LAG2,PRD-0166,42,42,0
2024-08-31,WH-IBD,PRD-0166,174,174,0
2024-08-31,WH-ABJ,PRD-0166,116,116,0
2024-08-31,WH-PHC,PRD-0166,157,157,0
2024-08-31,WH-LAG1,PRD-0167,133,133,0
2024-08-31,WH-LAG2,PRD-0167,19,19,0
2024-08-31,WH-IBD,PRD-0167,75,75,0
2024-08-31,WH-ABJ,PRD-0167,15,15,0
2024-08-31,WH-PHC,PRD-0167,79,79,0
2024-08-31,WH-LAG1,PRD-0168,27,27,0
2024-08-31,WH-LAG2,PRD-0168,13,13,0
2024-08-31,WH-IBD,PRD-0168,33,33,0
2024-08-31,WH-ABJ,PRD-0168,16,16,0
2024-08-31,WH-PHC,PRD-0168,13,13,0
2024-08-31,WH-LAG1,PRD-0169,103,103,0
2024-08-31,WH-LAG2,PRD-0169,11,11,0
2024-08-31,WH-IBD,PRD-0169,35,35,0
2024-08-31,WH-ABJ,PRD-0169,69,69,0
2024-08-31,WH-PHC,PRD-0169,13,13,0
2024-08-31,WH-LAG1,PRD-0170,121,121,0
2024-08-31,WH-LAG2,PRD-0170,70,70,0
2024-08-31,WH-IBD,PRD-0170,16,16,0
2024-08-31,WH-ABJ,PRD-0170,66,66,0
2024-08-31,WH-PHC,PRD-0170,73,73,0
2024-09-30,WH-LAG1,PRD-0001,71,71,0
2024-09-30,WH-LAG2,PRD-0001,8,8,0
2024-09-30,WH-IBD,PRD-0001,18,18,0
2024-09-30,WH-ABJ,PRD-0001,52,50,-2
2024-09-30,WH-PHC,PRD-0001,48,48,0
2024-09-30,WH-LAG1,PRD-0002,23,23,0
2024-09-30,WH-LAG2,PRD-0002,28,29,1
2024-09-30,WH-IBD,PRD-0002,0,0,0
2024-09-30,WH-ABJ,PRD-0002,33,33,0
2024-09-30,WH-PHC,PRD-0002,7,7,0
2024-09-30,WH-LAG1,PRD-0003,44,44,0
2024-09-30,WH-LAG2,PRD-0003,10,10,0
2024-09-30,WH-IBD,PRD-0003,5,5,0
2024-09-30,WH-ABJ,PRD-0003,32,32,0
2024-09-30,WH-PHC,PRD-0003,25,25,0
2024-09-30,WH-LAG1,PRD-0004,156,154,-2
2024-09-30,WH-LAG2,PRD-0004,155,155,0
2024-09-30,WH-IBD,PRD-0004,53,53,0
2024-09-30,WH-ABJ,PRD-0004,113,113,0
2024-09-30,WH-PHC,PRD-0004,148,148,0
2024-09-30,WH-LAG1,PRD-0005,104,102,-2
2024-09-30,WH-LAG2,PRD-0005,57,57,0
2024-09-30,WH-IBD,PRD-0005,57,57,0
2024-09-30,WH-ABJ,PRD-0005,84,84,0
2024-09-30,WH-PHC,PRD-0005,56,56,0
2024-09-30,WH-LAG1,PRD-0006,18,18,0
2024-09-30,WH-LAG2,PRD-0006,28,28,0
2024-09-30,WH-IBD,PRD-0006,31,31,0
2024-09-30,WH-ABJ,PRD-0006,11,11,0
2024-09-30,WH-PHC,PRD-0006,35,35,0
2024-09-30,WH-LAG1,PRD-0007,49,49,0
2024-09-30,WH-LAG2,PRD-0007,43,43,0
2024-09-30,WH-IBD,PRD-0007,48,48,0
2024-09-30,WH-ABJ,PRD-0007,43,43,0
2024-09-30,WH-PHC,PRD-0007,72,73,1
2024-09-30,WH-LAG1,PRD-0008,0,0,0
2024-09-30,WH-LAG2,PRD-0008,19,19,0
2024-09-30,WH-IBD,PRD-0008,22,22,0
2024-09-30,WH-ABJ,PRD-0008,18,17,-1
2024-09-30,WH-PHC,PRD-0008,37,37,0
2024-09-30,WH-LAG1,PRD-0009,28,28,0
2024-09-30,WH-LAG2,PRD-0009,0,0,0
2024-09-30,WH-IBD,PRD-0009,0,1,1
2024-09-30,WH-ABJ,PRD-0009,13,13,0
2024-09-30,WH-PHC,PRD-0009,24,24,0
2024-09-30,WH-LAG1,PRD-0010,12,11,-1
2024-09-30,WH-LAG2,PRD-0010,10,10,0
2024-09-30,WH-IBD,PRD-0010,20,20,0
2024-09-30,WH-ABJ,PRD-0010,13,13,0
2024-09-30,WH-PHC,PRD-0010,27,27,0
2024-09-30,WH-LAG1,PRD-0011,142,142,0
2024-09-30,WH-LAG2,PRD-0011,73,73,0
2024-09-30,WH-IBD,PRD-0011,55,55,0
2024-09-30,WH-ABJ,PRD-0011,148,148,0
2024-09-30,WH-PHC,PRD-0011,78,78,0
2024-09-30,WH-LAG1,PRD-0012,75,75,0
2024-09-30,WH-LAG2,PRD-0012,52,52,0
2024-09-30,WH-IBD,PRD-0012,51,51,0
2024-09-30,WH-ABJ,PRD-0012,52,51,-1
2024-09-30,WH-PHC,PRD-0012,11,12,1
2024-09-30,WH-LAG1,PRD-0013,31,31,0
2024-09-30,WH-LAG2,PRD-0013,14,14,0
2024-09-30,WH-IBD,PRD-0013,24,23,-1
2024-09-30,WH-ABJ,PRD-0013,36,37,1
2024-09-30,WH-PHC,PRD-0013,24,24,0
2024-09-30,WH-LAG1,PRD-0014,25,25,0
2024-09-30,WH-LAG2,PRD-0014,10,10,0
2024-09-30,WH-IBD,PRD-0014,17,17,0
2024-09-30,WH-ABJ,PRD-0014,20,20,0
2024-09-30,WH-PHC,PRD-0014,10,10,0
2024-09-30,WH-LAG1,PRD-0015,73,73,0
2024-09-30,WH-LAG2,PRD-0015,60,60,0
2024-09-30,WH-IBD,PRD-0015,66,66,0
2024-09-30,WH-ABJ,PRD-0015,70,70,0
2024-09-30,WH-PHC,PRD-0015,10,9,-1
2024-09-30,WH-LAG1,PRD-0016,62,62,0
2024-09-30,WH-LAG2,PRD-0016,128,128,0
2024-09-30,WH-IBD,PRD-0016,132,132,0
2024-09-30,WH-ABJ,PRD-0016,103,103,0
2024-09-30,WH-PHC,PRD-0016,99,99,0
2024-09-30,WH-LAG1,PRD-0017,67,67,0
2024-09-30,WH-LAG2,PRD-0017,57,57,0
2024-09-30,WH-IBD,PRD-0017,23,23,0
2024-09-30,WH-ABJ,PRD-0017,42,42,0
2024-09-30,WH-PHC,PRD-0017,44,44,0
2024-09-30,WH-LAG1,PRD-0018,142,142,0
2024-09-30,WH-LAG2,PRD-0018,38,38,0
2024-09-30,WH-IBD,PRD-0018,53,53,0
2024-09-30,WH-ABJ,PRD-0018,104,107,3
2024-09-30,WH-PHC,PRD-0018,28,29,1
2024-09-30,WH-LAG1,PRD-0019,113,113,0
2024-09-30,WH-LAG2,PRD-0019,9,9,0
2024-09-30,WH-IBD,PRD-0019,76,78,2
2024-09-30,WH-ABJ,PRD-0019,94,94,0
2024-09-30,WH-PHC,PRD-0019,113,113,0
2024-09-30,WH-LAG1,PRD-0020,23,23,0
2024-09-30,WH-LAG2,PRD-0020,92,92,0
2024-09-30,WH-IBD,PRD-0020,92,92,0
2024-09-30,WH-ABJ,PRD-0020,133,130,-3
2024-09-30,WH-PHC,PRD-0020,114,117,3
2024-09-30,WH-LAG1,PRD-0021,37,37,0
2024-09-30,WH-LAG2,PRD-0021,25,25,0
2024-09-30,WH-IBD,PRD-0021,68,68,0
2024-09-30,WH-ABJ,PRD-0021,77,77,0
2024-09-30,WH-PHC,PRD-0021,10,10,0
2024-09-30,WH-LAG1,PRD-0022,36,36,0
2024-09-30,WH-LAG2,PRD-0022,10,10,0
2024-09-30,WH-IBD,PRD-0022,7,7,0
2024-09-30,WH-ABJ,PRD-0022,31,31,0
2024-09-30,WH-PHC,PRD-0022,17,17,0
2024-09-30,WH-LAG1,PRD-0023,90,90,0
2024-09-30,WH-LAG2,PRD-0023,21,21,0
2024-09-30,WH-IBD,PRD-0023,39,39,0
2024-09-30,WH-ABJ,PRD-0023,92,92,0
2024-09-30,WH-PHC,PRD-0023,88,88,0
2024-09-30,WH-LAG1,PRD-0024,30,30,0
2024-09-30,WH-LAG2,PRD-0024,34,34,0
2024-09-30,WH-IBD,PRD-0024,29,29,0
2024-09-30,WH-ABJ,PRD-0024,54,54,0
2024-09-30,WH-PHC,PRD-0024,30,30,0
2024-09-30,WH-LAG1,PRD-0025,131,126,-5
2024-09-30,WH-LAG2,PRD-0025,37,37,0
2024-09-30,WH-IBD,PRD-0025,54,54,0
2024-09-30,WH-ABJ,PRD-0025,15,15,0
2024-09-30,WH-PHC,PRD-0025,30,30,0
2024-09-30,WH-LAG1,PRD-0026,103,103,0
2024-09-30,WH-LAG2,PRD-0026,58,58,0
2024-09-30,WH-IBD,PRD-0026,16,16,0
2024-09-30,WH-ABJ,PRD-0026,86,86,0
2024-09-30,WH-PHC,PRD-0026,0,0,0
2024-09-30,WH-LAG1,PRD-0027,21,21,0
2024-09-30,WH-LAG2,PRD-0027,23,23,0
2024-09-30,WH-IBD,PRD-0027,0,0,0
2024-09-30,WH-ABJ,PRD-0027,9,9,0
2024-09-30,WH-PHC,PRD-0027,31,31,0
2024-09-30,WH-LAG1,PRD-0028,81,81,0
2024-09-30,WH-LAG2,PRD-0028,29,29,0
2024-09-30,WH-IBD,PRD-0028,36,36,0
2024-09-30,WH-ABJ,PRD-0028,67,67,0
2024-09-30,WH-PHC,PRD-0028,0,0,0
2024-09-30,WH-LAG1,PRD-0029,20,20,0
2024-09-30,WH-LAG2,PRD-0029,39,39,0
2024-09-30,WH-IBD,PRD-0029,12,12,0
2024-09-30,WH-ABJ,PRD-0029,36,36,0
2024-09-30,WH-PHC,PRD-0029,33,33,0
2024-09-30,WH-LAG1,PRD-0030,35,35,0
2024-09-30,WH-LAG2,PRD-0030,10,10,0
2024-09-30,WH-IBD,PRD-0030,10,10,0
2024-09-30,WH-ABJ,PRD-0030,23,23,0
2024-09-30,WH-PHC,PRD-0030,7,7,0
2024-09-30,WH-LAG1,PRD-0031,116,116,0
2024-09-30,WH-LAG2,PRD-0031,38,38,0
2024-09-30,WH-IBD,PRD-0031,46,46,0
2024-09-30,WH-ABJ,PRD-0031,46,46,0
2024-09-30,WH-PHC,PRD-0031,80,80,0
2024-09-30,WH-LAG1,PRD-0032,10,10,0
2024-09-30,WH-LAG2,PRD-0032,28,28,0
2024-09-30,WH-IBD,PRD-0032,10,10,0
2024-09-30,WH-ABJ,PRD-0032,10,10,0
2024-09-30,WH-PHC,PRD-0032,10,10,0
2024-09-30,WH-LAG1,PRD-0033,27,27,0
2024-09-30,WH-LAG2,PRD-0033,23,23,0
2024-09-30,WH-IBD,PRD-0033,45,45,0
2024-09-30,WH-ABJ,PRD-0033,27,27,0
2024-09-30,WH-PHC,PRD-0033,15,15,0
2024-09-30,WH-LAG1,PRD-0034,5,4,-1
2024-09-30,WH-LAG2,PRD-0034,0,0,0
2024-09-30,WH-IBD,PRD-0034,24,24,0
2024-09-30,WH-ABJ,PRD-0034,37,37,0
2024-09-30,WH-PHC,PRD-0034,31,31,0
2024-09-30,WH-LAG1,PRD-0035,103,103,0
2024-09-30,WH-LAG2,PRD-0035,44,43,-1
2024-09-30,WH-IBD,PRD-0035,73,73,0
2024-09-30,WH-ABJ,PRD-0035,38,38,0
2024-09-30,WH-PHC,PRD-0035,49,49,0
2024-09-30,WH-LAG1,PRD-0036,62,62,0
2024-09-30,WH-LAG2,PRD-0036,10,10,0
2024-09-30,WH-IBD,PRD-0036,5,5,0
2024-09-30,WH-ABJ,PRD-0036,58,58,0
2024-09-30,WH-PHC,PRD-0036,50,50,0
2024-09-30,WH-LAG1,PRD-0037,66,66,0
2024-09-30,WH-LAG2,PRD-0037,44,44,0
2024-09-30,WH-IBD,PRD-0037,86,86,0
2024-09-30,WH-ABJ,PRD-0037,66,64,-2
2024-09-30,WH-PHC,PRD-0037,109,105,-4
2024-09-30,WH-LAG1,PRD-0038,13,13,0
2024-09-30,WH-LAG2,PRD-0038,27,27,0
2024-09-30,WH-IBD,PRD-0038,2,2,0
2024-09-30,WH-ABJ,PRD-0038,10,11,1
2024-09-30,WH-PHC,PRD-0038,10,9,-1
2024-09-30,WH-LAG1,PRD-0039,201,201,0
2024-09-30,WH-LAG2,PRD-0039,112,111,-1
2024-09-30,WH-IBD,PRD-0039,178,178,0
2024-09-30,WH-ABJ,PRD-0039,171,171,0
2024-09-30,WH-PHC,PRD-0039,119,119,0
2024-09-30,WH-LAG1,PRD-0040,30,30,0
2024-09-30,WH-LAG2,PRD-0040,63,65,2
2024-09-30,WH-IBD,PRD-0040,62,62,0
2024-09-30,WH-ABJ,PRD-0040,18,18,0
2024-09-30,WH-PHC,PRD-0040,51,51,0
2024-09-30,WH-LAG1,PRD-0041,113,113,0
2024-09-30,WH-LAG2,PRD-0041,46,46,0
2024-09-30,WH-IBD,PRD-0041,63,63,0
2024-09-30,WH-ABJ,PRD-0041,76,76,0
2024-09-30,WH-PHC,PRD-0041,24,24,0
2024-09-30,WH-LAG1,PRD-0042,32,32,0
2024-09-30,WH-LAG2,PRD-0042,10,10,0
2024-09-30,WH-IBD,PRD-0042,10,10,0
2024-09-30,WH-ABJ,PRD-0042,10,10,0
2024-09-30,WH-PHC,PRD-0042,7,7,0
2024-09-30,WH-LAG1,PRD-0043,12,12,0
2024-09-30,WH-LAG2,PRD-0043,0,0,0
2024-09-30,WH-IBD,PRD-0043,10,11,1
2024-09-30,WH-ABJ,PRD-0043,6,6,0
2024-09-30,WH-PHC,PRD-0043,10,10,0
2024-09-30,WH-LAG1,PRD-0044,10,10,0
2024-09-30,WH-LAG2,PRD-0044,10,10,0
2024-09-30,WH-IBD,PRD-0044,10,10,0
2024-09-30,WH-ABJ,PRD-0044,5,6,1
2024-09-30,WH-PHC,PRD-0044,10,10,0
2024-09-30,WH-LAG1,PRD-0045,72,72,0
2024-09-30,WH-LAG2,PRD-0045,65,65,0
2024-09-30,WH-IBD,PRD-0045,51,51,0
2024-09-30,WH-ABJ,PRD-0045,75,75,0
2024-09-30,WH-PHC,PRD-0045,37,37,0
2024-09-30,WH-LAG1,PRD-0046,54,54,0
2024-09-30,WH-LAG2,PRD-0046,31,31,0
2024-09-30,WH-IBD,PRD-0046,35,35,0
2024-09-30,WH-ABJ,PRD-0046,8,8,0
2024-09-30,WH-PHC,PRD-0046,57,57,0
2024-09-30,WH-LAG1,PRD-0047,91,91,0
2024-09-30,WH-LAG2,PRD-0047,7,7,0
2024-09-30,WH-IBD,PRD-0047,52,52,0
2024-09-30,WH-ABJ,PRD-0047,61,61,0
2024-09-30,WH-PHC,PRD-0047,14,14,0
2024-09-30,WH-LAG1,PRD-0048,121,121,0
2024-09-30,WH-LAG2,PRD-0048,74,74,0
2024-09-30,WH-IBD,PRD-0048,16,16,0
2024-09-30,WH-ABJ,PRD-0048,87,87,0
2024-09-30,WH-PHC,PRD-0048,71,69,-2
2024-09-30,WH-LAG1,PRD-0049,60,60,0
2024-09-30,WH-LAG2,PRD-0049,20,20,0
2024-09-30,WH-IBD,PRD-0049,17,17,0
2024-09-30,WH-ABJ,PRD-0049,63,63,0
2024-09-30,WH-PHC,PRD-0049,53,53,0
2024-09-30,WH-LAG1,PRD-0050,82,82,0
2024-09-30,WH-LAG2,PRD-0050,6,6,0
2024-09-30,WH-IBD,PRD-0050,12,12,0
2024-09-30,WH-ABJ,PRD-0050,0,1,1
2024-09-30,WH-PHC,PRD-0050,13,13,0
2024-09-30,WH-LAG1,PRD-0051,239,239,0
2024-09-30,WH-LAG2,PRD-0051,96,96,0
2024-09-30,WH-IBD,PRD-0051,62,62,0
2024-09-30,WH-ABJ,PRD-0051,136,136,0
2024-09-30,WH-PHC,PRD-0051,134,134,0
2024-09-30,WH-LAG1,PRD-0052,10,10,0
2024-09-30,WH-LAG2,PRD-0052,16,16,0
2024-09-30,WH-IBD,PRD-0052,12,12,0
2024-09-30,WH-ABJ,PRD-0052,19,19,0
