Date,WarehouseID,ProductID,QtyLost,CustomerID,Reason
2024-11-01,WH-PHC,PRD-0043,11,CUS-01659,PARTIAL_FILL
2024-11-01,WH-LAG2,PRD-0086,3,CUS-01886,STOCKOUT
2024-11-01,WH-IBD,PRD-0141,4,CUS-01399,PARTIAL_FILL
2024-11-02,WH-LAG2,PRD-0005,7,CUS-01711,PARTIAL_FILL
2024-11-02,WH-ABJ,PRD-0035,5,CUS-02314,STOCKOUT
2024-11-02,WH-PHC,PRD-0050,9,CUS-00748,STOCKOUT
2024-11-02,WH-LAG2,PRD-0071,5,CUS-00242,PARTIAL_FILL
2024-11-02,WH-ABJ,PRD-0143,4,CUS-00051,PARTIAL_FILL
2024-11-03,WH-LAG2,PRD-0051,22,CUS-01807,PARTIAL_FILL
2024-11-03,WH-ABJ,PRD-0143,6,CUS-02062,STOCKOUT
2024-11-04,WH-IBD,PRD-0023,14,CUS-00420,STOCKOUT
2024-11-04,WH-ABJ,PRD-0052,2,CUS-00440,PARTIAL_FILL
2024-11-04,WH-LAG2,PRD-0086,7,CUS-01649,STOCKOUT
2024-11-04,WH-LAG2,PRD-0103,6,CUS-01202,PARTIAL_FILL
2024-11-05,WH-ABJ,PRD-0055,1,CUS-00175,PARTIAL_FILL
2024-11-05,WH-ABJ,PRD-0072,10,CUS-01809,PARTIAL_FILL
2024-11-06,WH-LAG1,PRD-0009,6,CUS-02079,PARTIAL_FILL
2024-11-06,WH-LAG1,PRD-0023,11,CUS-00646,PARTIAL_FILL
2024-11-06,WH-ABJ,PRD-0027,39,CUS-02233,PARTIAL_FILL
2024-11-06,WH-LAG1,PRD-0052,5,CUS-01350,PARTIAL_FILL
2024-11-06,WH-LAG1,PRD-0066,4,CUS-01973,PARTIAL_FILL
2024-11-06,WH-LAG2,PRD-0086,14,CUS-02473,STOCKOUT
2024-11-06,WH-LAG2,PRD-0100,2,CUS-02137,STOCKOUT
2024-11-07,WH-LAG2,PRD-0086,2,CUS-00940,STOCKOUT
2024-11-08,WH-LAG1,PRD-0100,3,CUS-01060,PARTIAL_FILL
2024-11-09,WH-LAG2,PRD-0086,8,CUS-01632,STOCKOUT
2024-11-09,WH-ABJ,PRD-0094,2,CUS-01585,PARTIAL_FILL
2024-11-09,WH-LAG2,PRD-0095,5,CUS-02114,PARTIAL_FILL
2024-11-09,WH-PHC,PRD-0140,60,CUS-00355,PARTIAL_FILL
2024-11-11,WH-LAG2,PRD-0062,24,CUS-00680,PARTIAL_FILL
2024-11-11,WH-PHC,PRD-0073,22,CUS-00024,PARTIAL_FILL
2024-11-11,WH-LAG2,PRD-0082,8,CUS-01391,PARTIAL_FILL
2024-11-11,WH-LAG2,PRD-0082,5,CUS-01993,STOCKOUT
2024-11-11,WH-ABJ,PRD-0083,36,CUS-02203,PARTIAL_FILL
2024-11-11,WH-LAG2,PRD-0100,15,CUS-00588,STOCKOUT
2024-11-11,WH-LAG2,PRD-0100,8,CUS-00875,STOCKOUT
2024-11-11,WH-ABJ,PRD-0143,3,CUS-00606,STOCKOUT
2024-11-11,WH-LAG2,PRD-0149,3,CUS-01548,PARTIAL_FILL
2024-11-12,WH-LAG2,PRD-0086,7,CUS-01548,STOCKOUT
2024-11-12,WH-PHC,PRD-0099,3,CUS-01009,PARTIAL_FILL
2024-11-13,WH-ABJ,PRD-0042,2,CUS-02082,STOCKOUT
2024-11-14,WH-ABJ,PRD-0027,2,CUS-01272,STOCKOUT
2024-11-14,WH-PHC,PRD-0053,9,CUS-00167,PARTIAL_FILL
2024-11-14,WH-LAG2,PRD-0086,4,CUS-00560,STOCKOUT
2024-11-14,WH-IBD,PRD-0107,10,CUS-01885,PARTIAL_FILL
2024-11-14,WH-LAG1,PRD-0144,1,CUS-01530,PARTIAL_FILL
2024-11-15,WH-LAG1,PRD-0121,9,CUS-02238,PARTIAL_FILL
2024-11-15,WH-IBD,PRD-0126,1,CUS-01320,PARTIAL_FILL
2024-11-16,WH-LAG1,PRD-0023,4,CUS-00114,STOCKOUT
2024-11-16,WH-LAG2,PRD-0086,3,CUS-01747,STOCKOUT
2024-11-16,WH-LAG2,PRD-0086,1,CUS-02429,STOCKOUT
2024-11-17,WH-LAG2,PRD-0027,5,CUS-00032,PARTIAL_FILL
2024-11-17,WH-LAG2,PRD-0086,3,CUS-01323,STOCKOUT
2024-11-17,WH-ABJ,PRD-0133,22,CUS-00484,PARTIAL_FILL
2024-11-18,WH-IBD,PRD-0033,1,CUS-00029,PARTIAL_FILL
2024-11-18,WH-LAG1,PRD-0121,2,CUS-01363,STOCKOUT
2024-11-19,WH-ABJ,PRD-0001,2,CUS-01609,PARTIAL_FILL
2024-11-19,WH-PHC,PRD-0055,7,CUS-00116,STOCKOUT
2024-11-19,WH-LAG2,PRD-0086,4,CUS-00354,STOCKOUT
2024-11-19,WH-PHC,PRD-0091,31,CUS-01347,PARTIAL_FILL
2024-11-19,WH-LAG1,PRD-0107,6,CUS-01979,PARTIAL_FILL
2024-11-19,WH-LAG1,PRD-0121,15,CUS-01410,STOCKOUT
2024-11-19,WH-LAG1,PRD-0121,6,CUS-00056,STOCKOUT
2024-11-19,WH-IBD,PRD-0126,15,CUS-00828,STOCKOUT
2024-11-19,WH-PHC,PRD-0154,13,CUS-00845,PARTIAL_FILL
2024-11-20,WH-PHC,PRD-0012,4,CUS-01481,PARTIAL_FILL
2024-11-20,WH-LAG1,PRD-0023,7,CUS-01907,STOCKOUT
2024-11-21,WH-ABJ,PRD-0017,8,CUS-00592,PARTIAL_FILL
2024-11-21,WH-LAG2,PRD-0074,3,CUS-01406,PARTIAL_FILL
2024-11-21,WH-LAG2,PRD-0086,13,CUS-00060,STOCKOUT
2024-11-22,WH-LAG2,PRD-0074,7,CUS-01624,STOCKOUT
2024-11-22,WH-PHC,PRD-0074,20,CUS-01284,PARTIAL_FILL
2024-11-22,WH-LAG2,PRD-0086,11,CUS-00699,STOCKOUT
2024-11-23,WH-LAG1,PRD-0023,9,CUS-00506,STOCKOUT
2024-11-23,WH-LAG2,PRD-0074,9,CUS-00483,STOCKOUT
2024-11-23,WH-IBD,PRD-0164,2,CUS-02347,PARTIAL_FILL
2024-11-23,WH-PHC,PRD-0165,1,CUS-01450,PARTIAL_FILL
2024-11-24,WH-PHC,PRD-0037,8,CUS-00760,PARTIAL_FILL
2024-11-24,WH-LAG2,PRD-0086,3,CUS-00624,STOCKOUT
2024-11-24,WH-IBD,PRD-0107,11,CUS-00239,STOCKOUT
2024-11-25,WH-PHC,PRD-0037,9,CUS-01296,STOCKOUT
2024-11-25,WH-IBD,PRD-0118,4,CUS-00871,STOCKOUT
2024-11-25,WH-LAG2,PRD-0134,2,CUS-00158,PARTIAL_FILL
2024-11-25,WH-PHC,PRD-0150,19,CUS-00626,PARTIAL_FILL
2024-11-26,WH-PHC,PRD-0013,2,CUS-00605,PARTIAL_FILL
2024-11-26,WH-ABJ,PRD-0027,5,CUS-00448,STOCKOUT
2024-11-26,WH-IBD,PRD-0057,5,CUS-01245,PARTIAL_FILL
2024-11-27,WH-ABJ,PRD-0066,15,CUS-01124,PARTIAL_FILL
2024-11-27,WH-PHC,PRD-0074,5,CUS-02227,STOCKOUT
2024-11-27,WH-IBD,PRD-0126,8,CUS-01306,STOCKOUT
2024-11-28,WH-LAG1,PRD-0057,10,CUS-01363,PARTIAL_FILL
2024-11-28,WH-LAG2,PRD-0074,12,CUS-02254,STOCKOUT
2024-11-28,WH-LAG2,PRD-0074,2,CUS-01572,STOCKOUT
2024-11-28,WH-PHC,PRD-0074,3,CUS-00898,STOCKOUT
2024-11-28,WH-ABJ,PRD-0090,4,CUS-00593,PARTIAL_FILL
2024-11-28,WH-ABJ,PRD-0090,10,CUS-01976,STOCKOUT
2024-11-28,WH-ABJ,PRD-0090,13,CUS-01964,STOCKOUT
2024-11-28,WH-IBD,PRD-0104,2,CUS-02009,PARTIAL_FILL
2024-11-28,WH-PHC,PRD-0106,3,CUS-00054,PARTIAL_FILL
2024-11-29,WH-ABJ,PRD-0090,3,CUS-01679,STOCKOUT
2024-11-29,WH-ABJ,PRD-0090,1,CUS-01950,STOCKOUT
2024-11-29,WH-ABJ,PRD-0090,10,CUS-01603,STOCKOUT
2024-11-29,WH-ABJ,PRD-0090,8,CUS-01639,STOCKOUT
2024-11-29,WH-ABJ,PRD-0090,6,CUS-01680,STOCKOUT
2024-11-29,WH-ABJ,PRD-0090,9,CUS-01887,STOCKOUT
2024-11-30,WH-LAG1,PRD-0013,5,CUS-02494,PARTIAL_FILL
2024-12-01,WH-LAG1,PRD-0057,3,CUS-00699,STOCKOUT
2024-12-01,WH-ABJ,PRD-0090,15,CUS-01085,STOCKOUT
2024-12-01,WH-PHC,PRD-0144,6,CUS-01022,PARTIAL_FILL
2024-12-02,WH-PHC,PRD-0025,5,CUS-00272,PARTIAL_FILL
2024-12-02,WH-IBD,PRD-0033,10,CUS-00214,STOCKOUT
2024-12-02,WH-IBD,PRD-0057,10,CUS-01944,STOCKOUT
2024-12-02,WH-LAG2,PRD-0086,5,CUS-00574,STOCKOUT
2024-12-02,WH-ABJ,PRD-0090,7,CUS-00172,STOCKOUT
2024-12-03,WH-ABJ,PRD-0090,9,CUS-00541,STOCKOUT
2024-12-03,WH-ABJ,PRD-0090,11,CUS-02193,STOCKOUT
2024-12-03,WH-ABJ,PRD-0090,23,CUS-02020,STOCKOUT
2024-12-03,WH-ABJ,PRD-0090,5,CUS-01668,STOCKOUT
2024-12-03,WH-ABJ,PRD-0127,4,CUS-01774,PARTIAL_FILL
2024-12-03,WH-LAG1,PRD-0152,1,CUS-01096,PARTIAL_FILL
2024-12-04,WH-LAG1,PRD-0013,4,CUS-00784,STOCKOUT
2024-12-04,WH-IBD,PRD-0057,4,CUS-01727,STOCKOUT
2024-12-04,WH-LAG1,PRD-0088,5,CUS-01442,PARTIAL_FILL
2024-12-04,WH-ABJ,PRD-0090,9,CUS-00171,STOCKOUT
2024-12-04,WH-ABJ,PRD-0090,16,CUS-00051,STOCKOUT
2024-12-04,WH-ABJ,PRD-0090,3,CUS-02442,STOCKOUT
2024-12-04,WH-ABJ,PRD-0120,2,CUS-00090,PARTIAL_FILL
2024-12-05,WH-IBD,PRD-0057,7,CUS-00629,STOCKOUT
2024-12-05,WH-ABJ,PRD-0090,6,CUS-02141,STOCKOUT
2024-12-05,WH-ABJ,PRD-0090,9,CUS-00827,STOCKOUT
2024-12-05,WH-ABJ,PRD-0090,13,CUS-01794,STOCKOUT
2024-12-05,WH-ABJ,PRD-0165,5,CUS-01818,PARTIAL_FILL
2024-12-06,WH-ABJ,PRD-0017,3,CUS-02359,STOCKOUT
2024-12-06,WH-LAG1,PRD-0028,11,CUS-01736,PARTIAL_FILL
2024-12-06,WH-ABJ,PRD-0090,14,CUS-02134,STOCKOUT
2024-12-06,WH-IBD,PRD-0107,9,CUS-01366,STOCKOUT
2024-12-06,WH-PHC,PRD-0144,8,CUS-01840,STOCKOUT
2024-12-06,WH-PHC,PRD-0157,10,CUS-00463,PARTIAL_FILL
2024-12-07,WH-IBD,PRD-0057,4,CUS-02016,STOCKOUT
2024-12-07,WH-ABJ,PRD-0117,9,CUS-00922,PARTIAL_FILL
2024-12-07,WH-LAG2,PRD-0164,7,CUS-00693,STOCKOUT
2024-12-09,WH-LAG1,PRD-0028,10,CUS-01874,STOCKOUT
2024-12-09,WH-PHC,PRD-0049,15,CUS-01137,PARTIAL_FILL
2024-12-09,WH-ABJ,PRD-0070,2,CUS-02094,PARTIAL_FILL
2024-12-09,WH-LAG1,PRD-0154,3,CUS-00729,PARTIAL_FILL
2024-12-10,WH-IBD,PRD-0022,3,CUS-01750,PARTIAL_FILL
2024-12-10,WH-LAG1,PRD-0025,8,CUS-00282,PARTIAL_FILL
2024-12-10,WH-IBD,PRD-0070,14,CUS-01664,PARTIAL_FILL
2024-12-10,WH-LAG1,PRD-0088,10,CUS-01575,STOCKOUT
2024-12-10,WH-ABJ,PRD-0090,7,CUS-00571,STOCKOUT
2024-12-10,WH-ABJ,PRD-0090,2,CUS-01020,STOCKOUT
2024-12-10,WH-ABJ,PRD-0090,4,CUS-00620,STOCKOUT
2024-12-10,WH-ABJ,PRD-0090,7,CUS-02135,STOCKOUT
2024-12-10,WH-ABJ,PRD-0090,4,CUS-01487,STOCKOUT
2024-12-10,WH-LAG1,PRD-0123,7,CUS-02016,PARTIAL_FILL
2024-12-10,WH-PHC,PRD-0130,12,CUS-02072,PARTIAL_FILL
2024-12-11,WH-PHC,PRD-0013,13,CUS-00221,STOCKOUT
2024-12-11,WH-PHC,PRD-0026,11,CUS-02447,PARTIAL_FILL
2024-12-11,WH-LAG1,PRD-0028,15,CUS-00621,STOCKOUT
2024-12-11,WH-IBD,PRD-0046,15,CUS-01611,PARTIAL_FILL
2024-12-11,WH-LAG2,PRD-0047,5,CUS-00917,STOCKOUT
2024-12-11,WH-PHC,PRD-0084,4,CUS-02025,PARTIAL_FILL
2024-12-11,WH-LAG1,PRD-0094,21,CUS-01629,PARTIAL_FILL
2024-12-11,WH-IBD,PRD-0102,2,CUS-00729,PARTIAL_FILL
2024-12-11,WH-LAG1,PRD-0123,4,CUS-02202,STOCKOUT
2024-12-11,WH-IBD,PRD-0146,15,CUS-00244,STOCKOUT
2024-12-11,WH-LAG2,PRD-0164,2,CUS-01957,STOCKOUT
2024-12-12,WH-LAG2,PRD-0047,11,CUS-02465,STOCKOUT
2024-12-12,WH-PHC,PRD-0049,5,CUS-00018,STOCKOUT
2024-12-12,WH-ABJ,PRD-0067,12,CUS-01019,STOCKOUT
2024-12-12,WH-LAG1,PRD-0123,9,CUS-02209,STOCKOUT
2024-12-12,WH-LAG1,PRD-0123,8,CUS-01260,STOCKOUT
2024-12-12,WH-LAG2,PRD-0125,5,CUS-01280,PARTIAL_FILL
2024-12-13,WH-IBD,PRD-0030,22,CUS-01789,PARTIAL_FILL
2024-12-13,WH-LAG2,PRD-0078,12,CUS-01681,PARTIAL_FILL
2024-12-13,WH-LAG1,PRD-0081,3,CUS-00067,PARTIAL_FILL
2024-12-13,WH-LAG2,PRD-0090,6,CUS-00662,STOCKOUT
2024-12-13,WH-LAG2,PRD-0090,7,CUS-02368,STOCKOUT
2024-12-13,WH-LAG2,PRD-0090,1,CUS-00161,STOCKOUT
2024-12-13,WH-LAG2,PRD-0090,20,CUS-01350,STOCKOUT
2024-12-13,WH-IBD,PRD-0094,5,CUS-01076,PARTIAL_FILL
2024-12-13,WH-LAG1,PRD-0123,6,CUS-00569,STOCKOUT
2024-12-13,WH-LAG2,PRD-0125,6,CUS-02468,STOCKOUT
2024-12-13,WH-LAG2,PRD-0125,3,CUS-01302,STOCKOUT
2024-12-14,WH-ABJ,PRD-0006,11,CUS-00149,PARTIAL_FILL
2024-12-14,WH-LAG1,PRD-0025,16,CUS-00423,STOCKOUT
2024-12-14,WH-IBD,PRD-0080,11,CUS-01002,PARTIAL_FILL
2024-12-14,WH-LAG2,PRD-0114,9,CUS-00157,PARTIAL_FILL
2024-12-15,WH-LAG2,PRD-0090,9,CUS-01443,STOCKOUT
2024-12-15,WH-LAG2,PRD-0119,2,CUS-01775,PARTIAL_FILL
2024-12-16,WH-LAG1,PRD-0017,7,CUS-00656,PARTIAL_FILL
2024-12-16,WH-LAG1,PRD-0017,16,CUS-00302,STOCKOUT
2024-12-16,WH-ABJ,PRD-0017,5,CUS-00863,STOCKOUT
2024-12-16,WH-LAG2,PRD-0078,12,CUS-02492,STOCKOUT
2024-12-16,WH-LAG1,PRD-0088,5,CUS-00756,STOCKOUT
2024-12-16,WH-LAG2,PRD-0090,1,CUS-00037,STOCKOUT
2024-12-16,WH-LAG2,PRD-0097,5,CUS-01725,PARTIAL_FILL
2024-12-16,WH-LAG1,PRD-0118,3,CUS-00338,PARTIAL_FILL
2024-12-16,WH-LAG1,PRD-0118,1,CUS-01870,STOCKOUT
2024-12-17,WH-LAG2,PRD-0028,4,CUS-02430,PARTIAL_FILL
2024-12-17,WH-ABJ,PRD-0079,8,CUS-02457,PARTIAL_FILL
2024-12-17,WH-LAG2,PRD-0090,4,CUS-02241,STOCKOUT
2024-12-17,WH-LAG2,PRD-0090,5,CUS-01540,STOCKOUT
2024-12-17,WH-IBD,PRD-0100,16,CUS-00115,PARTIAL_FILL
2024-12-17,WH-LAG1,PRD-0119,7,CUS-02042,PARTIAL_FILL
2024-12-18,WH-IBD,PRD-0064,6,CUS-01208,PARTIAL_FILL
2024-12-18,WH-LAG2,PRD-0076,2,CUS-00354,PARTIAL_FILL
2024-12-18,WH-LAG1,PRD-0086,3,CUS-00415,PARTIAL_FILL
2024-12-18,WH-LAG1,PRD-0086,2,CUS-00730,STOCKOUT
2024-12-18,WH-IBD,PRD-0094,5,CUS-02121,STOCKOUT
2024-12-18,WH-ABJ,PRD-0110,31,CUS-01674,PARTIAL_FILL
2024-12-18,WH-ABJ,PRD-0150,14,CUS-02146,PARTIAL_FILL
2024-12-18,WH-LAG1,PRD-0154,5,CUS-00817,STOCKOUT
2024-12-19,WH-LAG2,PRD-0003,3,CUS-01011,PARTIAL_FILL
2024-12-19,WH-LAG1,PRD-0017,4,CUS-00802,STOCKOUT
2024-12-19,WH-LAG2,PRD-0090,18,CUS-01132,STOCKOUT
2024-12-19,WH-LAG2,PRD-0090,16,CUS-00718,STOCKOUT
2024-12-19,WH-LAG1,PRD-0099,10,CUS-02346,PARTIAL_FILL
2024-12-19,WH-LAG1,PRD-0118,16,CUS-02058,STOCKOUT
2024-12-20,WH-IBD,PRD-0022,6,CUS-00203,STOCKOUT
2024-12-20,WH-IBD,PRD-0046,20,CUS-00032,STOCKOUT
2024-12-20,WH-IBD,PRD-0046,4,CUS-01632,STOCKOUT
2024-12-20,WH-ABJ,PRD-0047,22,CUS-02318,PARTIAL_FILL
2024-12-20,WH-LAG2,PRD-0078,16,CUS-00158,STOCKOUT
2024-12-20,WH-PHC,PRD-0096,11,CUS-00796,PARTIAL_FILL
2024-12-21,WH-ABJ,PRD-0005,2,CUS-00330,PARTIAL_FILL
2024-12-21,WH-ABJ,PRD-0013,2,CUS-01515,PARTIAL_FILL
2024-12-22,WH-ABJ,PRD-0047,6,CUS-01038,STOCKOUT
2024-12-22,WH-IBD,PRD-0060,12,CUS-01932,PARTIAL_FILL
2024-12-22,WH-LAG2,PRD-0078,5,CUS-00561,STOCKOUT
2024-12-23,WH-ABJ,PRD-0002,1,CUS-00505,PARTIAL_FILL
2024-12-23,WH-LAG1,PRD-0009,10,CUS-02123,PARTIAL_FILL
2024-12-23,WH-LAG1,PRD-0017,4,CUS-00801,STOCKOUT
2024-12-23,WH-IBD,PRD-0074,1,CUS-02453,PARTIAL_FILL
2024-12-23,WH-IBD,PRD-0076,4,CUS-00557,PARTIAL_FILL
2024-12-23,WH-ABJ,PRD-0078,17,CUS-02384,PARTIAL_FILL
2024-12-23,WH-ABJ,PRD-0078,3,CUS-01004,STOCKOUT
2024-12-23,WH-IBD,PRD-0079,3,CUS-01167,PARTIAL_FILL
2024-12-23,WH-LAG1,PRD-0087,11,CUS-01294,PARTIAL_FILL
2024-12-23,WH-LAG2,PRD-0092,6,CUS-01625,PARTIAL_FILL
2024-12-23,WH-LAG1,PRD-0114,1,CUS-01292,PARTIAL_FILL
2024-12-23,WH-ABJ,PRD-0121,5,CUS-02126,PARTIAL_FILL
2024-12-23,WH-ABJ,PRD-0135,5,CUS-01154,PARTIAL_FILL
2024-12-23,WH-LAG2,PRD-0144,4,CUS-00323,PARTIAL_FILL
2024-12-24,WH-LAG2,PRD-0024,2,CUS-01000,PARTIAL_FILL
2024-12-24,WH-ABJ,PRD-0039,18,CUS-01774,PARTIAL_FILL
2024-12-24,WH-LAG1,PRD-0114,13,CUS-02015,STOCKOUT
2024-12-24,WH-IBD,PRD-0127,14,CUS-01725,PARTIAL_FILL
2024-12-25,WH-LAG2,PRD-0025,4,CUS-01421,PARTIAL_FILL
2024-12-25,WH-ABJ,PRD-0039,10,CUS-01790,STOCKOUT
2024-12-25,WH-IBD,PRD-0046,10,CUS-00893,STOCKOUT
2024-12-25,WH-ABJ,PRD-0065,2,CUS-00665,PARTIAL_FILL
2024-12-25,WH-IBD,PRD-0114,3,CUS-01153,PARTIAL_FILL
2024-12-25,WH-LAG1,PRD-0118,10,CUS-02042,STOCKOUT
2024-12-25,WH-IBD,PRD-0127,4,CUS-00633,STOCKOUT
2024-12-26,WH-ABJ,PRD-0047,12,CUS-00209,STOCKOUT
2024-12-26,WH-ABJ,PRD-0061,19,CUS-00585,STOCKOUT
2024-12-26,WH-LAG2,PRD-0078,2,CUS-00538,STOCKOUT
2024-12-26,WH-ABJ,PRD-0080,2,CUS-00180,PARTIAL_FILL
2024-12-26,WH-LAG1,PRD-0118,5,CUS-01329,STOCKOUT
2024-12-26,WH-LAG1,PRD-0118,7,CUS-02385,STOCKOUT
2024-12-26,WH-LAG1,PRD-0118,8,CUS-01601,STOCKOUT
2024-12-26,WH-ABJ,PRD-0121,25,CUS-02449,STOCKOUT
2024-12-27,WH-ABJ,PRD-0002,2,CUS-02441,STOCKOUT
2024-12-27,WH-PHC,PRD-0047,3,CUS-01001,PARTIAL_FILL
2024-12-27,WH-LAG2,PRD-0048,5,CUS-01424,PARTIAL_FILL
2024-12-27,WH-PHC,PRD-0065,1,CUS-01456,PARTIAL_FILL
2024-12-27,WH-ABJ,PRD-0098,25,CUS-01762,PARTIAL_FILL
2024-12-27,WH-ABJ,PRD-0098,10,CUS-01264,STOCKOUT
2024-12-27,WH-LAG1,PRD-0118,4,CUS-00917,STOCKOUT
2024-12-27,WH-LAG1,PRD-0154,12,CUS-01282,STOCKOUT
2024-12-27,WH-LAG1,PRD-0154,8,CUS-02306,STOCKOUT
2024-12-28,WH-ABJ,PRD-0012,9,CUS-02276,PARTIAL_FILL
2024-12-28,WH-LAG1,PRD-0017,27,CUS-00875,STOCKOUT
2024-12-28,WH-LAG2,PRD-0048,12,CUS-01248,STOCKOUT
2024-12-28,WH-LAG1,PRD-0061,10,CUS-00108,PARTIAL_FILL
2024-12-28,WH-LAG2,PRD-0119,19,CUS-00254,STOCKOUT
2024-12-29,WH-LAG2,PRD-0092,14,CUS-00323,STOCKOUT
2024-12-30,WH-ABJ,PRD-0002,11,CUS-01549,STOCKOUT
2024-12-30,WH-LAG2,PRD-0024,16,CUS-01408,STOCKOUT
2024-12-30,WH-IBD,PRD-0076,18,CUS-00161,STOCKOUT
2024-12-30,WH-IBD,PRD-0097,3,CUS-02065,PARTIAL_FILL
2024-12-30,WH-ABJ,PRD-0098,10,CUS-01933,STOCKOUT
2024-12-30,WH-ABJ,PRD-0098,6,CUS-02282,STOCKOUT
2024-12-30,WH-LAG2,PRD-0102,9,CUS-01380,PARTIAL_FILL
2024-12-30,WH-LAG1,PRD-0103,30,CUS-02237,PARTIAL_FILL
2024-12-31,WH-ABJ,PRD-0023,5,CUS-00618,PARTIAL_FILL
2024-12-31,WH-ABJ,PRD-0061,8,CUS-01359,STOCKOUT
2024-12-31,WH-ABJ,PRD-0061,2,CUS-01964,STOCKOUT
2024-12-31,WH-ABJ,PRD-0061,4,CUS-01085,STOCKOUT
2024-12-31,WH-ABJ,PRD-0065,7,CUS-00964,STOCKOUT
2024-12-31,WH-IBD,PRD-0080,5,CUS-00565,STOCKOUT
2024-12-31,WH-LAG1,PRD-0114,10,CUS-00107,STOCKOUT
2024-12-31,WH-PHC,PRD-0118,5,CUS-01021,PARTIAL_FILL
2024-12-31,WH-LAG1,PRD-0119,5,CUS-02033,STOCKOUT
2024-12-31,WH-ABJ,PRD-0140,5,CUS-01914,PARTIAL_FILL
2024-12-31,WH-LAG2,PRD-0143,10,CUS-02200,STOCKOUT
2024-12-31,WH-IBD,PRD-0168,42,CUS-01192,PARTIAL_FILL
2025-01-01,WH-IBD,PRD-0074,6,CUS-01787,STOCKOUT
2025-01-01,WH-IBD,PRD-0084,21,CUS-00576,STOCKOUT
2025-01-01,WH-PHC,PRD-0167,1,CUS-00849,PARTIAL_FILL
2025-01-02,WH-IBD,PRD-0046,14,CUS-01770,STOCKOUT
2025-01-02,WH-PHC,PRD-0047,11,CUS-02074,STOCKOUT
2025-01-02,WH-LAG1,PRD-0099,4,CUS-00179,STOCKOUT
2025-01-03,WH-IBD,PRD-0046,9,CUS-01408,STOCKOUT
2025-01-03,WH-PHC,PRD-0056,11,CUS-02272,PARTIAL_FILL
2025-01-03,WH-ABJ,PRD-0098,7,CUS-02225,STOCKOUT
2025-01-03,WH-IBD,PRD-0127,4,CUS-02221,STOCKOUT
2025-01-03,WH-LAG1,PRD-0137,6,CUS-00344,PARTIAL_FILL
2025-01-04,WH-LAG1,PRD-0070,15,CUS-02160,PARTIAL_FILL
2025-01-04,WH-IBD,PRD-0073,2,CUS-01807,PARTIAL_FILL
2025-01-06,WH-IBD,PRD-0073,3,CUS-02372,STOCKOUT
2025-01-06,WH-IBD,PRD-0080,10,CUS-01903,STOCKOUT
2025-01-06,WH-LAG1,PRD-0105,19,CUS-01931,PARTIAL_FILL
2025-01-07,WH-LAG1,PRD-0001,7,CUS-01564,PARTIAL_FILL
2025-01-07,WH-LAG1,PRD-0001,3,CUS-02500,STOCKOUT
2025-01-07,WH-IBD,PRD-0074,11,CUS-02270,STOCKOUT
2025-01-08,WH-IBD,PRD-0074,3,CUS-01796,STOCKOUT
2025-01-08,WH-PHC,PRD-0123,14,CUS-00097,STOCKOUT
2025-01-08,WH-IBD,PRD-0140,8,CUS-01046,PARTIAL_FILL
2025-01-08,WH-PHC,PRD-0146,19,CUS-01581,PARTIAL_FILL
2025-01-08,WH-PHC,PRD-0149,4,CUS-00796,PARTIAL_FILL
2025-01-09,WH-IBD,PRD-0005,6,CUS-00650,PARTIAL_FILL
2025-01-09,WH-ABJ,PRD-0019,2,CUS-01781,PARTIAL_FILL
2025-01-09,WH-LAG2,PRD-0048,13,CUS-02416,STOCKOUT
2025-01-10,WH-PHC,PRD-0047,9,CUS-00550,STOCKOUT
2025-01-10,WH-PHC,PRD-0118,2,CUS-00734,STOCKOUT
2025-01-10,WH-PHC,PRD-0118,7,CUS-00988,STOCKOUT
2025-01-10,WH-LAG1,PRD-0137,3,CUS-00543,STOCKOUT
2025-01-10,WH-IBD,PRD-0148,4,CUS-00121,PARTIAL_FILL
2025-01-11,WH-LAG1,PRD-0001,4,CUS-01545,STOCKOUT
2025-01-11,WH-ABJ,PRD-0028,16,CUS-00724,PARTIAL_FILL
2025-01-11,WH-IBD,PRD-0080,3,CUS-00817,STOCKOUT
2025-01-12,WH-IBD,PRD-0080,11,CUS-02142,STOCKOUT
2025-01-13,WH-LAG1,PRD-0101,12,CUS-00989,PARTIAL_FILL
2025-01-14,WH-LAG1,PRD-0080,10,CUS-01761,PARTIAL_FILL
2025-01-14,WH-LAG1,PRD-0105,3,CUS-00114,STOCKOUT
2025-01-15,WH-IBD,PRD-0005,6,CUS-02051,STOCKOUT
2025-01-15,WH-LAG1,PRD-0015,8,CUS-02143,PARTIAL_FILL
2025-01-15,WH-LAG1,PRD-0072,7,CUS-01563,PARTIAL_FILL
2025-01-15,WH-LAG1,PRD-0080,1,CUS-00273,STOCKOUT
2025-01-18,WH-LAG1,PRD-0067,21,CUS-01161,PARTIAL_FILL
2025-01-20,WH-PHC,PRD-0046,18,CUS-00783,PARTIAL_FILL
2025-01-20,WH-LAG2,PRD-0064,4,CUS-01034,PARTIAL_FILL
2025-01-20,WH-PHC,PRD-0096,18,CUS-02175,PARTIAL_FILL
2025-01-20,WH-IBD,PRD-0107,2,CUS-00844,PARTIAL_FILL
2025-01-22,WH-ABJ,PRD-0034,6,CUS-00986,PARTIAL_FILL
2025-01-22,WH-LAG1,PRD-0080,5,CUS-02180,STOCKOUT
