OrderID,OrderDate,CustomerID,ProductID,ProductName,Quantity,UnitPrice,LineTotal
ORD-2024-004788,11/09/2024,CUS-02269,PRD-0013,Lucozade Boost 50cl x12,8,11970,95760
ORD-2024-004793,11/09/2024,CUS-02004,PRD-0032,Viju Milk Drink 40cl x24,10,20370,203700
ORD-2024-004800,11/09/2024,CUS-02356,PRD-0051,Mama Gold Rice 5kg x4,11,43070,473770
ORD-2024-004805,11/09/2024,CUS-01435,PRD-0064,Devon Kings Oil 3L x4,8,36350,290800
ORD-2024-004819,11/09/2024,CUS-02397,PRD-0090,Dano Milk Refill 360g x12,8,37690,301520
ORD-2024-004820,11/09/2024,CUS-02232,PRD-0090,Dano Milk Refill 360g x12,17,37690,640730
ORD-2024-004837,11/09/2024,CUS-01618,PRD-0117,B29 Bar Soap 190g x48,3,17520,52560
ORD-2024-004838,11/09/2024,CUS-01908,PRD-0118,Duck Toilet Gel 500ml x12  ,9,23110,207990
ORD-2024-004839,11/09/2024,CUS-00963,PRD-0118,Duck Toilet Gel 500ml x12,3,23110,69330
ORD-2024-004841,11/09/2024,CUS-01215,PRD-0120,Scrubbing Brush Heavy x24,11,14740,162140
ORD-2024-004850,11/09/2024,CUS-01530,PRD-0142,Nivea Body Lotion 400ml x12,11,52030,572330
ORD-2024-004855,11/09/2024,CUS-01633,PRD-0151,Molfix Diapers 44pc x4,6,42840,257040
ORD-2024-004856,11/09/2024,CUS-00506,PRD-0151,Molfix Diapers 44pc x4,2,42840,85680
ORD-2024-004881,12/09/2024,CUS-01985,PRD-0047,Golden Penny Semovita 1kg x10,7,19060,133420
ORD-2024-004885,12/09/2024,CUS-01454,PRD-0057,Honeywell Semolina 1kg x10  ,10,18040,180400
ORD-2024-004887,12/09/2024,CUS-00892,PRD-0061,Gino Tomato Paste 70g x50,5,16320,81600
ORD-2024-004898,12/09/2024,CUS-00819,PRD-0085,Peak Butter 250g x24,4,32580,130320
ORD-2024-004916,12/09/2024,CUS-00474,PRD-0108,Rambo Insecticide 300ml x24,7,30750,215250
ORD-2024-004920,12/09/2024,CUS-01848,PRD-0117,B29 Bar Soap 190g x48,14,17520,245280
ORD-2024-004924,12/09/2024,CUS-01229,PRD-0122,Bin Liners 50pc Roll x24,16,19140,306240
ORD-2024-004928,12/09/2024,CUS-01952,PRD-0125,Insecticide Coil 10pk x30,11,15380,169180
ORD-2024-004929,12/09/2024,CUS-00752,PRD-0125,Insecticide Coil 10pk x30,8,15380,123040
ORD-2024-004937,12/09/2024,CUS-01162,PRD-0144,Sure Deodorant 150ml x12,33,31990,1055670
ORD-2024-004939,12/09/2024,CUS-01745,PRD-0145,Rexona Roll-On 50ml x24,10,31800,318000
ORD-2024-004944,12/09/2024,CUS-02017,PRD-0151,Molfix Diapers 44pc x4,4,42840,171360
ORD-2024-004951,12/09/2024,CUS-00439,PRD-0161,Irish Spring 105g x48,6,32640,195840
ORD-2024-004969,13/09/2024,CUS-01513,PRD-0057,Honeywell Semolina 1kg x10,16,18040,288640
ORD-2024-004972,13/09/2024,CUS-01077,PRD-0061,Gino Tomato Paste 70g x50,20,16320,326400
ORD-2024-004974,13/09/2024,CUS-02296,PRD-0069,Maggi Crayfish 100x4g x12,9,17210,154890
ORD-2024-004982,13/09/2024,CUS-00534,PRD-0088,Golden Penny Noodles 70g x40,3,15290,45870
ORD-2024-004987,13/09/2024,CUS-00071,PRD-0090,Dano Milk Refill 360g x12,28,37690,1055320
ORD-2024-004988,13/09/2024,CUS-01999,PRD-0090,Dano Milk Refill 360g x12,16,37690,603040
ORD-2024-004995,13/09/2024,CUS-02078,PRD-0091,Omo Multi-Active 900g x12,13,27010,351130
ORD-2024-004998,13/09/2024,CUS-01289,PRD-0100,Jik Bleach 500ml x24,4,20780,83120
ORD-2024-005014,13/09/2024,CUS-00610,PRD-0131,Close-Up Red Hot 140g x36,7,31140,217980
ORD-2024-005020,13/09/2024,CUS-02310,PRD-0151,Molfix Diapers 44pc x4  ,5,42840,214200
ORD-2024-005027,13/09/2024,CUS-01850,PRD-0161,Irish Spring 105g x48,26,32640,848640
ORD-2024-005029,13/09/2024,CUS-00546,PRD-0162,Cussons Baby Jelly 200ml x24,8,28900,231200
ORD-2024-005032,13/09/2024,CUS-01017,PRD-0164,My My Powder 250g x24,4,19920,79680
ORD-2024-005045,14/09/2024,CUS-01076,PRD-0048,Golden Penny Flour 2kg x5,19,16870,320530
ORD-2024-005052,14/09/2024,CUS-02044,PRD-0060,Geisha Mackerel 155g x50,3,57540,172620
ORD-2024-005054,14/09/2024,CUS-01348,PRD-0064,Devon Kings Oil 3L x4,17,36350,617950
ORD-2024-005063,14/09/2024,CUS-01330,PRD-0090,Dano Milk Refill 360g x12,8,37690,301520
ORD-2024-005064,14/09/2024,CUS-00125,PRD-0090,Dano Milk Refill 360g x12,6,37690,226140
ORD-2024-005065,14/09/2024,CUS-00361,PRD-0090,Dano Milk Refill 360g x12,1,37690,37690
ORD-2024-005070,14/09/2024,CUS-00197,PRD-0118,Duck Toilet Gel 500ml x12,13,23110,300430
ORD-2024-005078,14/09/2024,CUS-01494,PRD-0151,Molfix Diapers 44pc x4,3,42840,128520
ORD-2024-005094,15/09/2024,CUS-00873,PRD-0001,Coca-Cola 50cl PET x12,11,4970,54670
ORD-2024-005096,15/09/2024,CUS-02196,PRD-0020,Three Crowns Evap 160g x48,9,29210,262890
ORD-2024-005103,15/09/2024,CUS-00166,PRD-0037,Vitamilk Soy 30cl x24,19,25650,487350
ORD-2024-005107,15/09/2024,CUS-00158,PRD-0060,Geisha Mackerel 155g x50,4,57540,230160
ORD-2024-005110,15/09/2024,CUS-00187,PRD-0086,Blue Band Spread 450g x12,12,28180,338160
ORD-2024-005112,15/09/2024,CUS-02169,PRD-0090,Dano Milk Refill 360g x12,7,37690,263830
ORD-2024-005115,15/09/2024,CUS-01446,PRD-0100,Jik Bleach 500ml x24,11,20780,228580
ORD-2024-005116,15/09/2024,CUS-00654,PRD-0102,Izal Disinfectant 500ml x12,45,17050,767250
ORD-2024-005117,15/09/2024,CUS-00239,PRD-0102,Izal Disinfectant 500ml x12,13,17050,221650
ORD-2024-005121,15/09/2024,CUS-00946,PRD-0135,Lux Soap 170g x48  ,5,32900,164500
ORD-2024-005143,16/09/2024,CUS-01331,PRD-0035,Frutta Juice 1L x12,9,13660,122940
ORD-2024-005155,16/09/2024,CUS-00168,PRD-0072,Honey Beans (Oloyin) 2kg x10,18,42600,766800
ORD-2024-005157,16/09/2024,CUS-01483,PRD-0077,Checkers Custard 2kg x6,1,31120,31120
ORD-2024-005171,16/09/2024,CUS-02388,PRD-0090,Dano Milk Refill 360g x12,5,37690,188450
ORD-2024-005172,16/09/2024,CUS-00177,PRD-0090,Dano Milk Refill 360g x12,4,37690,150760
ORD-2024-005173,16/09/2024,CUS-01533,PRD-0090,Dano Milk Refill 360g x12,15,37690,565350
ORD-2024-005179,16/09/2024,CUS-00859,PRD-0091,Omo Multi-Active 900g x12,4,27010,108040
ORD-2024-005185,16/09/2024,CUS-01905,PRD-0102,Izal Disinfectant 500ml x12,6,17050,102300
ORD-2024-005188,16/09/2024,CUS-00257,PRD-0109,Air Wick Freshener 300ml x12,7,30700,214900
ORD-2024-005194,16/09/2024,CUS-00493,PRD-0121,Mop & Bucket Set x6,5,26430,132150
ORD-2024-005201,16/09/2024,CUS-01026,PRD-0135,Lux Soap 170g x48,8,32900,263200
ORD-2024-005216,16/09/2024,CUS-01339,PRD-0167,Cotton Buds 200pc x36,4,14020,56080
ORD-2024-005222,17/09/2024,CUS-02308,PRD-0016,Milo Refill 500g x12,26,42680,1109680
ORD-2024-005230,17/09/2024,CUS-00214,PRD-0039,Grand Malt 33cl x24,8,14770,118160
ORD-2024-005232,17/09/2024,CUS-01565,PRD-0047,Golden Penny Semovita 1kg x10,5,19060,95300
ORD-2024-005234,17/09/2024,CUS-00526,PRD-0050,Dangote Salt 500g x24,11,5420,59620
ORD-2024-005236,17/09/2024,CUS-02221,PRD-0057,Honeywell Semolina 1kg x10,4,18040,72160
ORD-2024-005244,17/09/2024,CUS-01068,PRD-0082,Uncle Palm Oil 1L x12,12,30730,368760
ORD-2024-005250,17/09/2024,CUS-00699,PRD-0084,Bonita Baked Beans 400g x24,8,27760,222080
ORD-2024-005251,17/09/2024,CUS-02110,PRD-0086,Blue Band Spread 450g x12,3,28180,84540
ORD-2024-005256,17/09/2024,CUS-01722,PRD-0090,Dano Milk Refill 360g x12,7,37690,263830
ORD-2024-005257,17/09/2024,CUS-01492,PRD-0090,Dano Milk Refill 360g x12,17,37690,640730
ORD-2024-005258,17/09/2024,CUS-00426,PRD-0090,Dano Milk Refill 360g x12,8,37690,301520
ORD-2024-005264,17/09/2024,CUS-01250,PRD-0098,Mama Lemon 750ml x12,10,15320,153200
ORD-2024-005286,17/09/2024,CUS-01569,PRD-0141,Vaseline Blue Seal 250ml x24,5,38600,193000
ORD-2024-005298,17/09/2024,CUS-00303,PRD-0156,ORS Relaxer Kit x12,25,58570,1464250
ORD-2024-005301,17/09/2024,CUS-00507,PRD-0165,Robb Ointment 23ml x48,35,23380,818300
ORD-2024-005309,18/09/2024,CUS-01250,PRD-0007,Chivita 100% Orange 1L x12,12,17070,204840
ORD-2024-005310,18/09/2024,CUS-00866,PRD-0007,Chivita 100% Orange 1L x12,4,17070,68280
ORD-2024-005336,18/09/2024,CUS-00908,PRD-0077,Checkers Custard 2kg x6,4,31120,124480
ORD-2024-005337,18/09/2024,CUS-00730,PRD-0079,Golden Morn 900g x10,8,46870,374960
ORD-2024-005340,18/09/2024,CUS-00757,PRD-0086,Blue Band Spread 450g x12,8,28180,225440
ORD-2024-005353,18/09/2024,CUS-01320,PRD-0110,Glade Air Freshener 300ml x12,9,30350,273150
ORD-2024-005355,18/09/2024,CUS-00578,PRD-0113,Zip Detergent Sachet 60x40g,6,10420,62520
ORD-2024-005366,18/09/2024,CUS-00125,PRD-0123,Ola Candles 6pk x24,62,14410,893420
ORD-2024-005367,18/09/2024,CUS-00304,PRD-0123,Ola Candles 6pk x24,15,14410,216150
ORD-2024-005368,18/09/2024,CUS-00791,PRD-0125,Insecticide Coil 10pk x30,31,15380,476780
ORD-2024-005372,18/09/2024,CUS-01380,PRD-0127,Starch Spray 300ml x12,8,16760,134080
ORD-2024-005379,18/09/2024,CUS-00742,PRD-0151,Molfix Diapers 44pc x4,10,42840,428400
ORD-2024-005393,19/09/2024,CUS-01575,PRD-0001,Coca-Cola 50cl PET x12,5,4970,24850
ORD-2024-005404,19/09/2024,CUS-00769,PRD-0046,Golden Penny Spaghetti 500g x20,5,17360,86800
ORD-2024-005437,19/09/2024,CUS-02403,PRD-0100,Jik Bleach 500ml x24,4,20780,83120
ORD-2024-005443,19/09/2024,CUS-01442,PRD-0118,Duck Toilet Gel 500ml x12,1,23110,23110
ORD-2024-005455,19/09/2024,CUS-00797,PRD-0154,Dax Hair Pomade 213g x24,13,42470,552110
ORD-2024-005459,19/09/2024,CUS-01407,PRD-0163,Cussons Baby Powder 200g x24,3,27790,83370
ORD-2024-005469,20/09/2024,CUS-02368,PRD-0018,Peak Milk Powder 400g Tin x12,8,62570,500560
ORD-2024-005481,20/09/2024,CUS-00533,PRD-0064,Devon Kings Oil 3L x4,8,36350,290800
ORD-2024-005486,20/09/2024,CUS-01847,PRD-0076,Ola-Ola Poundo 0.9kg x12  ,13,28050,364650
ORD-2024-005488,20/09/2024,CUS-00380,PRD-0077,Checkers Custard 2kg x6,3,31120,93360
ORD-2024-005489,20/09/2024,CUS-00930,PRD-0080,Nasco Cornflakes 350g x12,9,23900,215100
ORD-2024-005492,20/09/2024,CUS-01539,PRD-0083,Tomato Mix Tin 400g x24,10,23690,236900
ORD-2024-005495,20/09/2024,CUS-01553,PRD-0086,Blue Band Spread 450g x12,5,28180,140900
ORD-2024-005501,20/09/2024,CUS-01520,PRD-0090,Dano Milk Refill 360g x12,9,37690,339210
ORD-2024-005502,20/09/2024,CUS-00346,PRD-0090,Dano Milk Refill 360g x12,4,37690,150760
ORD-2024-005503,20/09/2024,CUS-00530,PRD-0090,Dano Milk Refill 360g x12,4,37690,150760
ORD-2024-005506,20/09/2024,CUS-00489,PRD-0101,Harpic Toilet Cleaner 500ml x12,3,22590,67770
ORD-2024-005513,20/09/2024,CUS-00462,PRD-0118,Duck Toilet Gel 500ml x12,12,23110,277320
ORD-2024-005515,20/09/2024,CUS-00053,PRD-0120,Scrubbing Brush Heavy x24,4,14740,58960
ORD-2024-005519,20/09/2024,CUS-02345,PRD-0125,Insecticide Coil 10pk x30,15,15380,230700
ORD-2024-005520,20/09/2024,CUS-02247,PRD-0125,Insecticide Coil 10pk x30,7,15380,107660
ORD-2024-005521,20/09/2024,CUS-00700,PRD-0125,Insecticide Coil 10pk x30,17,15380,261460
ORD-2024-005528,20/09/2024,CUS-01939,PRD-0148,Molped Pads 8pc x24,5,27270,136350
ORD-2024-005529,20/09/2024,CUS-01850,PRD-0150,Huggies Gold 44pc x4,5,47850,239250
ORD-2024-005534,20/09/2024,CUS-00314,PRD-0153,Schick Razor Twin x48,6,24220,145320
ORD-2024-005550,20/09/2024,CUS-01826,PRD-0170,Shaving Powder 90g x36,7,17370,121590
ORD-2024-005556,21/09/2024,CUS-01862,PRD-0035,Frutta Juice 1L x12,10,13660,136600
ORD-2024-005557,21/09/2024,CUS-01129,PRD-0039,Grand Malt 33cl x24,14,14770,206780
ORD-2024-005564,21/09/2024,CUS-00493,PRD-0063,Sonia Tomato Paste 70g x50,8,15070,120560
ORD-2024-005577,21/09/2024,CUS-01245,PRD-0090,Dano Milk Refill 360g x12,2,37690,75380
ORD-2024-005583,21/09/2024,CUS-00919,PRD-0096,So Klin White 900g x12  ,4,23060,92240
ORD-2024-005587,21/09/2024,CUS-02148,PRD-0108,Rambo Insecticide 300ml x24,5,30750,153750
ORD-2024-005607,21/09/2024,CUS-00975,PRD-0163,Cussons Baby Powder 200g x24,7,27790,194530
ORD-2024-005636,22/09/2024,CUS-01294,PRD-0135,Lux Soap 170g x48,7,32900,230300
ORD-2024-005643,23/09/2024,CUS-00287,PRD-0004,Pepsi 50cl PET x12,19,4490,85310
ORD-2024-005644,23/09/2024,CUS-01216,PRD-0004,Pepsi 50cl PET x12,3,4490,13470
ORD-2024-005650,23/09/2024,CUS-01249,PRD-0009,Hollandia Yoghurt 1L x12  ,1,18390,18390
ORD-2024-005660,23/09/2024,CUS-00360,PRD-0034,Exotic Multifruit 1L x12,11,15350,168850
ORD-2024-005673,23/09/2024,CUS-00323,PRD-0058,Honeywell Wheat Meal 1kg x10,23,17980,413540
ORD-2024-005679,23/09/2024,CUS-01451,PRD-0062,Gino Pepper & Onion 70g x50,1,17890,17890
ORD-2024-005684,23/09/2024,CUS-02347,PRD-0072,Honey Beans (Oloyin) 2kg x10,10,42600,426000
ORD-2024-005692,23/09/2024,CUS-01554,PRD-0082,Uncle Palm Oil 1L x12  ,8,30730,245840
ORD-2024-005698,23/09/2024,CUS-01624,PRD-0089,Mimee Noodles 70g x40,9,13010,117090
ORD-2024-005703,23/09/2024,CUS-00928,PRD-0090,Dano Milk Refill 360g x12  ,5,37690,188450
ORD-2024-005718,23/09/2024,CUS-01140,PRD-0100,Jik Bleach 500ml x24,5,20780,103900
ORD-2024-005723,23/09/2024,CUS-01503,PRD-0108,Rambo Insecticide 300ml x24,2,30750,61500
ORD-2024-005724,23/09/2024,CUS-00472,PRD-0108,Rambo Insecticide 300ml x24  ,2,30750,61500
ORD-2024-005727,23/09/2024,CUS-01738,PRD-0118,Duck Toilet Gel 500ml x12,2,23110,46220
ORD-2024-005752,23/09/2024,CUS-02155,PRD-0156,ORS Relaxer Kit x12,2,58570,117140
ORD-2024-005753,23/09/2024,CUS-01656,PRD-0156,ORS Relaxer Kit x12,7,58570,409990
ORD-2024-005757,23/09/2024,CUS-01407,PRD-0160,Safeguard Soap 175g x48,14,32940,461160
ORD-2024-005766,24/09/2024,CUS-02327,PRD-0019,Peak Evap 160g x48,15,31240,468600
ORD-2024-005767,24/09/2024,CUS-00400,PRD-0019,Peak Evap 160g x48,1,31240,31240
ORD-2024-005774,24/09/2024,CUS-01892,PRD-0041,Smoov Chapman 40cl x12  ,6,6830,40980
ORD-2024-005786,24/09/2024,CUS-00304,PRD-0077,Checkers Custard 2kg x6,2,31120,62240
ORD-2024-005788,24/09/2024,CUS-01710,PRD-0081,Kelloggs Cornflakes 500g x10,4,42190,168760
ORD-2024-005801,24/09/2024,CUS-02372,PRD-0091,Omo Multi-Active 900g x12,6,27010,162060
ORD-2024-005804,24/09/2024,CUS-00247,PRD-0100,Jik Bleach 500ml x24  ,8,20780,166240
ORD-2024-005827,24/09/2024,CUS-02254,PRD-0151,Molfix Diapers 44pc x4,9,42840,385560
ORD-2024-005828,24/09/2024,CUS-02488,PRD-0151,Molfix Diapers 44pc x4,4,42840,171360
ORD-2024-005830,24/09/2024,CUS-01989,PRD-0160,Safeguard Soap 175g x48,2,32940,65880
ORD-2024-005846,25/09/2024,CUS-02250,PRD-0021,Cowbell Powder Sachet 60x14g,4,19390,77560
ORD-2024-005853,25/09/2024,CUS-00068,PRD-0043,Ovaltine Sachet 65x18g,8,17760,142080
ORD-2024-005856,25/09/2024,CUS-01227,PRD-0059,Titus Sardines 125g x50,7,50810,355670
ORD-2024-005858,25/09/2024,CUS-00879,PRD-0065,Power Oil 1L x12  ,9,34000,306000
ORD-2024-005870,25/09/2024,CUS-02106,PRD-0090,Dano Milk Refill 360g x12,8,37690,301520
ORD-2024-005881,25/09/2024,CUS-02006,PRD-0122,Bin Liners 50pc Roll x24,2,19140,38280
ORD-2024-005902,25/09/2024,CUS-01749,PRD-0153,Schick Razor Twin x48,12,24220,290640
ORD-2024-005905,25/09/2024,CUS-00056,PRD-0161,Irish Spring 105g x48,5,32640,163200
ORD-2024-005913,26/09/2024,CUS-00537,PRD-0007,Chivita 100% Orange 1L x12,1,17070,17070
ORD-2024-005924,26/09/2024,CUS-01810,PRD-0041,Smoov Chapman 40cl x12,8,6830,54640
ORD-2024-005930,26/09/2024,CUS-00321,PRD-0077,Checkers Custard 2kg x6,5,31120,155600
ORD-2024-005933,26/09/2024,CUS-00960,PRD-0078,Quaker Oats 500g x12,6,33720,202320
ORD-2024-005935,26/09/2024,CUS-02310,PRD-0080,Nasco Cornflakes 350g x12,7,23900,167300
ORD-2024-005947,26/09/2024,CUS-01417,PRD-0108,Rambo Insecticide 300ml x24,3,30750,92250
ORD-2024-005979,27/09/2024,CUS-00232,PRD-0007,Chivita 100% Orange 1L x12,8,17070,136560
ORD-2024-005983,27/09/2024,CUS-02410,PRD-0028,Teem Bitter Lemon 50cl x12,6,4910,29460
ORD-2024-005992,27/09/2024,CUS-01167,PRD-0055,Indomie Onion Chicken 70g x40,9,16990,152910
ORD-2024-005999,27/09/2024,CUS-02388,PRD-0076,Ola-Ola Poundo 0.9kg x12,3,28050,84150
ORD-2024-006009,27/09/2024,CUS-00133,PRD-0090,Dano Milk Refill 360g x12,17,37690,640730
ORD-2024-006030,27/09/2024,CUS-02448,PRD-0121,Mop & Bucket Set x6,3,26430,79290
ORD-2024-006040,27/09/2024,CUS-01710,PRD-0135,Lux Soap 170g x48,15,32900,493500
ORD-2024-006045,27/09/2024,CUS-01658,PRD-0141,Vaseline Blue Seal 250ml x24  ,7,38600,270200
ORD-2024-006054,27/09/2024,CUS-00430,PRD-0152,Gillette Blue II x48,4,24900,99600
ORD-2024-006069,28/09/2024,CUS-01399,PRD-0005,Eva Water 75cl x12,7,3110,21770
ORD-2024-006079,28/09/2024,CUS-01323,PRD-0051,Mama Gold Rice 5kg x4,20,43070,861400
ORD-2024-006084,28/09/2024,CUS-01927,PRD-0070,Ijebu Garri 2kg x10,11,19240,211640
ORD-2024-006087,28/09/2024,CUS-01673,PRD-0077,Checkers Custard 2kg x6,19,31120,591280
ORD-2024-006096,28/09/2024,CUS-02495,PRD-0098,Mama Lemon 750ml x12,7,15320,107240
ORD-2024-006098,28/09/2024,CUS-01448,PRD-0100,Jik Bleach 500ml x24,5,20780,103900
ORD-2024-006107,28/09/2024,CUS-00061,PRD-0123,Ola Candles 6pk x24,4,14410,57640
ORD-2024-006109,28/09/2024,CUS-01298,PRD-0125,Insecticide Coil 10pk x30,17,15380,261460
ORD-2024-006126,28/09/2024,CUS-01431,PRD-0161,Irish Spring 105g x48,8,32640,261120
ORD-2024-006127,28/09/2024,CUS-02298,PRD-0161,Irish Spring 105g x48,2,32640,65280
ORD-2024-006137,29/09/2024,CUS-00292,PRD-0090,Dano Milk Refill 360g x12,11,37690,414590
ORD-2024-006150,29/09/2024,CUS-01997,PRD-0161,Irish Spring 105g x48,12,32640,391680
ORD-2024-006153,30/09/2024,CUS-00777,PRD-0004,Pepsi 50cl PET x12,5,4490,22450
ORD-2024-006156,30/09/2024,CUS-02218,PRD-0009,Hollandia Yoghurt 1L x12,10,18390,183900
ORD-2024-006159,30/09/2024,CUS-01141,PRD-0028,Teem Bitter Lemon 50cl x12,30,4910,147300
ORD-2024-006171,30/09/2024,CUS-02498,PRD-0067,Knorr Chicken Cubes 50x8g x24,13,12380,160940
ORD-2024-006173,30/09/2024,CUS-01061,PRD-0074,Semovita 2kg x10,3,38390,115170
ORD-2024-006174,30/09/2024,CUS-01098,PRD-0075,Ayoola Poundo Yam 1.8kg x6,5,34020,170100
ORD-2024-006176,30/09/2024,CUS-02169,PRD-0076,Ola-Ola Poundo 0.9kg x12  ,2,28050,56100
ORD-2024-006178,30/09/2024,CUS-01211,PRD-0077,Checkers Custard 2kg x6,5,31120,155600
ORD-2024-006187,30/09/2024,CUS-00963,PRD-0090,Dano Milk Refill 360g x12,8,37690,301520
ORD-2024-006196,30/09/2024,CUS-00537,PRD-0100,Jik Bleach 500ml x24  ,4,20780,83120
ORD-2024-006219,30/09/2024,CUS-01370,PRD-0150,Huggies Gold 44pc x4,3,47850,143550
ORD-2024-006227,30/09/2024,CUS-01548,PRD-0160,Safeguard Soap 175g x48,1,32940,32940
ORD-2024-006234,01/10/2024,CUS-01948,PRD-0007,Chivita 100% Orange 1L x12,7,17070,119490
ORD-2024-006239,01/10/2024,CUS-01035,PRD-0027,Bigi Chapman 60cl x12,12,4920,59040
ORD-2024-006251,01/10/2024,CUS-02425,PRD-0077,Checkers Custard 2kg x6,8,31120,248960
ORD-2024-006263,01/10/2024,CUS-01320,PRD-0090,Dano Milk Refill 360g x12,17,37690,640730
ORD-2024-006271,01/10/2024,CUS-01711,PRD-0097,Morning Fresh 500ml x12,7,21780,152460
ORD-2024-006272,01/10/2024,CUS-00069,PRD-0100,Jik Bleach 500ml x24,5,20780,103900
ORD-2024-006274,01/10/2024,CUS-02390,PRD-0108,Rambo Insecticide 300ml x24,9,30750,276750
ORD-2024-006276,01/10/2024,CUS-02034,PRD-0115,Canoe Bar Soap 190g x48,8,21210,169680
ORD-2024-006283,01/10/2024,CUS-01202,PRD-0125,Insecticide Coil 10pk x30,9,15380,138420
ORD-2024-006287,01/10/2024,CUS-01161,PRD-0126,Fabric Softener 1L x12,6,29270,175620
ORD-2024-006291,01/10/2024,CUS-01573,PRD-0136,Dove Beauty Bar 135g x48  ,10,54950,549500
ORD-2024-006295,01/10/2024,CUS-01362,PRD-0146,Nivea Roll-On 50ml x24,10,34820,348200
ORD-2024-006296,01/10/2024,CUS-00354,PRD-0147,Always Ultra 8pads x24,29,32330,937570
ORD-2024-006309,01/10/2024,CUS-00742,PRD-0157,Venus Hair Cream 260ml x12,4,24810,99240
ORD-2024-006332,02/10/2024,CUS-00569,PRD-0039,Grand Malt 33cl x24,11,14770,162470
ORD-2024-006333,02/10/2024,CUS-01751,PRD-0039,Grand Malt 33cl x24  ,4,14770,59080
ORD-2024-006337,02/10/2024,CUS-00363,PRD-0050,Dangote Salt 500g x24,1,5420,5420
ORD-2024-006338,02/10/2024,CUS-00529,PRD-0051,Mama Gold Rice 5kg x4,10,43070,430700
ORD-2024-006339,02/10/2024,CUS-01928,PRD-0057,Honeywell Semolina 1kg x10,7,18040,126280
ORD-2024-006342,02/10/2024,CUS-02192,PRD-0065,Power Oil 1L x12,6,34000,204000
ORD-2024-006345,02/10/2024,CUS-00247,PRD-0076,Ola-Ola Poundo 0.9kg x12,2,28050,56100
ORD-2024-006346,02/10/2024,CUS-01132,PRD-0077,Checkers Custard 2kg x6,4,31120,124480
ORD-2024-006349,02/10/2024,CUS-00430,PRD-0083,Tomato Mix Tin 400g x24,2,23690,47380
ORD-2024-006353,02/10/2024,CUS-00737,PRD-0086,Blue Band Spread 450g x12,9,28180,253620
ORD-2024-006359,02/10/2024,CUS-00871,PRD-0090,Dano Milk Refill 360g x12,5,37690,188450
ORD-2024-006366,02/10/2024,CUS-01414,PRD-0092,Ariel Detergent 900g x12,12,30260,363120
ORD-2024-006372,02/10/2024,CUS-00125,PRD-0099,Hypo Bleach 500ml x24,37,14380,532060
ORD-2024-006374,02/10/2024,CUS-00493,PRD-0100,Jik Bleach 500ml x24,7,20780,145460
ORD-2024-006386,02/10/2024,CUS-00557,PRD-0127,Starch Spray 300ml x12,1,16760,16760
ORD-2024-006394,02/10/2024,CUS-02188,PRD-0150,Huggies Gold 44pc x4,6,47850,287100
ORD-2024-006395,02/10/2024,CUS-00244,PRD-0150,Huggies Gold 44pc x4,5,47850,239250
ORD-2024-006399,02/10/2024,CUS-00086,PRD-0156,ORS Relaxer Kit x12,11,58570,644270
ORD-2024-006402,02/10/2024,CUS-00706,PRD-0160,Safeguard Soap 175g x48,17,32940,559980
ORD-2024-006407,02/10/2024,CUS-01344,PRD-0163,Cussons Baby Powder 200g x24,3,27790,83370
ORD-2024-006422,03/10/2024,CUS-00189,PRD-0050,Dangote Salt 500g x24,5,5420,27100
ORD-2024-006423,03/10/2024,CUS-01241,PRD-0057,Honeywell Semolina 1kg x10,26,18040,469040
ORD-2024-006444,03/10/2024,CUS-02396,PRD-0090,Dano Milk Refill 360g x12,9,37690,339210
ORD-2024-006445,03/10/2024,CUS-00228,PRD-0090,Dano Milk Refill 360g x12,11,37690,414590
ORD-2024-006451,03/10/2024,CUS-02487,PRD-0093,Sunlight Detergent 900g x12,19,23080,438520
ORD-2024-006461,03/10/2024,CUS-01136,PRD-0120,Scrubbing Brush Heavy x24,3,14740,44220
ORD-2024-006464,03/10/2024,CUS-00869,PRD-0124,Matches Safety 10bx x48,11,8790,96690
ORD-2024-006470,03/10/2024,CUS-02148,PRD-0132,Oral-B Toothpaste 140g x36,17,38360,652120
ORD-2024-006479,03/10/2024,CUS-02033,PRD-0142,Nivea Body Lotion 400ml x12,3,52030,156090
ORD-2024-006482,03/10/2024,CUS-01030,PRD-0145,Rexona Roll-On 50ml x24,6,31800,190800
ORD-2024-006502,04/10/2024,CUS-00423,PRD-0004,Pepsi 50cl PET x12,1,4490,4490
ORD-2024-006510,04/10/2024,CUS-01418,PRD-0018,Peak Milk Powder 400g Tin x12,5,62570,312850
ORD-2024-006512,04/10/2024,CUS-00430,PRD-0031,Power Horse 25cl x24,8,36660,293280
ORD-2024-006514,04/10/2024,CUS-00423,PRD-0035,Frutta Juice 1L x12,13,13660,177580
ORD-2024-006515,04/10/2024,CUS-01107,PRD-0041,Smoov Chapman 40cl x12,3,6830,20490
ORD-2024-006522,04/10/2024,CUS-00787,PRD-0073,Brown Beans 2kg x10,9,37930,341370
ORD-2024-006530,04/10/2024,CUS-02468,PRD-0083,Tomato Mix Tin 400g x24,24,23690,568560
ORD-2024-006533,04/10/2024,CUS-00807,PRD-0086,Blue Band Spread 450g x12,5,28180,140900
ORD-2024-006536,04/10/2024,CUS-01757,PRD-0090,Dano Milk Refill 360g x12,7,37690,263830
