ReturnID,ReturnDate,OrderID,CustomerID,ProductID,WarehouseID,QtyReturned,Reason
RET-00261,2026-05-06,ORD-2026-049340,CUS-00996,PRD-0082,WH-PHC,7,Damaged in transit
RET-00262,2025-09-08,ORD-2025-031145,CUS-02364,PRD-0142,WH-LAG2,1,Wrong item
RET-00263,2025-04-05,ORD-2025-020740,CUS-02470,PRD-0077,WH-LAG2,2,Wrong item
RET-00264,2026-03-31,ORD-2026-047047,CUS-01681,PRD-0156,WH-LAG1,1,Near expiry
RET-00265,2024-08-10,ORD-2024-001936,CUS-00091,PRD-0025,WH-LAG1,18,Damaged in transit
RET-00266,2026-04-29,ORD-2026-049092,CUS-01086,PRD-0111,WH-IBD,2,Near expiry
RET-00267,2025-08-21,ORD-2025-029670,CUS-02445,PRD-0098,WH-LAG2,1,Near expiry
RET-00268,2024-10-17,ORD-2024-006877,CUS-01419,PRD-0156,WH-LAG1,8,Customer overstock
RET-00269,2026-02-05,ORD-2026-043682,CUS-01103,PRD-0004,WH-LAG1,1,Customer overstock
RET-00270,2024-07-14,ORD-2024-000176,CUS-02077,PRD-0085,WH-LAG2,10,Customer overstock
RET-00271,2025-08-07,ORD-2025-028990,CUS-02243,PRD-0090,WH-ABJ,3,Wrong item
RET-00272,2024-11-28,ORD-2024-010865,CUS-01112,PRD-0118,WH-ABJ,6,Wrong item
RET-00273,2025-02-07,ORD-2025-016660,CUS-00781,PRD-0125,WH-LAG1,2,Wrong item
RET-00274,2026-04-08,ORD-2026-047173,CUS-01421,PRD-0123,WH-LAG1,7,Wrong item
RET-00275,2024-07-21,ORD-2024-000665,CUS-00556,PRD-0142,WH-IBD,1,Near expiry
RET-00276,2025-01-23,ORD-2025-015961,CUS-01076,PRD-0109,WH-LAG1,2,Damaged in transit
RET-00277,2024-08-24,ORD-2024-003134,CUS-00653,PRD-0090,WH-LAG1,7,Customer overstock
RET-00278,2025-12-10,ORD-2025-037954,CUS-00426,PRD-0108,WH-IBD,4,Damaged in transit
RET-00279,2025-10-11,ORD-2025-033837,CUS-00817,PRD-0090,WH-LAG1,3,Near expiry
RET-00280,2024-10-04,ORD-2024-006101,CUS-02407,PRD-0105,WH-PHC,1,Damaged in transit
RET-00281,2025-01-13,ORD-2025-014917,CUS-01931,PRD-0105,WH-LAG1,11,Near expiry
RET-00282,2025-01-01,ORD-2024-013378,CUS-01819,PRD-0100,WH-LAG1,1,Wrong item
RET-00283,2026-01-28,ORD-2026-042798,CUS-01611,PRD-0121,WH-LAG1,5,Wrong item
RET-00284,2025-04-30,ORD-2025-022094,CUS-02393,PRD-0090,WH-LAG2,4,Near expiry
RET-00285,2026-02-14,ORD-2026-044172,CUS-01116,PRD-0098,WH-LAG1,4,Wrong item
RET-00286,2024-08-20,ORD-2024-003053,CUS-02030,PRD-0049,WH-IBD,1,Damaged in transit
RET-00287,2024-10-05,ORD-2024-006524,CUS-01417,PRD-0076,WH-LAG1,2,Damaged in transit
RET-00288,2024-11-02,ORD-2024-008340,CUS-02387,PRD-0016,WH-PHC,2,Wrong item
RET-00289,2025-11-14,ORD-2025-035945,CUS-02398,PRD-0007,WH-LAG1,1,Damaged in transit
RET-00290,2024-07-30,ORD-2024-001639,CUS-00806,PRD-0086,WH-ABJ,2,Near expiry
RET-00291,2025-02-15,ORD-2025-016731,CUS-02019,PRD-0161,WH-LAG1,5,Damaged in transit
RET-00292,2025-08-09,ORD-2025-028900,CUS-02101,PRD-0009,WH-LAG1,4,Wrong item
RET-00293,2025-11-01,ORD-2025-035007,CUS-00243,PRD-0004,WH-LAG2,3,Near expiry
RET-00294,2026-02-08,ORD-2026-043495,CUS-00145,PRD-0098,WH-LAG1,1,Damaged in transit
RET-00295,2024-08-24,ORD-2024-002935,CUS-01542,PRD-0090,WH-LAG1,21,Customer overstock
RET-00296,2025-10-10,ORD-2025-033415,CUS-01192,PRD-0105,WH-LAG1,3,Wrong item
RET-00297,2025-05-11,ORD-2025-023337,CUS-00495,PRD-0090,WH-LAG1,3,Wrong item
RET-00298,2026-05-08,ORD-2026-050079,CUS-01466,PRD-0161,WH-PHC,2,Wrong item
RET-00299,2024-12-16,ORD-2024-012111,CUS-02445,PRD-0125,WH-LAG1,12,Customer overstock
RET-00300,2024-10-04,ORD-2024-005714,CUS-00194,PRD-0098,WH-LAG1,7,Customer overstock
RET-00301,2025-11-12,ORD-2025-036343,CUS-00192,PRD-0048,WH-LAG1,2,Customer overstock
RET-00302,2026-05-28,ORD-2026-051625,CUS-02110,PRD-0100,WH-LAG1,1,Near expiry
RET-00303,2025-10-05,ORD-2025-032855,CUS-01562,PRD-0160,WH-LAG1,1,Customer overstock
RET-00304,2026-04-29,ORD-2026-049336,CUS-02193,PRD-0077,WH-ABJ,5,Damaged in transit
RET-00305,2026-04-08,ORD-2026-047353,CUS-01625,PRD-0012,WH-LAG2,3,Customer overstock
RET-00306,2025-07-23,ORD-2025-028388,CUS-02438,PRD-0031,WH-LAG2,26,Wrong item
RET-00307,2025-01-27,ORD-2025-015855,CUS-01839,PRD-0005,WH-LAG1,8,Near expiry
RET-00308,2024-07-04,ORD-2024-000075,CUS-01962,PRD-0151,WH-IBD,3,Customer overstock
RET-00309,2026-02-24,ORD-2026-044706,CUS-00961,PRD-0161,WH-LAG1,4,Near expiry
RET-00310,2024-12-30,ORD-2024-013321,CUS-00166,PRD-0026,WH-LAG2,1,Near expiry
RET-00311,2025-10-22,ORD-2025-034264,CUS-01826,PRD-0067,WH-LAG1,5,Damaged in transit
RET-00312,2025-12-06,ORD-2025-037563,CUS-02214,PRD-0120,WH-PHC,2,Near expiry
RET-00313,2026-04-02,ORD-2026-046951,CUS-01880,PRD-0132,WH-PHC,4,Near expiry
RET-00314,2025-11-28,ORD-2025-037224,CUS-02339,PRD-0070,WH-PHC,7,Damaged in transit
RET-00315,2024-12-19,ORD-2024-012064,CUS-01047,PRD-0082,WH-ABJ,13,Damaged in transit
RET-00316,2026-01-25,ORD-2026-042350,CUS-00995,PRD-0142,WH-ABJ,4,Damaged in transit
RET-00317,2025-09-27,ORD-2025-032410,CUS-00778,PRD-0083,WH-ABJ,3,Damaged in transit
RET-00318,2026-04-13,ORD-2026-047608,CUS-01319,PRD-0031,WH-PHC,7,Near expiry
RET-00319,2025-06-26,ORD-2025-026055,CUS-02374,PRD-0061,WH-LAG2,2,Customer overstock
RET-00320,2025-06-10,ORD-2025-025500,CUS-01439,PRD-0060,WH-IBD,5,Customer overstock
RET-00321,2024-12-18,ORD-2024-012639,CUS-02460,PRD-0121,WH-LAG1,1,Near expiry
RET-00322,2024-10-12,ORD-2024-006211,CUS-01681,PRD-0125,WH-LAG1,12,Customer overstock
RET-00323,2024-11-25,ORD-2024-009786,CUS-02098,PRD-0046,WH-PHC,2,Customer overstock
RET-00324,2024-08-27,ORD-2024-003564,CUS-01683,PRD-0085,WH-ABJ,3,Wrong item
RET-00325,2026-04-19,ORD-2026-048683,CUS-00104,PRD-0125,WH-ABJ,1,Damaged in transit
RET-00326,2026-06-19,ORD-2026-053135,CUS-00049,PRD-0057,WH-LAG1,15,Damaged in transit
RET-00327,2026-07-02,ORD-2026-053660,CUS-02390,PRD-0165,WH-LAG1,2,Wrong item
RET-00328,2025-01-04,ORD-2024-013580,CUS-00072,PRD-0004,WH-PHC,9,Near expiry
RET-00329,2025-02-09,ORD-2025-016601,CUS-01161,PRD-0077,WH-LAG1,1,Wrong item
RET-00330,2025-07-06,ORD-2025-027071,CUS-00071,PRD-0039,WH-LAG2,1,Damaged in transit
RET-00331,2025-09-19,ORD-2025-031998,CUS-01798,PRD-0125,WH-LAG1,2,Near expiry
RET-00332,2025-02-08,ORD-2025-016862,CUS-00352,PRD-0131,WH-LAG1,1,Customer overstock
RET-00333,2025-10-22,ORD-2025-034485,CUS-01519,PRD-0121,WH-LAG1,3,Wrong item
RET-00334,2025-09-12,ORD-2025-031144,CUS-01613,PRD-0142,WH-LAG2,4,Wrong item
RET-00335,2025-04-16,ORD-2025-021464,CUS-00543,PRD-0086,WH-LAG1,7,Wrong item
RET-00336,2024-10-10,ORD-2024-006244,CUS-01618,PRD-0046,WH-LAG1,1,Damaged in transit
RET-00337,2026-05-21,ORD-2026-050575,CUS-01477,PRD-0135,WH-PHC,4,Damaged in transit
RET-00338,2024-12-18,ORD-2024-012238,CUS-01587,PRD-0145,WH-LAG1,1,Wrong item
RET-00339,2026-02-19,ORD-2026-044116,CUS-00755,PRD-0125,WH-LAG1,12,Damaged in transit
RET-00340,2026-01-15,ORD-2026-042219,CUS-00050,PRD-0033,WH-LAG2,2,Wrong item
RET-00341,2024-08-28,ORD-2024-003311,CUS-00471,PRD-0090,WH-PHC,2,Wrong item
RET-00342,2025-04-30,ORD-2025-022429,CUS-01534,PRD-0019,WH-LAG1,1,Wrong item
RET-00343,2025-06-14,ORD-2025-025308,CUS-01970,PRD-0108,WH-LAG2,2,Damaged in transit
RET-00344,2026-02-16,ORD-2026-043823,CUS-01342,PRD-0013,WH-LAG1,1,Customer overstock
RET-00345,2026-04-10,ORD-2026-047517,CUS-02227,PRD-0158,WH-PHC,6,Customer overstock
RET-00346,2025-12-22,ORD-2025-039197,CUS-00610,PRD-0100,WH-IBD,4,Wrong item
RET-00347,2025-06-07,ORD-2025-025286,CUS-00081,PRD-0057,WH-IBD,2,Near expiry
RET-00348,2025-06-21,ORD-2025-025505,CUS-02480,PRD-0077,WH-PHC,4,Near expiry
RET-00349,2025-07-03,ORD-2025-026902,CUS-01538,PRD-0094,WH-PHC,2,Damaged in transit
RET-00350,2025-12-21,ORD-2025-039812,CUS-01703,PRD-0101,WH-ABJ,5,Damaged in transit
RET-00351,2026-05-09,ORD-2026-049811,CUS-00343,PRD-0034,WH-LAG2,1,Near expiry
RET-00352,2026-03-27,ORD-2026-047058,CUS-00463,PRD-0004,WH-PHC,3,Damaged in transit
RET-00353,2026-03-16,ORD-2026-046150,CUS-01249,PRD-0024,WH-LAG1,10,Wrong item
RET-00354,2026-03-09,ORD-2026-045499,CUS-01030,PRD-0020,WH-LAG1,3,Wrong item
RET-00355,2025-12-28,ORD-2025-040673,CUS-00037,PRD-0039,WH-LAG2,1,Wrong item
RET-00356,2025-11-23,ORD-2025-037323,CUS-00524,PRD-0090,WH-LAG1,7,Wrong item
RET-00357,2025-03-26,ORD-2025-019416,CUS-01299,PRD-0167,WH-LAG1,1,Wrong item
RET-00358,2026-04-23,ORD-2026-048630,CUS-00657,PRD-0039,WH-ABJ,17,Customer overstock
RET-00359,2025-03-12,ORD-2025-018455,CUS-01572,PRD-0101,WH-LAG1,5,Damaged in transit
RET-00360,2025-03-16,ORD-2025-019064,CUS-00249,PRD-0072,WH-IBD,2,Customer overstock
RET-00361,2024-09-25,ORD-2024-005220,CUS-00004,PRD-0007,WH-LAG1,7,Near expiry
RET-00362,2026-05-11,ORD-2026-049952,CUS-00398,PRD-0090,WH-LAG1,2,Near expiry
RET-00363,2024-11-03,ORD-2024-008837,CUS-01556,PRD-0083,WH-LAG1,4,Near expiry
RET-00364,2026-02-15,ORD-2026-044216,CUS-00513,PRD-0064,WH-LAG1,1,Customer overstock
RET-00365,2025-07-05,ORD-2025-026476,CUS-01564,PRD-0009,WH-LAG1,18,Near expiry
RET-00366,2025-08-23,ORD-2025-030344,CUS-01433,PRD-0095,WH-LAG1,1,Customer overstock
RET-00367,2026-06-14,ORD-2026-052439,CUS-00645,PRD-0083,WH-LAG1,3,Wrong item
RET-00368,2025-04-27,ORD-2025-022286,CUS-01488,PRD-0064,WH-LAG1,5,Customer overstock
RET-00369,2025-12-29,ORD-2025-040960,CUS-01079,PRD-0108,WH-LAG1,5,Customer overstock
RET-00370,2026-05-18,ORD-2026-050251,CUS-01887,PRD-0164,WH-ABJ,2,Damaged in transit
RET-00371,2026-02-04,ORD-2026-043595,CUS-01003,PRD-0121,WH-PHC,1,Wrong item
RET-00372,2025-03-11,ORD-2025-018714,CUS-01829,PRD-0039,WH-IBD,2,Near expiry
RET-00373,2024-10-13,ORD-2024-007170,CUS-00770,PRD-0018,WH-PHC,1,Near expiry
RET-00374,2026-04-25,ORD-2026-049194,CUS-00955,PRD-0125,WH-LAG1,1,Near expiry
RET-00375,2025-11-20,ORD-2025-036253,CUS-00406,PRD-0080,WH-PHC,1,Damaged in transit
RET-00376,2026-03-20,ORD-2026-046341,CUS-01028,PRD-0086,WH-LAG1,3,Customer overstock
RET-00377,2025-12-22,ORD-2025-039815,CUS-00698,PRD-0103,WH-LAG2,3,Wrong item
RET-00378,2025-08-05,ORD-2025-028728,CUS-01471,PRD-0165,WH-PHC,2,Near expiry
RET-00379,2024-09-15,ORD-2024-005053,CUS-01759,PRD-0062,WH-IBD,5,Customer overstock
RET-00380,2025-08-10,ORD-2025-029565,CUS-00694,PRD-0004,WH-LAG2,2,Customer overstock
RET-00381,2024-08-14,ORD-2024-002344,CUS-01925,PRD-0102,WH-LAG1,5,Wrong item
RET-00382,2026-07-02,ORD-2026-053781,CUS-01339,PRD-0102,WH-LAG1,3,Damaged in transit
RET-00383,2026-03-15,ORD-2026-045470,CUS-01662,PRD-0142,WH-IBD,10,Damaged in transit
RET-00384,2026-04-29,ORD-2026-049400,CUS-01035,PRD-0156,WH-LAG1,6,Customer overstock
RET-00385,2025-05-07,ORD-2025-023088,CUS-01011,PRD-0090,WH-LAG1,9,Near expiry
RET-00386,2025-12-10,ORD-2025-038733,CUS-02138,PRD-0011,WH-PHC,3,Near expiry
RET-00387,2025-06-25,ORD-2025-026069,CUS-00269,PRD-0085,WH-LAG2,5,Near expiry
RET-00388,2026-02-13,ORD-2026-043666,CUS-00688,PRD-0147,WH-ABJ,1,Near expiry
RET-00389,2025-11-25,ORD-2025-036832,CUS-01775,PRD-0077,WH-LAG1,2,Near expiry
RET-00390,2025-10-02,ORD-2025-033250,CUS-01378,PRD-0118,WH-PHC,3,Customer overstock
RET-00391,2025-06-08,ORD-2025-025107,CUS-01177,PRD-0145,WH-ABJ,1,Wrong item
RET-00392,2024-08-01,ORD-2024-001464,CUS-00970,PRD-0027,WH-LAG1,2,Customer overstock
RET-00393,2024-12-25,ORD-2024-013357,CUS-00922,PRD-0078,WH-ABJ,6,Damaged in transit
RET-00394,2024-08-01,ORD-2024-001495,CUS-02162,PRD-0090,WH-LAG1,8,Wrong item
RET-00395,2026-07-01,ORD-2026-053453,CUS-00497,PRD-0083,WH-LAG2,7,Wrong item
RET-00396,2026-01-23,ORD-2026-042666,CUS-01355,PRD-0046,WH-LAG2,1,Near expiry
RET-00397,2025-01-03,ORD-2024-013876,CUS-00850,PRD-0090,WH-ABJ,2,Near expiry
RET-00398,2025-01-21,ORD-2025-015435,CUS-01795,PRD-0077,WH-ABJ,4,Near expiry
RET-00399,2026-05-09,ORD-2026-049993,CUS-00316,PRD-0170,WH-ABJ,10,Damaged in transit
RET-00400,2025-05-26,ORD-2025-024240,CUS-01412,PRD-0004,WH-ABJ,6,Near expiry
RET-00401,2024-07-11,ORD-2024-000310,CUS-01511,PRD-0037,WH-PHC,1,Near expiry
RET-00402,2024-12-14,ORD-2024-011435,CUS-02488,PRD-0121,WH-LAG1,2,Wrong item
RET-00403,2026-01-28,ORD-2026-042971,CUS-00443,PRD-0083,WH-LAG1,4,Damaged in transit
RET-00404,2026-03-28,ORD-2026-047196,CUS-00087,PRD-0153,WH-LAG1,7,Customer overstock
RET-00405,2025-08-21,ORD-2025-029606,CUS-02059,PRD-0162,WH-IBD,2,Customer overstock
RET-00406,2025-10-06,ORD-2025-033034,CUS-01401,PRD-0032,WH-PHC,14,Wrong item
RET-00407,2024-10-30,ORD-2024-008302,CUS-01314,PRD-0138,WH-PHC,4,Wrong item
RET-00408,2025-12-29,ORD-2025-040013,CUS-02366,PRD-0017,WH-ABJ,6,Wrong item
RET-00409,2025-01-19,ORD-2025-015225,CUS-01447,PRD-0151,WH-IBD,5,Wrong item
RET-00410,2024-08-11,ORD-2024-002651,CUS-00155,PRD-0128,WH-ABJ,2,Damaged in transit
RET-00411,2025-09-26,ORD-2025-032660,CUS-01232,PRD-0090,WH-LAG2,3,Damaged in transit
RET-00412,2025-06-28,ORD-2025-026385,CUS-01408,PRD-0058,WH-LAG1,11,Customer overstock
RET-00413,2025-04-18,ORD-2025-021218,CUS-01245,PRD-0141,WH-IBD,1,Near expiry
RET-00414,2024-12-28,ORD-2024-013359,CUS-02197,PRD-0079,WH-LAG1,4,Wrong item
RET-00415,2025-07-12,ORD-2025-027181,CUS-01161,PRD-0151,WH-LAG2,6,Damaged in transit
RET-00416,2025-02-23,ORD-2025-017929,CUS-00919,PRD-0064,WH-IBD,24,Near expiry
RET-00417,2026-06-17,ORD-2026-053010,CUS-00650,PRD-0090,WH-LAG1,4,Damaged in transit
RET-00418,2026-02-23,ORD-2026-044263,CUS-01055,PRD-0151,WH-PHC,3,Near expiry
RET-00419,2025-11-15,ORD-2025-035770,CUS-01776,PRD-0086,WH-LAG2,2,Wrong item
RET-00420,2024-08-17,ORD-2024-002879,CUS-00053,PRD-0125,WH-LAG2,3,Near expiry
RET-00421,2024-11-04,ORD-2024-008743,CUS-02225,PRD-0093,WH-ABJ,20,Damaged in transit
RET-00422,2025-11-04,ORD-2025-035550,CUS-01892,PRD-0067,WH-LAG1,5,Wrong item
RET-00423,2026-04-22,ORD-2026-048564,CUS-01553,PRD-0090,WH-LAG2,2,Near expiry
RET-00424,2026-04-29,ORD-2026-049449,CUS-01901,PRD-0117,WH-LAG1,12,Wrong item
RET-00425,2025-12-15,ORD-2025-039131,CUS-01253,PRD-0161,WH-LAG1,2,Customer overstock
RET-00426,2025-09-09,ORD-2025-031209,CUS-01229,PRD-0090,WH-LAG2,4,Customer overstock
RET-00427,2025-06-09,ORD-2025-025062,CUS-00475,PRD-0077,WH-IBD,13,Wrong item
RET-00428,2025-03-20,ORD-2025-019178,CUS-02405,PRD-0118,WH-ABJ,1,Customer overstock
RET-00429,2026-01-22,ORD-2026-042476,CUS-00055,PRD-0151,WH-ABJ,1,Customer overstock
RET-00430,2026-04-04,ORD-2026-046964,CUS-01480,PRD-0161,WH-ABJ,1,Wrong item
RET-00431,2025-05-15,ORD-2025-023496,CUS-01762,PRD-0004,WH-ABJ,8,Customer overstock
RET-00432,2025-01-29,ORD-2025-015772,CUS-00255,PRD-0165,WH-ABJ,3,Damaged in transit
RET-00433,2026-03-06,ORD-2026-044944,CUS-00402,PRD-0002,WH-IBD,3,Damaged in transit
RET-00434,2025-10-21,ORD-2025-034604,CUS-00872,PRD-0039,WH-LAG2,1,Near expiry
RET-00435,2025-03-09,ORD-2025-018561,CUS-02441,PRD-0018,WH-ABJ,20,Customer overstock
RET-00436,2025-08-26,ORD-2025-030137,CUS-01540,PRD-0135,WH-LAG1,3,Customer overstock
RET-00437,2025-11-13,ORD-2025-036606,CUS-01720,PRD-0165,WH-PHC,3,Customer overstock
RET-00438,2026-03-20,ORD-2026-046431,CUS-01625,PRD-0090,WH-LAG1,2,Damaged in transit
RET-00439,2026-03-13,ORD-2026-045390,CUS-01805,PRD-0153,WH-PHC,3,Damaged in transit
RET-00440,2026-04-30,ORD-2026-049492,CUS-02468,PRD-0060,WH-LAG1,2,Damaged in transit
RET-00441,2026-05-04,ORD-2026-049005,CUS-01481,PRD-0090,WH-PHC,4,Damaged in transit
RET-00442,2025-09-18,ORD-2025-032269,CUS-01294,PRD-0106,WH-LAG1,1,Customer overstock
RET-00443,2026-01-12,ORD-2026-041542,CUS-01557,PRD-0108,WH-ABJ,8,Wrong item
RET-00444,2025-06-22,ORD-2025-025756,CUS-01279,PRD-0081,WH-ABJ,9,Customer overstock
RET-00445,2026-04-23,ORD-2026-048592,CUS-00892,PRD-0126,WH-LAG2,7,Customer overstock
RET-00446,2026-05-13,ORD-2026-049792,CUS-00657,PRD-0136,WH-ABJ,4,Wrong item
RET-00447,2025-11-04,ORD-2025-035175,CUS-01511,PRD-0139,WH-PHC,5,Near expiry
RET-00448,2026-02-08,ORD-2026-043469,CUS-01894,PRD-0161,WH-ABJ,2,Customer overstock
RET-00449,2026-03-10,ORD-2026-045091,CUS-02270,PRD-0004,WH-LAG1,12,Wrong item
RET-00450,2025-12-25,ORD-2025-040368,CUS-01613,PRD-0090,WH-LAG1,23,Near expiry
RET-00451,2024-12-11,ORD-2024-012077,CUS-02092,PRD-0090,WH-PHC,6,Wrong item
RET-00452,2024-08-19,ORD-2024-002827,CUS-01297,PRD-0004,WH-LAG1,3,Damaged in transit
RET-00453,2024-07-21,ORD-2024-001267,CUS-00380,PRD-0090,WH-LAG1,9,Customer overstock
RET-00454,2025-07-14,ORD-2025-027629,CUS-01144,PRD-0165,WH-LAG1,2,Damaged in transit
RET-00455,2025-08-31,ORD-2025-030195,CUS-02297,PRD-0090,WH-LAG1,2,Damaged in transit
RET-00456,2024-08-04,ORD-2024-001616,CUS-02431,PRD-0018,WH-IBD,7,Near expiry
RET-00457,2026-04-25,ORD-2026-049174,CUS-02311,PRD-0090,WH-PHC,2,Customer overstock
RET-00458,2026-05-02,ORD-2026-049312,CUS-00790,PRD-0033,WH-PHC,1,Near expiry
RET-00459,2025-06-29,ORD-2025-026711,CUS-00680,PRD-0161,WH-LAG1,12,Damaged in transit
RET-00460,2025-10-14,ORD-2025-033314,CUS-00701,PRD-0083,WH-ABJ,2,Customer overstock
RET-00461,2024-11-22,ORD-2024-009557,CUS-00219,PRD-0109,WH-ABJ,3,Customer overstock
RET-00462,2024-08-03,ORD-2024-002105,CUS-02285,PRD-0085,WH-LAG1,1,Damaged in transit
RET-00463,2025-04-09,ORD-2025-020489,CUS-00559,PRD-0057,WH-LAG1,6,Customer overstock
RET-00464,2025-01-21,ORD-2025-015848,CUS-02026,PRD-0160,WH-ABJ,2,Wrong item
RET-00465,2024-12-05,ORD-2024-011285,CUS-01480,PRD-0103,WH-ABJ,4,Near expiry
RET-00466,2025-05-08,ORD-2025-022948,CUS-01591,PRD-0002,WH-LAG2,3,Customer overstock
RET-00467,2025-11-20,ORD-2025-036597,CUS-00879,PRD-0158,WH-LAG1,5,Customer overstock
RET-00468,2025-08-01,ORD-2025-028306,CUS-00774,PRD-0041,WH-LAG1,12,Near expiry
RET-00469,2024-11-07,ORD-2024-008658,CUS-01600,PRD-0103,WH-ABJ,6,Customer overstock
RET-00470,2025-06-26,ORD-2025-026604,CUS-01039,PRD-0086,WH-LAG2,4,Wrong item
RET-00471,2026-01-24,ORD-2026-042846,CUS-01854,PRD-0086,WH-LAG1,2,Damaged in transit
RET-00472,2025-12-10,ORD-2025-038171,CUS-01248,PRD-0090,WH-LAG1,2,Wrong item
RET-00473,2026-03-07,ORD-2026-045659,CUS-01501,PRD-0018,WH-IBD,2,Near expiry
RET-00474,2025-12-23,ORD-2025-040088,CUS-00646,PRD-0120,WH-LAG2,9,Wrong item
RET-00475,2025-07-24,ORD-2025-027837,CUS-00659,PRD-0033,WH-IBD,7,Customer overstock
RET-00476,2024-10-28,ORD-2024-008034,CUS-00974,PRD-0125,WH-LAG1,7,Damaged in transit
RET-00477,2026-03-18,ORD-2026-046302,CUS-01686,PRD-0145,WH-LAG1,2,Customer overstock
RET-00478,2024-12-04,ORD-2024-011119,CUS-02205,PRD-0040,WH-ABJ,4,Near expiry
RET-00479,2024-08-03,ORD-2024-001980,CUS-01861,PRD-0092,WH-LAG1,1,Damaged in transit
RET-00480,2024-07-21,ORD-2024-001126,CUS-00976,PRD-0135,WH-PHC,1,Wrong item
RET-00481,2024-10-23,ORD-2024-007262,CUS-00410,PRD-0039,WH-PHC,3,Customer overstock
RET-00482,2025-12-28,ORD-2025-040562,CUS-00098,PRD-0045,WH-LAG1,16,Near expiry
RET-00483,2025-08-14,ORD-2025-029656,CUS-00566,PRD-0076,WH-LAG2,3,Near expiry
RET-00484,2026-04-25,ORD-2026-048887,CUS-00816,PRD-0021,WH-ABJ,14,Wrong item
RET-00485,2025-12-19,ORD-2025-039722,CUS-01705,PRD-0151,WH-LAG1,8,Near expiry
RET-00486,2024-08-24,ORD-2024-003313,CUS-01194,PRD-0093,WH-LAG1,3,Wrong item
RET-00487,2026-03-16,ORD-2026-045729,CUS-00082,PRD-0128,WH-PHC,2,Near expiry
RET-00488,2025-04-30,ORD-2025-022335,CUS-02118,PRD-0165,WH-LAG2,2,Damaged in transit
RET-00489,2024-11-01,ORD-2024-007840,CUS-00067,PRD-0083,WH-LAG1,1,Damaged in transit
RET-00490,2025-10-03,ORD-2025-033147,CUS-00855,PRD-0074,WH-LAG1,1,Damaged in transit
RET-00491,2025-11-01,ORD-2025-035095,CUS-01203,PRD-0160,WH-PHC,1,Near expiry
RET-00492,2025-09-07,ORD-2025-031372,CUS-01111,PRD-0090,WH-PHC,3,Customer overstock
RET-00493,2024-09-06,ORD-2024-004086,CUS-01418,PRD-0157,WH-IBD,12,Customer overstock
RET-00494,2024-10-05,ORD-2024-005769,CUS-02383,PRD-0025,WH-PHC,4,Customer overstock
RET-00495,2026-06-17,ORD-2026-052466,CUS-00263,PRD-0122,WH-LAG1,5,Damaged in transit
RET-00496,2026-05-10,ORD-2026-049992,CUS-00314,PRD-0170,WH-IBD,2,Wrong item
RET-00497,2026-05-05,ORD-2026-049584,CUS-00479,PRD-0081,WH-LAG1,1,Customer overstock
RET-00498,2025-04-20,ORD-2025-021644,CUS-00974,PRD-0130,WH-LAG2,11,Wrong item
RET-00499,2025-03-30,ORD-2025-019766,CUS-01177,PRD-0135,WH-ABJ,1,Customer overstock
RET-00500,2025-12-21,ORD-2025-040138,CUS-01540,PRD-0011,WH-IBD,1,Customer overstock
RET-00501,2026-05-10,ORD-2026-049714,CUS-00696,PRD-0135,WH-LAG1,1,Damaged in transit
RET-00502,2024-11-16,ORD-2024-009438,CUS-00054,PRD-0131,WH-PHC,1,Customer overstock
RET-00503,2024-07-17,ORD-2024-000955,CUS-01061,PRD-0131,WH-LAG2,4,Wrong item
RET-00504,2024-12-28,ORD-2024-013410,CUS-02476,PRD-0135,WH-IBD,1,Near expiry
RET-00505,2026-04-19,ORD-2026-048183,CUS-02425,PRD-0118,WH-LAG1,3,Damaged in transit
RET-00506,2024-10-21,ORD-2024-007272,CUS-01475,PRD-0057,WH-IBD,2,Damaged in transit
RET-00507,2026-04-19,ORD-2026-048025,CUS-01310,PRD-0125,WH-IBD,4,Customer overstock
RET-00508,2025-12-09,ORD-2025-038899,CUS-02101,PRD-0072,WH-LAG1,1,Wrong item
RET-00509,2024-08-09,ORD-2024-002598,CUS-00764,PRD-0166,WH-ABJ,2,Customer overstock
RET-00510,2024-12-28,ORD-2024-013275,CUS-01552,PRD-0145,WH-LAG1,2,Near expiry
RET-00511,2024-09-09,ORD-2024-003956,CUS-02024,PRD-0023,WH-LAG2,6,Wrong item
RET-00512,2025-03-24,ORD-2025-019658,CUS-02002,PRD-0090,WH-PHC,14,Near expiry
RET-00513,2025-11-23,ORD-2025-037396,CUS-01501,PRD-0028,WH-LAG1,22,Wrong item
RET-00514,2026-04-05,ORD-2026-047708,CUS-00617,PRD-0082,WH-PHC,2,Wrong item
RET-00515,2025-10-16,ORD-2025-033829,CUS-02333,PRD-0079,WH-LAG2,9,Near expiry
RET-00516,2024-07-11,ORD-2024-000305,CUS-01581,PRD-0011,WH-PHC,13,Near expiry
RET-00517,2025-09-09,ORD-2025-031614,CUS-01838,PRD-0113,WH-ABJ,11,Near expiry
RET-00518,2026-02-09,ORD-2026-043491,CUS-00232,PRD-0090,WH-LAG1,3,Customer overstock
RET-00519,2026-06-26,ORD-2026-053621,CUS-01892,PRD-0100,WH-LAG2,3,Damaged in transit
RET-00520,2024-12-30,ORD-2024-013910,CUS-01494,PRD-0142,WH-LAG1,1,Customer overstock
RET-00521,2025-03-17,ORD-2025-019087,CUS-01954,PRD-0109,WH-ABJ,10,Wrong item
