OrderID,OrderDate,CustomerID,ProductID,Qty,UOM,UnitPrice,LineTotal
ORD-2024-012321,2024-12-11,CUS-00719,prd-0079,2.0,CARTON,468700,937400.0
ORD-2024-012336,2024-12-11,CUS-01202,prd-0090,0.67,CARTON,452280,303027.60000000003
ORD-2024-012337,2024-12-11,CUS-01689,prd-0090,0.83,CARTON,452280,375392.39999999997
ORD-2024-012344,2024-12-11,CUS-01310,prd-0098,0.5,CARTON,183840,91920.0
ORD-2024-012349,2024-12-11,CUS-00729,prd-0102,0.17,CARTON,204600,34782.0
ORD-2024-012351,2024-12-11,CUS-00118,prd-0103,9,EACH,38480,346320
ORD-2024-012352,2024-12-11,CUS-01849,prd-0103,0.67,CARTON,461760,309379.2
ORD-2024-012353,2024-12-11,CUS-00446,prd-0108,15,EACH,30750,461250
ORD-2024-012359,2024-12-11,CUS-00161,prd-0122,0.25,CARTON,459360,114840.0
ORD-2024-012362,2024-12-11,CUS-01013,prd-0125,0.1,CARTON,461400,46140.0
ORD-2024-012363,2024-12-11,CUS-00346,prd-0125,3,EACH,15380,46140
ORD-2024-012368,2024-12-11,CUS-00718,prd-0133,0.14,CARTON,1006560,140918.40000000002
ORD-2024-012372,2024-12-11,CUS-00273,prd-0142,5,EACH,52030,260150
ORD-2024-012382,2024-12-11,CUS-01716,prd-0151,1.75,CARTON,171360,299880.0
ORD-2024-012383,2024-12-11,CUS-01030,prd-0151,4.75,CARTON,171360,813960.0
ORD-2024-012384,2024-12-11,CUS-01633,prd-0151,0.5,CARTON,171360,85680.0
ORD-2024-012398,2024-12-11,CUS-01796,prd-0160,4,EACH,32940,131760
ORD-2024-012404,2024-12-11,CUS-01849,prd-0161,0.35,CARTON,1566720,548352.0
ORD-2024-012405,2024-12-11,CUS-01407,prd-0161,0.17,CARTON,1566720,266342.4
ORD-2024-012414,2024-12-12,CUS-01830,prd-0005,13,EACH,3110,40430
ORD-2024-012419,2024-12-12,CUS-01675,prd-0012,1,EACH,18410,18410
ORD-2024-012426,2024-12-12,CUS-00242,prd-0030,0.17,CARTON,303000,51510.0
ORD-2024-012433,2024-12-12,CUS-00756,prd-0051,6.0,CARTON,172280,1033680.0
ORD-2024-012435,2024-12-12,CUS-01050,prd-0060,0.26,CARTON,2877000,748020.0
ORD-2024-012440,2024-12-12,CUS-02066,prd-0064,4,EACH,36350,145400
ORD-2024-012448,2024-12-12,CUS-01417,prd-0076,2.25,CARTON,336600,757350.0
ORD-2024-012456,2024-12-12,CUS-00306,prd-0083,0.54,CARTON,568560,307022.4
ORD-2024-012474,2024-12-12,CUS-01786,prd-0091,0.33,CARTON,324120,106959.6
ORD-2024-012484,2024-12-12,CUS-00579,prd-0100,0.75,CARTON,498720,374040.0
ORD-2024-012485,2024-12-12,CUS-01583,prd-0102,2.25,CARTON,204600,460350.0
ORD-2024-012493,2024-12-12,CUS-00364,prd-0118,0.25,CARTON,277320,69330.0
ORD-2024-012498,2024-12-12,CUS-02309,prd-0122,0.42,CARTON,459360,192931.19999999998
ORD-2024-012503,2024-12-12,CUS-00060,prd-0128,3.33,CARTON,123540,411388.19999999995
ORD-2024-012515,2024-12-12,CUS-01366,prd-0142,5,EACH,52030,260150
ORD-2024-012517,2024-12-12,CUS-01998,prd-0145,0.67,CARTON,763200,511344.0
ORD-2024-012527,2024-12-12,CUS-00075,prd-0151,2.25,CARTON,171360,385560.0
ORD-2024-012535,2024-12-12,CUS-01190,prd-0156,0.42,CARTON,702840,295192.8
ORD-2024-012538,2024-12-12,CUS-01747,prd-0161,4,EACH,32640,130560
ORD-2024-012556,2024-12-13,CUS-01649,prd-0011,0.42,CARTON,412080,173073.59999999998
ORD-2024-012560,2024-12-13,CUS-00900,prd-0018,13,EACH,62570,813410
ORD-2024-012561,2024-12-13,CUS-02398,prd-0018,0.42,CARTON,750840,315352.8
ORD-2024-012566,2024-12-13,CUS-02056,prd-0025,0.75,CARTON,61080,45810.0
ORD-2024-012570,2024-12-13,CUS-01789,prd-0030,0.67,CARTON,303000,203010.0
ORD-2024-012582,2024-12-13,CUS-00207,prd-0057,11,EACH,18040,198440
ORD-2024-012586,2024-12-13,CUS-00711,prd-0059,23,EACH,50810,1168630
ORD-2024-012594,2024-12-13,CUS-02103,prd-0073,0.4,CARTON,379300,151720.0
ORD-2024-012595,2024-12-13,CUS-00173,prd-0074,0.3,CARTON,383900,115170.0
ORD-2024-012598,2024-12-13,CUS-01991,prd-0076,0.42,CARTON,336600,141372.0
ORD-2024-012602,2024-12-13,CUS-00081,prd-0080,6,EACH,23900,143400
ORD-2024-012606,2024-12-13,CUS-01208,prd-0084,0.5,CARTON,666240,333120.0
ORD-2024-012610,2024-12-13,CUS-02099,prd-0086,9,EACH,28180,253620
ORD-2024-012615,2024-12-13,CUS-01632,prd-0090,0.17,CARTON,452280,76887.6
ORD-2024-012616,2024-12-13,CUS-01997,prd-0090,0.25,CARTON,452280,113070.0
ORD-2024-012623,2024-12-13,CUS-00941,prd-0094,5,EACH,22360,111800
ORD-2024-012624,2024-12-13,CUS-01076,prd-0094,0.08,CARTON,268320,21465.6
ORD-2024-012626,2024-12-13,CUS-01529,prd-0100,0.29,CARTON,498720,144628.8
ORD-2024-012632,2024-12-13,CUS-01441,prd-0109,16,EACH,30700,491200
ORD-2024-012633,2024-12-13,CUS-02216,prd-0110,8,EACH,30350,242800
ORD-2024-012644,2024-12-13,CUS-01235,prd-0125,0.1,CARTON,461400,46140.0
ORD-2024-012650,2024-12-13,CUS-01438,prd-0135,4,EACH,32900,131600
ORD-2024-012651,2024-12-13,CUS-01123,prd-0136,0.08,CARTON,2637600,211008.0
ORD-2024-012655,2024-12-13,CUS-02263,prd-0139,20,EACH,33360,667200
ORD-2024-012657,2024-12-13,CUS-01017,prd-0145,0.25,CARTON,763200,190800.0
ORD-2024-012662,2024-12-13,CUS-01576,prd-0151,3.25,CARTON,171360,556920.0
ORD-2024-012701,2024-12-14,CUS-01776,prd-0060,0.08,CARTON,2877000,230160.0
ORD-2024-012703,2024-12-14,CUS-01408,prd-0062,0.36,CARTON,894500,322020.0
ORD-2024-012709,2024-12-14,CUS-00002,prd-0080,1.33,CARTON,286800,381444.0
ORD-2024-012710,2024-12-14,CUS-01002,prd-0080,2,EACH,23900,47800
ORD-2024-012720,2024-12-14,CUS-02331,prd-0090,0.58,CARTON,452280,262322.39999999997
ORD-2024-012721,2024-12-14,CUS-00560,prd-0090,11,EACH,37690,414590
ORD-2024-012722,2024-12-14,CUS-01953,prd-0090,0.75,CARTON,452280,339210.0
ORD-2024-012735,2024-12-14,CUS-00128,prd-0111,0.06,CARTON,587520,35251.2
ORD-2024-012762,2024-12-14,CUS-02218,prd-0161,0.06,CARTON,1566720,94003.2
ORD-2024-012769,2024-12-15,CUS-01418,prd-0016,15,EACH,42680,640200
ORD-2024-012774,2024-12-15,CUS-00498,prd-0068,4,EACH,16320,65280
ORD-2024-012791,2024-12-15,CUS-01212,prd-0130,0.58,CARTON,326400,189311.99999999997
ORD-2024-012803,2024-12-15,CUS-01842,prd-0166,0.08,CARTON,1231200,98496.0
ORD-2024-012824,2024-12-16,CUS-00189,prd-0037,0.08,CARTON,615600,49248.0
ORD-2024-012826,2024-12-16,CUS-02348,prd-0039,0.42,CARTON,354480,148881.59999999998
ORD-2024-012828,2024-12-16,CUS-00264,prd-0041,2,EACH,6830,13660
ORD-2024-012829,2024-12-16,CUS-01250,prd-0042,2,EACH,26200,52400
ORD-2024-012860,2024-12-16,CUS-00662,prd-0086,0.5,CARTON,338160,169080.0
ORD-2024-012864,2024-12-16,CUS-02116,prd-0090,0.17,CARTON,452280,76887.6
ORD-2024-012871,2024-12-16,CUS-01172,prd-0093,0.25,CARTON,276960,69240.0
ORD-2024-012876,2024-12-16,CUS-01855,prd-0103,5,EACH,38480,192400
ORD-2024-012877,2024-12-16,CUS-00562,prd-0105,4,EACH,41060,164240
ORD-2024-012885,2024-12-16,CUS-01333,prd-0120,0.17,CARTON,353760,60139.200000000004
ORD-2024-012888,2024-12-16,CUS-02235,prd-0121,1.5,CARTON,158580,237870.0
ORD-2024-012891,2024-12-16,CUS-01889,prd-0125,0.17,CARTON,461400,78438.00000000001
ORD-2024-012895,2024-12-16,CUS-00242,prd-0128,2.83,CARTON,123540,349618.2
ORD-2024-012912,2024-12-16,CUS-01901,prd-0151,30,EACH,42840,1285200
ORD-2024-012917,2024-12-16,CUS-01993,prd-0156,1.17,CARTON,702840,822322.7999999999
ORD-2024-012930,2024-12-16,CUS-01957,prd-0163,7,EACH,27790,194530
ORD-2024-012946,2024-12-17,CUS-00122,prd-0018,0.33,CARTON,750840,247777.2
ORD-2024-012947,2024-12-17,CUS-01076,prd-0019,0.12,CARTON,1499520,179942.4
ORD-2024-012958,2024-12-17,CUS-02009,prd-0041,0.92,CARTON,81960,75403.20000000001
ORD-2024-012966,2024-12-17,CUS-02395,prd-0063,0.08,CARTON,753500,60280.00000000001
ORD-2024-012970,2024-12-17,CUS-01488,prd-0074,1.2,CARTON,383900,460680.0
ORD-2024-012983,2024-12-17,CUS-00581,prd-0086,0.58,CARTON,338160,196132.8
ORD-2024-012984,2024-12-17,CUS-01469,prd-0086,3.58,CARTON,338160,1210612.8
ORD-2024-012992,2024-12-17,CUS-02284,prd-0090,0.42,CARTON,452280,189957.59999999998
ORD-2024-012993,2024-12-17,CUS-00387,prd-0090,0.25,CARTON,452280,113070.0
ORD-2024-013000,2024-12-17,CUS-00115,prd-0100,19,EACH,20780,394820
ORD-2024-013001,2024-12-17,CUS-00344,prd-0102,7,EACH,17050,119350
ORD-2024-013006,2024-12-17,CUS-01517,prd-0115,14,EACH,21210,296940
ORD-2024-013021,2024-12-17,CUS-02256,prd-0136,0.46,CARTON,2637600,1213296.0
ORD-2024-013025,2024-12-17,CUS-00269,prd-0138,0.6,CARTON,1296960,778176.0
ORD-2024-013028,2024-12-17,CUS-01158,prd-0142,0.25,CARTON,624360,156090.0
ORD-2024-013035,2024-12-17,CUS-00185,prd-0151,3.0,CARTON,171360,514080.0
ORD-2024-013041,2024-12-17,CUS-00999,prd-0156,21,EACH,58570,1229970
ORD-2024-013053,2024-12-17,CUS-01131,prd-0170,0.19,CARTON,625320,118810.8
ORD-2024-013063,2024-12-18,CUS-01569,prd-0027,0.17,CARTON,59040,10036.800000000001
ORD-2024-013064,2024-12-18,CUS-00752,prd-0039,0.54,CARTON,354480,191419.2
ORD-2024-013078,2024-12-18,CUS-00721,prd-0056,7,EACH,25020,175140
ORD-2024-013084,2024-12-18,CUS-01208,prd-0064,1.25,CARTON,145400,181750.0
ORD-2024-013094,2024-12-18,CUS-01830,prd-0079,2.8,CARTON,468700,1312360.0
ORD-2024-013101,2024-12-18,CUS-02221,prd-0086,0.58,CARTON,338160,196132.8
ORD-2024-013102,2024-12-18,CUS-01129,prd-0086,0.83,CARTON,338160,280672.8
ORD-2024-013105,2024-12-18,CUS-00125,prd-0090,0.17,CARTON,452280,76887.6
ORD-2024-013106,2024-12-18,CUS-01370,prd-0090,21,EACH,37690,791490
ORD-2024-013116,2024-12-18,CUS-02180,prd-0093,0.83,CARTON,276960,229876.8
ORD-2024-013120,2024-12-18,CUS-01146,prd-0100,5,EACH,20780,103900
ORD-2024-013136,2024-12-18,CUS-01591,prd-0125,0.5,CARTON,461400,230700.0
ORD-2024-013163,2024-12-18,CUS-01734,prd-0161,12,EACH,32640,391680
ORD-2024-013183,2024-12-19,CUS-01400,prd-0008,2,EACH,16360,32720
ORD-2024-013184,2024-12-19,CUS-01408,prd-0011,11,EACH,17170,188870
ORD-2024-013189,2024-12-19,CUS-00419,prd-0016,0.17,CARTON,512160,87067.20000000001
ORD-2024-013194,2024-12-19,CUS-02028,prd-0035,5,EACH,13660,68300
ORD-2024-013198,2024-12-19,CUS-00873,prd-0051,2.25,CARTON,172280,387630.0
ORD-2024-013201,2024-12-19,CUS-01541,prd-0060,10,EACH,57540,575400
ORD-2024-013211,2024-12-19,CUS-00729,prd-0074,0.7,CARTON,383900,268730.0
ORD-2024-013213,2024-12-19,CUS-01862,prd-0077,0.67,CARTON,186720,125102.40000000001
ORD-2024-013233,2024-12-19,CUS-02059,prd-0090,0.42,CARTON,452280,189957.59999999998
ORD-2024-013234,2024-12-19,CUS-00559,prd-0090,5,EACH,37690,188450
ORD-2024-013239,2024-12-19,CUS-01521,prd-0100,0.12,CARTON,498720,59846.399999999994
ORD-2024-013252,2024-12-19,CUS-00389,prd-0113,0.23,CARTON,625200,143796.0
ORD-2024-013259,2024-12-19,CUS-02106,prd-0121,0.83,CARTON,158580,131621.4
ORD-2024-013266,2024-12-19,CUS-00077,prd-0125,7,EACH,15380,107660
ORD-2024-013273,2024-12-19,CUS-01220,prd-0141,0.21,CARTON,926400,194544.0
ORD-2024-013283,2024-12-19,CUS-01446,prd-0151,1.0,CARTON,171360,171360.0
ORD-2024-013284,2024-12-19,CUS-00989,prd-0151,2.5,CARTON,171360,428400.0
ORD-2024-013309,2024-12-20,CUS-02155,prd-0013,3,EACH,11970,35910
ORD-2024-013314,2024-12-20,CUS-00946,prd-0017,0.17,CARTON,476160,80947.20000000001
ORD-2024-013315,2024-12-20,CUS-02463,prd-0017,5,EACH,39680,198400
ORD-2024-013340,2024-12-20,CUS-02408,prd-0057,3,EACH,18040,54120
ORD-2024-013341,2024-12-20,CUS-00170,prd-0057,0.2,CARTON,180400,36080.0
ORD-2024-013346,2024-12-20,CUS-00676,prd-0064,1.5,CARTON,145400,218100.0
ORD-2024-013363,2024-12-20,CUS-00810,prd-0086,0.58,CARTON,338160,196132.8
ORD-2024-013369,2024-12-20,CUS-01902,prd-0090,1.33,CARTON,452280,601532.4
ORD-2024-013370,2024-12-20,CUS-02416,prd-0090,0.33,CARTON,452280,149252.40000000002
ORD-2024-013399,2024-12-20,CUS-00123,prd-0125,0.37,CARTON,461400,170718.0
ORD-2024-013410,2024-12-20,CUS-02476,prd-0135,1,EACH,32900,32900
ORD-2024-013432,2024-12-20,CUS-01307,prd-0156,0.25,CARTON,702840,175710.0
ORD-2024-013434,2024-12-20,CUS-00622,prd-0160,18,EACH,32940,592920
ORD-2024-013442,2024-12-20,CUS-00704,prd-0164,8,EACH,19920,159360
ORD-2024-013445,2024-12-21,CUS-02056,prd-0002,8,EACH,5180,41440
ORD-2024-013454,2024-12-21,CUS-00187,prd-0018,0.75,CARTON,750840,563130.0
ORD-2024-013474,2024-12-21,CUS-00118,prd-0068,4,EACH,16320,65280
ORD-2024-013475,2024-12-21,CUS-00516,prd-0072,3,EACH,42600,127800
ORD-2024-013478,2024-12-21,CUS-00232,prd-0078,1.25,CARTON,404640,505800.0
ORD-2024-013507,2024-12-21,CUS-02375,prd-0118,0.58,CARTON,277320,160845.59999999998
ORD-2024-013508,2024-12-21,CUS-01944,prd-0120,0.33,CARTON,353760,116740.79999999999
ORD-2024-013517,2024-12-21,CUS-00273,prd-0151,2.0,CARTON,171360,342720.0
ORD-2024-013530,2024-12-22,CUS-00725,prd-0004,6,EACH,4490,26940
ORD-2024-013540,2024-12-22,CUS-01932,prd-0060,4,EACH,57540,230160
ORD-2024-013567,2024-12-22,CUS-01808,prd-0142,0.83,CARTON,624360,518218.80000000005
ORD-2024-013573,2024-12-22,CUS-02327,prd-0153,0.04,CARTON,1162560,46502.4
ORD-2024-013601,2024-12-23,CUS-02170,prd-0039,7,EACH,14770,103390
ORD-2024-013616,2024-12-23,CUS-01129,prd-0061,11,EACH,16320,179520
ORD-2024-013617,2024-12-23,CUS-01027,prd-0061,1,EACH,16320,16320
ORD-2024-013622,2024-12-23,CUS-01743,prd-0062,5,EACH,17890,89450
ORD-2024-013627,2024-12-23,CUS-02453,prd-0074,2,EACH,38390,76780
ORD-2024-013630,2024-12-23,CUS-00557,prd-0076,0.42,CARTON,336600,141372.0
ORD-2024-013636,2024-12-23,CUS-01167,prd-0079,1,EACH,46870,46870
ORD-2024-013638,2024-12-23,CUS-00685,prd-0083,0.12,CARTON,568560,68227.2
ORD-2024-013652,2024-12-23,CUS-00801,prd-0090,1.25,CARTON,452280,565350.0
ORD-2024-013653,2024-12-23,CUS-00220,prd-0090,1.17,CARTON,452280,529167.6
ORD-2024-013698,2024-12-23,CUS-00467,prd-0151,2.25,CARTON,171360,385560.0
ORD-2024-013711,2024-12-23,CUS-00197,prd-0165,0.08,CARTON,1122240,89779.20000000001
ORD-2024-013713,2024-12-23,CUS-02033,prd-0166,0.23,CARTON,1231200,283176.0
ORD-2024-013720,2024-12-24,CUS-00400,prd-0018,0.75,CARTON,750840,563130.0
ORD-2024-013727,2024-12-24,CUS-02168,prd-0035,1.08,CARTON,163920,177033.6
ORD-2024-013738,2024-12-24,CUS-01861,prd-0056,8,EACH,25020,200160
ORD-2024-013740,2024-12-24,CUS-02458,prd-0060,0.04,CARTON,2877000,115080.0
ORD-2024-013762,2024-12-24,CUS-02331,prd-0090,6,EACH,37690,226140
ORD-2024-013763,2024-12-24,CUS-00474,prd-0090,0.17,CARTON,452280,76887.6
ORD-2024-013764,2024-12-24,CUS-00615,prd-0090,6,EACH,37690,226140
ORD-2024-013775,2024-12-24,CUS-01757,prd-0103,0.83,CARTON,461760,383260.8
ORD-2024-013778,2024-12-24,CUS-02060,prd-0109,14,EACH,30700,429800
ORD-2024-013780,2024-12-24,CUS-00244,prd-0111,0.23,CARTON,587520,135129.6
ORD-2024-013785,2024-12-24,CUS-01326,prd-0126,0.17,CARTON,351240,59710.8
ORD-2024-013786,2024-12-24,CUS-01725,prd-0127,2.25,CARTON,201120,452520.0
ORD-2024-013792,2024-12-24,CUS-01416,prd-0141,1,EACH,38600,38600
ORD-2024-013810,2024-12-24,CUS-00560,prd-0161,4,EACH,32640,130560
ORD-2024-013811,2024-12-24,CUS-00766,prd-0161,4,EACH,32640,130560
ORD-2024-013822,2024-12-25,CUS-00736,prd-0008,0.17,CARTON,196320,33374.4
ORD-2024-013824,2024-12-25,CUS-01979,prd-0012,0.29,CARTON,441840,128133.59999999999
ORD-2024-013838,2024-12-25,CUS-01136,prd-0041,0.5,CARTON,81960,40980.0
ORD-2024-013844,2024-12-25,CUS-02221,prd-0062,0.06,CARTON,894500,53669.99999999999
ORD-2024-013850,2024-12-25,CUS-02049,prd-0072,9,EACH,42600,383400
ORD-2024-013856,2024-12-25,CUS-00868,prd-0081,13,EACH,42190,548470
ORD-2024-013861,2024-12-25,CUS-00351,prd-0083,0.17,CARTON,568560,96655.20000000001
ORD-2024-013871,2024-12-25,CUS-01078,prd-0090,0.33,CARTON,452280,149252.40000000002
ORD-2024-013872,2024-12-25,CUS-02165,prd-0090,0.25,CARTON,452280,113070.0
ORD-2024-013873,2024-12-25,CUS-00855,prd-0090,1.58,CARTON,452280,714602.4
ORD-2024-013884,2024-12-25,CUS-02351,prd-0100,0.38,CARTON,498720,189513.6
ORD-2024-013887,2024-12-25,CUS-01597,prd-0102,0.25,CARTON,204600,51150.0
ORD-2024-013892,2024-12-25,CUS-01153,prd-0114,0.42,CARTON,188760,79279.2
ORD-2024-013894,2024-12-25,CUS-00249,prd-0120,0.21,CARTON,353760,74289.6
ORD-2024-013903,2024-12-25,CUS-00507,prd-0131,8,EACH,31140,249120
ORD-2024-013911,2024-12-25,CUS-01892,prd-0142,14,EACH,52030,728420
ORD-2024-013912,2024-12-25,CUS-00207,prd-0143,0.58,CARTON,583680,338534.39999999997
ORD-2024-013915,2024-12-25,CUS-01599,prd-0151,4.75,CARTON,171360,813960.0
ORD-2024-013918,2024-12-25,CUS-01424,prd-0153,0.1,CARTON,1162560,116256.0
ORD-2024-013922,2024-12-25,CUS-00261,prd-0156,1.0,CARTON,702840,702840.0
ORD-2024-013929,2024-12-25,CUS-00529,prd-0165,0.12,CARTON,1122240,134668.8
ORD-2024-013940,2024-12-26,CUS-01541,prd-0016,0.67,CARTON,512160,343147.2
ORD-2024-013942,2024-12-26,CUS-02371,prd-0018,0.5,CARTON,750840,375420.0
ORD-2024-013965,2024-12-26,CUS-00005,prd-0051,0.25,CARTON,172280,43070.0
ORD-2024-013968,2024-12-26,CUS-01886,prd-0057,12,EACH,18040,216480
ORD-2024-013974,2024-12-26,CUS-01625,prd-0063,0.06,CARTON,753500,45210.0
ORD-2024-013988,2024-12-26,CUS-00804,prd-0083,0.42,CARTON,568560,238795.19999999998
ORD-2024-013990,2024-12-26,CUS-00476,prd-0084,0.42,CARTON,666240,279820.8
ORD-2024-014001,2024-12-26,CUS-00494,prd-0091,1.08,CARTON,324120,350049.60000000003
ORD-2024-014012,2024-12-26,CUS-00598,prd-0108,1.21,CARTON,738000,892980.0
ORD-2024-014020,2024-12-26,CUS-00662,prd-0122,0.62,CARTON,459360,284803.19999999995
ORD-2024-014021,2024-12-26,CUS-00539,prd-0123,0.58,CARTON,345840,200587.19999999998
ORD-2024-014022,2024-12-26,CUS-01695,prd-0123,14,EACH,14410,201740
ORD-2024-014037,2024-12-26,CUS-02289,prd-0145,0.33,CARTON,763200,251856.0
ORD-2024-014051,2024-12-26,CUS-01863,prd-0153,2,EACH,24220,48440
ORD-2024-014054,2024-12-26,CUS-00817,prd-0156,0.33,CARTON,702840,231937.2
ORD-2024-014059,2024-12-26,CUS-00999,prd-0161,8,EACH,32640,261120
ORD-2024-014062,2024-12-26,CUS-02006,prd-0165,0.12,CARTON,1122240,134668.8
ORD-2024-014099,2024-12-27,CUS-02361,prd-0061,0.26,CARTON,816000,212160.0
ORD-2024-014123,2024-12-27,CUS-00569,prd-0084,8,EACH,27760,222080
ORD-2024-014133,2024-12-27,CUS-00041,prd-0090,0.25,CARTON,452280,113070.0
ORD-2024-014134,2024-12-27,CUS-01745,prd-0090,37,EACH,37690,1394530
ORD-2024-014135,2024-12-27,CUS-00875,prd-0090,0.17,CARTON,452280,76887.6
ORD-2024-014136,2024-12-27,CUS-00935,prd-0090,0.25,CARTON,452280,113070.0
ORD-2024-014146,2024-12-27,CUS-01428,prd-0100,0.33,CARTON,498720,164577.6
ORD-2024-014147,2024-12-27,CUS-01928,prd-0100,0.08,CARTON,498720,39897.600000000006
ORD-2024-014152,2024-12-27,CUS-01291,prd-0113,0.07,CARTON,625200,43764.00000000001
ORD-2024-014155,2024-12-27,CUS-00588,prd-0118,0.08,CARTON,277320,22185.6
ORD-2024-014174,2024-12-27,CUS-00916,prd-0125,0.3,CARTON,461400,138420.0
ORD-2024-014179,2024-12-27,CUS-01596,prd-0126,2.67,CARTON,351240,937810.7999999999
ORD-2024-014182,2024-12-27,CUS-02131,prd-0142,0.83,CARTON,624360,518218.80000000005
ORD-2024-014194,2024-12-27,CUS-00303,prd-0151,3,EACH,42840,128520
ORD-2024-014198,2024-12-27,CUS-01442,prd-0156,0.33,CARTON,702840,231937.2
ORD-2024-014199,2024-12-27,CUS-00069,prd-0156,5,EACH,58570,292850
ORD-2024-014215,2024-12-27,CUS-02473,prd-0170,0.33,CARTON,625320,206355.6
ORD-2024-014217,2024-12-28,CUS-01251,prd-0004,10,EACH,4490,44900
ORD-2024-014227,2024-12-28,CUS-01928,prd-0043,5,EACH,17760,88800
ORD-2024-014235,2024-12-28,CUS-01469,prd-0057,3,EACH,18040,54120
ORD-2024-014242,2024-12-28,CUS-00031,prd-0077,1.33,CARTON,186720,248337.60000000003
ORD-2024-014248,2024-12-28,CUS-00412,prd-0084,12,EACH,27760,333120
ORD-2024-014257,2024-12-28,CUS-00584,prd-0090,0.33,CARTON,452280,149252.40000000002
ORD-2024-014263,2024-12-28,CUS-01131,prd-0098,0.08,CARTON,183840,14707.2
ORD-2024-014264,2024-12-28,CUS-00534,prd-0098,8,EACH,15320,122560
ORD-2024-014284,2024-12-28,CUS-02470,prd-0151,4.0,CARTON,171360,685440.0
ORD-2024-014290,2024-12-28,CUS-00269,prd-0161,11,EACH,32640,359040
ORD-2024-014291,2024-12-28,CUS-00580,prd-0161,0.12,CARTON,1566720,188006.4
ORD-2024-014296,2024-12-28,CUS-02374,prd-0168,0.58,CARTON,233880,135650.4
ORD-2024-014313,2024-12-29,CUS-00828,prd-0086,0.42,CARTON,338160,142027.2
ORD-2024-014321,2024-12-29,CUS-01470,prd-0104,0.17,CARTON,411120,69890.40000000001
ORD-2024-014323,2024-12-29,CUS-01470,prd-0108,0.96,CARTON,738000,708480.0
ORD-2024-014327,2024-12-29,CUS-00947,prd-0128,1.5,CARTON,123540,185310.0
ORD-2024-014331,2024-12-29,CUS-00655,prd-0144,0.83,CARTON,383880,318620.39999999997
ORD-2024-014336,2024-12-29,CUS-01065,prd-0155,22,EACH,65880,1449360
ORD-2024-014337,2024-12-29,CUS-01505,prd-0161,7,EACH,32640,228480
ORD-2024-014356,2024-12-30,CUS-01807,prd-0057,0.7,CARTON,180400,126280.0
ORD-2024-014361,2024-12-30,CUS-00332,prd-0065,0.33,CARTON,408000,134640.0
ORD-2024-014371,2024-12-30,CUS-01447,prd-0084,0.29,CARTON,666240,193209.59999999998
ORD-2024-014382,2024-12-30,CUS-00516,prd-0090,0.5,CARTON,452280,226140.0
ORD-2024-014390,2024-12-30,CUS-01086,prd-0091,4,EACH,27010,108040
ORD-2024-014394,2024-12-30,CUS-02065,prd-0097,1.0,CARTON,261360,261360.0
ORD-2024-014399,2024-12-30,CUS-01750,prd-0100,13,EACH,20780,270140
ORD-2024-014402,2024-12-30,CUS-00825,prd-0102,0.33,CARTON,204600,67518.0
ORD-2024-014419,2024-12-30,CUS-01230,prd-0123,11,EACH,14410,158510
ORD-2024-014441,2024-12-30,CUS-02364,prd-0150,19,EACH,47850,909150
ORD-2024-014444,2024-12-30,CUS-00695,prd-0152,4,EACH,24900,99600
ORD-2024-014455,2024-12-30,CUS-01601,prd-0165,0.15,CARTON,1122240,168336.0
ORD-2024-014465,2024-12-31,CUS-00203,prd-0016,0.58,CARTON,512160,297052.8
ORD-2024-014468,2024-12-31,CUS-02162,prd-0018,0.42,CARTON,750840,315352.8
ORD-2024-014488,2024-12-31,CUS-01530,prd-0062,0.06,CARTON,894500,53669.99999999999
ORD-2024-014499,2024-12-31,CUS-00889,prd-0077,2.67,CARTON,186720,498542.39999999997
ORD-2024-014508,2024-12-31,CUS-01761,prd-0086,0.33,CARTON,338160,111592.79999999999
ORD-2024-014517,2024-12-31,CUS-00897,prd-0090,2.58,CARTON,452280,1166882.4
ORD-2024-014520,2024-12-31,CUS-01051,prd-0091,0.5,CARTON,324120,162060.0
ORD-2024-014527,2024-12-31,CUS-00961,prd-0100,0.62,CARTON,498720,309206.4
ORD-2024-014544,2024-12-31,CUS-01575,prd-0125,0.17,CARTON,461400,78438.00000000001
ORD-2024-014545,2024-12-31,CUS-01540,prd-0125,5,EACH,15380,76900
ORD-2024-014546,2024-12-31,CUS-00589,prd-0125,0.23,CARTON,461400,106122.0
ORD-2024-014549,2024-12-31,CUS-01086,prd-0128,5,EACH,20590,102950
ORD-2024-014584,2024-12-31,CUS-01192,prd-0168,14,EACH,19490,272860
ORD-2025-014587,2025-01-01,CUS-00516,prd-0016,4,EACH,42680,170720
ORD-2025-014588,2025-01-01,CUS-00320,prd-0017,0.17,CARTON,476160,80947.20000000001
ORD-2025-014592,2025-01-01,CUS-01294,prd-0028,6,EACH,4910,29460
ORD-2025-014620,2025-01-01,CUS-01955,prd-0121,1.5,CARTON,158580,237870.0
ORD-2025-014630,2025-01-01,CUS-00285,prd-0151,1.0,CARTON,171360,171360.0
ORD-2025-014631,2025-01-01,CUS-01299,prd-0151,1.5,CARTON,171360,257040.0
ORD-2025-014647,2025-01-02,CUS-01258,prd-0004,10,EACH,4490,44900
ORD-2025-014657,2025-01-02,CUS-01530,prd-0040,0.33,CARTON,338400,111672.0
ORD-2025-014658,2025-01-02,CUS-01587,prd-0041,0.67,CARTON,81960,54913.200000000004
