TxnID,TxnDate,TxnType,WarehouseID,ProductID,QtyChange,Reference,EmployeeID
TXN-001386,2024-12-19,RECEIPT,WH-LAG1,PRD-0029,58,PO-2024-01152,EMP-015
TXN-001387,2024-12-19,RECEIPT,WH-LAG1,PRD-0036,65,PO-2024-01153,EMP-025
TXN-001388,2024-12-19,RECEIPT,WH-LAG1,PRD-0045,96,PO-2024-01155,EMP-010
TXN-001389,2024-12-19,RECEIPT,WH-LAG2,PRD-0114,18,PO-2024-01171,EMP-006
TXN-001390,2024-12-19,RECEIPT,WH-ABJ,PRD-0161,312,PO-2024-01180,EMP-023
TXN-001391,2024-12-19,RECEIPT,WH-ABJ,PRD-0018,103,PO-2024-01185,EMP-003
TXN-001392,2024-12-19,RECEIPT,WH-IBD,PRD-0030,22,PO-2024-01192,EMP-002
TXN-001393,2024-12-19,RECEIPT,WH-PHC,PRD-0137,80,PO-2024-01223,EMP-029
TXN-001394,2024-12-19,RECEIPT,WH-IBD,PRD-0157,67,PO-2024-01229,EMP-022
TXN-001395,2024-12-19,TRANSFER_OUT,WH-LAG2,PRD-0061,-31,TRF-00047,EMP-026
TXN-001396,2024-12-19,TRANSFER_IN,WH-LAG1,PRD-0061,31,TRF-00047,EMP-015
TXN-001397,2024-12-20,RECEIPT,WH-LAG2,PRD-0090,819,PO-2024-01119,EMP-026
TXN-001398,2024-12-20,RECEIPT,WH-LAG1,PRD-0112,41,PO-2024-01169,EMP-030
TXN-001399,2024-12-20,RECEIPT,WH-ABJ,PRD-0040,69,PO-2024-01195,EMP-023
TXN-001400,2024-12-20,RECEIPT,WH-LAG1,PRD-0053,27,PO-2024-01198,EMP-010
TXN-001401,2024-12-20,RECEIPT,WH-ABJ,PRD-0079,90,PO-2024-01207,EMP-023
TXN-001402,2024-12-20,RECEIPT,WH-LAG2,PRD-0097,28,PO-2024-01212,EMP-021
TXN-001403,2024-12-20,RECEIPT,WH-LAG1,PRD-0166,241,PO-2024-01231,EMP-015
TXN-001404,2024-12-21,RECEIPT,WH-LAG1,PRD-0013,45,PO-2024-01146,EMP-030
TXN-001405,2024-12-21,RECEIPT,WH-PHC,PRD-0135,145,PO-2024-01176,EMP-039
TXN-001406,2024-12-21,RECEIPT,WH-LAG1,PRD-0081,128,PO-2024-01208,EMP-030
TXN-001407,2024-12-21,RECEIPT,WH-IBD,PRD-0110,27,PO-2024-01218,EMP-017
TXN-001408,2024-12-21,RECEIPT,WH-IBD,PRD-0166,146,PO-2024-01232,EMP-022
TXN-001409,2024-12-22,RECEIPT,WH-ABJ,PRD-0005,99,PO-2024-01061,EMP-023
TXN-001410,2024-12-22,RECEIPT,WH-LAG1,PRD-0041,114,PO-2024-01154,EMP-025
TXN-001411,2024-12-22,RECEIPT,WH-IBD,PRD-0093,94,PO-2024-01168,EMP-002
TXN-001412,2024-12-22,RECEIPT,WH-IBD,PRD-0146,39,PO-2024-01224,EMP-012
TXN-001413,2024-12-22,TRANSFER_OUT,WH-ABJ,PRD-0018,-34,TRF-00048,EMP-003
TXN-001414,2024-12-22,TRANSFER_IN,WH-PHC,PRD-0018,34,TRF-00048,EMP-034
TXN-001415,2024-12-23,RECEIPT,WH-LAG2,PRD-0064,84,PO-2024-01072,EMP-026
TXN-001416,2024-12-23,RECEIPT,WH-LAG2,PRD-0123,77,PO-2024-01130,EMP-016
TXN-001417,2024-12-23,RECEIPT,WH-IBD,PRD-0001,39,PO-2024-01143,EMP-012
TXN-001418,2024-12-23,RECEIPT,WH-LAG1,PRD-0088,63,PO-2024-01165,EMP-020
TXN-001419,2024-12-23,RECEIPT,WH-PHC,PRD-0031,107,PO-2024-01193,EMP-009
TXN-001420,2024-12-23,RECEIPT,WH-LAG2,PRD-0039,143,PO-2024-01194,EMP-006
TXN-001421,2024-12-23,RECEIPT,WH-LAG2,PRD-0075,21,PO-2024-01204,EMP-021
TXN-001422,2024-12-23,RECEIPT,WH-LAG1,PRD-0095,43,PO-2024-01211,EMP-040
TXN-001423,2024-12-23,TRANSFER_OUT,WH-LAG1,PRD-0018,-26,TRF-00049,EMP-025
TXN-001424,2024-12-23,TRANSFER_IN,WH-PHC,PRD-0018,26,TRF-00049,EMP-009
TXN-001425,2024-12-24,RECEIPT,WH-LAG1,PRD-0160,455,PO-2024-01179,EMP-010
TXN-001426,2024-12-24,RECEIPT,WH-IBD,PRD-0022,24,PO-2024-01187,EMP-017
TXN-001427,2024-12-24,RECEIPT,WH-IBD,PRD-0060,119,PO-2024-01199,EMP-012
TXN-001428,2024-12-24,RECEIPT,WH-LAG1,PRD-0094,29,PO-2024-01209,EMP-025
TXN-001429,2024-12-24,RECEIPT,WH-ABJ,PRD-0097,28,PO-2024-01213,EMP-003
TXN-001430,2024-12-24,RECEIPT,WH-LAG1,PRD-0106,38,PO-2024-01214,EMP-035
TXN-001431,2024-12-24,RECEIPT,WH-LAG1,PRD-0116,96,PO-2024-01220,EMP-025
TXN-001432,2024-12-24,TRANSFER_OUT,WH-LAG1,PRD-0040,-26,TRF-00050,EMP-025
TXN-001433,2024-12-24,TRANSFER_IN,WH-PHC,PRD-0040,26,TRF-00050,EMP-004
TXN-001434,2024-12-25,RECEIPT,WH-LAG2,PRD-0128,58,PO-2024-01174,EMP-011
TXN-001435,2024-12-25,RECEIPT,WH-ABJ,PRD-0135,161,PO-2024-01175,EMP-018
TXN-001436,2024-12-25,RECEIPT,WH-LAG1,PRD-0007,172,PO-2024-01183,EMP-015
TXN-001437,2024-12-25,TRANSFER_OUT,WH-LAG1,PRD-0062,-29,TRF-00051,EMP-025
TXN-001438,2024-12-25,TRANSFER_IN,WH-ABJ,PRD-0062,29,TRF-00051,EMP-038
TXN-001439,2024-12-26,RECEIPT,WH-IBD,PRD-0028,51,PO-2024-01108,EMP-027
TXN-001440,2024-12-26,RECEIPT,WH-IBD,PRD-0094,23,PO-2024-01210,EMP-007
TXN-001441,2024-12-26,RECEIPT,WH-IBD,PRD-0111,84,PO-2024-01219,EMP-002
TXN-001442,2024-12-26,RECEIPT,WH-ABJ,PRD-0053,25,PO-2024-01252,EMP-008
TXN-001443,2024-12-26,RECEIPT,WH-LAG2,PRD-0138,105,PO-2024-01286,EMP-021
TXN-001444,2024-12-27,RECEIPT,WH-ABJ,PRD-0086,365,PO-2024-01118,EMP-008
TXN-001445,2024-12-27,RECEIPT,WH-LAG2,PRD-0091,104,PO-2024-01167,EMP-036
TXN-001446,2024-12-27,RECEIPT,WH-ABJ,PRD-0108,187,PO-2024-01217,EMP-023
TXN-001447,2024-12-27,RECEIPT,WH-LAG1,PRD-0150,159,PO-2024-01225,EMP-010
TXN-001448,2024-12-27,RECEIPT,WH-IBD,PRD-0150,60,PO-2024-01226,EMP-012
TXN-001449,2024-12-27,RECEIPT,WH-ABJ,PRD-0039,127,PO-2024-01245,EMP-018
TXN-001450,2024-12-27,RECEIPT,WH-PHC,PRD-0082,59,PO-2024-01266,EMP-034
TXN-001451,2024-12-27,RECEIPT,WH-ABJ,PRD-0162,70,PO-2024-01295,EMP-033
TXN-001452,2024-12-28,RECEIPT,WH-ABJ,PRD-0080,69,PO-2024-01116,EMP-003
TXN-001453,2024-12-28,RECEIPT,WH-LAG2,PRD-0078,84,PO-2024-01161,EMP-036
TXN-001454,2024-12-28,RECEIPT,WH-ABJ,PRD-0006,39,PO-2024-01182,EMP-003
TXN-001455,2024-12-28,RECEIPT,WH-IBD,PRD-0013,22,PO-2024-01184,EMP-032
TXN-001456,2024-12-28,RECEIPT,WH-IBD,PRD-0128,81,PO-2024-01222,EMP-037
TXN-001457,2024-12-28,RECEIPT,WH-LAG2,PRD-0083,190,PO-2024-01267,EMP-021
TXN-001458,2024-12-28,RECEIPT,WH-LAG2,PRD-0111,109,PO-2024-01279,EMP-031
TXN-001459,2024-12-28,RECEIPT,WH-LAG2,PRD-0165,179,PO-2024-01297,EMP-011
TXN-001460,2024-12-29,RECEIPT,WH-LAG1,PRD-0020,164,PO-2024-01186,EMP-030
TXN-001461,2024-12-29,RECEIPT,WH-LAG2,PRD-0076,92,PO-2024-01205,EMP-026
TXN-001462,2024-12-29,RECEIPT,WH-LAG2,PRD-0108,197,PO-2024-01215,EMP-011
TXN-001463,2024-12-29,RECEIPT,WH-IBD,PRD-0108,174,PO-2024-01216,EMP-032
TXN-001464,2024-12-29,RECEIPT,WH-LAG1,PRD-0154,103,PO-2024-01228,EMP-030
TXN-001465,2024-12-29,RECEIPT,WH-IBD,PRD-0051,101,PO-2024-01250,EMP-037
TXN-001466,2024-12-29,RECEIPT,WH-ABJ,PRD-0062,145,PO-2024-01254,EMP-003
TXN-001467,2024-12-29,RECEIPT,WH-LAG1,PRD-0068,289,PO-2024-01257,EMP-020
TXN-001468,2024-12-29,RECEIPT,WH-ABJ,PRD-0145,123,PO-2024-01289,EMP-008
TXN-001469,2024-12-29,RECEIPT,WH-LAG1,PRD-0164,97,PO-2024-01296,EMP-010
TXN-001470,2024-12-30,RECEIPT,WH-LAG2,PRD-0028,52,PO-2024-01107,EMP-021
TXN-001471,2024-12-30,RECEIPT,WH-LAG1,PRD-0061,184,PO-2024-01158,EMP-015
TXN-001472,2024-12-30,RECEIPT,WH-LAG1,PRD-0091,151,PO-2024-01166,EMP-010
TXN-001473,2024-12-30,RECEIPT,WH-LAG1,PRD-0118,359,PO-2024-01172,EMP-030
TXN-001474,2024-12-30,RECEIPT,WH-ABJ,PRD-0121,210,PO-2024-01173,EMP-028
TXN-001475,2024-12-30,RECEIPT,WH-ABJ,PRD-0024,43,PO-2024-01189,EMP-033
TXN-001476,2024-12-30,RECEIPT,WH-ABJ,PRD-0150,96,PO-2024-01227,EMP-008
TXN-001477,2024-12-30,RECEIPT,WH-LAG1,PRD-0163,132,PO-2024-01230,EMP-025
TXN-001478,2024-12-30,RECEIPT,WH-LAG1,PRD-0031,175,PO-2024-01243,EMP-010
TXN-001479,2024-12-30,RECEIPT,WH-ABJ,PRD-0051,98,PO-2024-01251,EMP-018
TXN-001480,2024-12-30,RECEIPT,WH-IBD,PRD-0083,166,PO-2024-01268,EMP-017
TXN-001481,2024-12-30,RECEIPT,WH-PHC,PRD-0130,45,PO-2024-01284,EMP-019
TXN-001482,2024-12-30,TRANSFER_OUT,WH-LAG1,PRD-0076,-28,TRF-00052,EMP-020
TXN-001483,2024-12-30,TRANSFER_IN,WH-IBD,PRD-0076,28,TRF-00052,EMP-022
TXN-001484,2024-12-31,RECEIPT,WH-LAG1,PRD-0017,80,PO-2024-01147,EMP-035
TXN-001485,2024-12-31,RECEIPT,WH-LAG1,PRD-0024,70,PO-2024-01188,EMP-020
TXN-001486,2024-12-31,RECEIPT,WH-IBD,PRD-0070,38,PO-2024-01201,EMP-037
TXN-001487,2024-12-31,RECEIPT,WH-IBD,PRD-0037,110,PO-2024-01244,EMP-017
TXN-001488,2024-12-31,RECEIPT,WH-IBD,PRD-0079,52,PO-2024-01263,EMP-037
TXN-001489,2024-12-31,RECEIPT,WH-LAG2,PRD-0092,38,PO-2024-01271,EMP-016
TXN-001490,2024-12-31,RECEIPT,WH-LAG1,PRD-0096,27,PO-2024-01273,EMP-020
TXN-001491,2024-12-31,RECEIPT,WH-LAG1,PRD-0156,300,PO-2024-01293,EMP-040
TXN-001492,2024-12-31,ADJUSTMENT,WH-LAG1,PRD-0091,-1,SHRINKAGE,EMP-040
TXN-001493,2024-12-31,ADJUSTMENT,WH-LAG1,PRD-0067,-1,EXPIRY,EMP-035
TXN-001494,2024-12-31,ADJUSTMENT,WH-LAG1,PRD-0134,-2,DAMAGE,EMP-040
TXN-001495,2024-12-31,ADJUSTMENT,WH-LAG1,PRD-0095,-1,EXPIRY,EMP-005
TXN-001496,2024-12-31,ADJUSTMENT,WH-LAG1,PRD-0148,-2,DAMAGE,EMP-010
TXN-001497,2024-12-31,ADJUSTMENT,WH-LAG1,PRD-0155,-1,SHRINKAGE,EMP-025
TXN-001498,2024-12-31,ADJUSTMENT,WH-LAG2,PRD-0023,-2,EXPIRY,EMP-016
TXN-001499,2024-12-31,ADJUSTMENT,WH-LAG2,PRD-0154,-1,EXPIRY,EMP-036
TXN-001500,2024-12-31,ADJUSTMENT,WH-LAG2,PRD-0104,-2,DAMAGE,EMP-036
TXN-001501,2024-12-31,ADJUSTMENT,WH-LAG2,PRD-0065,-2,SHRINKAGE,EMP-026
TXN-001502,2024-12-31,ADJUSTMENT,WH-LAG2,PRD-0069,-1,DAMAGE,EMP-016
TXN-001503,2024-12-31,ADJUSTMENT,WH-LAG2,PRD-0063,-1,EXPIRY,EMP-011
TXN-001504,2024-12-31,ADJUSTMENT,WH-LAG2,PRD-0087,-2,EXPIRY,EMP-021
TXN-001505,2024-12-31,ADJUSTMENT,WH-LAG2,PRD-0150,-1,SHRINKAGE,EMP-026
TXN-001506,2024-12-31,ADJUSTMENT,WH-IBD,PRD-0076,-2,DAMAGE,EMP-037
TXN-001507,2024-12-31,ADJUSTMENT,WH-IBD,PRD-0052,-2,EXPIRY,EMP-027
TXN-001508,2024-12-31,ADJUSTMENT,WH-IBD,PRD-0029,-1,EXPIRY,EMP-017
TXN-001509,2024-12-31,ADJUSTMENT,WH-IBD,PRD-0103,-2,EXPIRY,EMP-032
TXN-001510,2024-12-31,ADJUSTMENT,WH-ABJ,PRD-0084,-2,SHRINKAGE,EMP-038
TXN-001511,2024-12-31,ADJUSTMENT,WH-ABJ,PRD-0016,-2,SHRINKAGE,EMP-013
TXN-001512,2024-12-31,ADJUSTMENT,WH-ABJ,PRD-0106,-1,EXPIRY,EMP-023
TXN-001513,2024-12-31,ADJUSTMENT,WH-ABJ,PRD-0053,-2,EXPIRY,EMP-028
TXN-001514,2024-12-31,ADJUSTMENT,WH-ABJ,PRD-0106,-1,EXPIRY,EMP-033
TXN-001515,2024-12-31,ADJUSTMENT,WH-PHC,PRD-0107,-1,SHRINKAGE,EMP-009
TXN-001516,2024-12-31,ADJUSTMENT,WH-PHC,PRD-0025,-2,DAMAGE,EMP-014
TXN-001517,2024-12-31,ADJUSTMENT,WH-PHC,PRD-0151,-2,EXPIRY,EMP-009
TXN-001518,2024-12-31,ADJUSTMENT,WH-PHC,PRD-0017,-1,SHRINKAGE,EMP-004
TXN-001519,2025-01-01,RECEIPT,WH-LAG2,PRD-0024,39,PO-2024-01150,EMP-011
TXN-001520,2025-01-01,RECEIPT,WH-PHC,PRD-0028,51,PO-2024-01151,EMP-029
TXN-001521,2025-01-01,RECEIPT,WH-LAG1,PRD-0066,11,PO-2024-01159,EMP-040
TXN-001522,2025-01-01,RECEIPT,WH-ABJ,PRD-0155,55,PO-2024-01292,EMP-008
TXN-001523,2025-01-01,RECEIPT,WH-LAG2,PRD-0156,112,PO-2024-01294,EMP-036
TXN-001524,2025-01-02,RECEIPT,WH-ABJ,PRD-0023,99,PO-2024-01149,EMP-033
TXN-001525,2025-01-02,RECEIPT,WH-LAG1,PRD-0046,122,PO-2024-01246,EMP-015
TXN-001526,2025-01-02,RECEIPT,WH-LAG1,PRD-0104,43,PO-2024-01277,EMP-010
TXN-001527,2025-01-02,RECEIPT,WH-LAG2,PRD-0143,38,PO-2024-01287,EMP-011
TXN-001528,2025-01-02,RECEIPT,WH-ABJ,PRD-0012,48,PO-2024-01300,EMP-028
TXN-001529,2025-01-02,RECEIPT,WH-LAG1,PRD-0058,118,PO-2024-01313,EMP-005
TXN-001530,2025-01-02,RECEIPT,WH-PHC,PRD-0068,136,PO-2024-01318,EMP-009
TXN-001531,2025-01-02,RECEIPT,WH-LAG1,PRD-0109,197,PO-2024-01335,EMP-040
TXN-001532,2025-01-02,RECEIPT,WH-LAG1,PRD-0170,86,PO-2024-01350,EMP-035
TXN-001533,2025-01-03,RECEIPT,WH-ABJ,PRD-0013,32,PO-2024-01239,EMP-013
TXN-001534,2025-01-03,RECEIPT,WH-LAG2,PRD-0119,25,PO-2024-01282,EMP-001
TXN-001535,2025-01-03,RECEIPT,WH-LAG1,PRD-0131,160,PO-2024-01285,EMP-040
TXN-001536,2025-01-03,RECEIPT,WH-ABJ,PRD-0081,81,PO-2024-01320,EMP-013
TXN-001537,2025-01-03,RECEIPT,WH-PHC,PRD-0081,89,PO-2024-01321,EMP-029
TXN-001538,2025-01-03,RECEIPT,WH-IBD,PRD-0084,86,PO-2024-01322,EMP-032
TXN-001539,2025-01-03,RECEIPT,WH-LAG1,PRD-0087,26,PO-2024-01324,EMP-040
TXN-001540,2025-01-03,RECEIPT,WH-LAG2,PRD-0101,27,PO-2024-01331,EMP-036
TXN-001541,2025-01-04,RECEIPT,WH-IBD,PRD-0025,54,PO-2024-01191,EMP-002
TXN-001542,2025-01-04,RECEIPT,WH-IBD,PRD-0046,63,PO-2024-01196,EMP-017
TXN-001543,2025-01-04,RECEIPT,WH-LAG1,PRD-0064,222,PO-2024-01200,EMP-020
TXN-001544,2025-01-04,RECEIPT,WH-LAG1,PRD-0006,41,PO-2024-01236,EMP-030
TXN-001545,2025-01-04,RECEIPT,WH-LAG1,PRD-0009,45,PO-2024-01237,EMP-035
TXN-001546,2025-01-04,RECEIPT,WH-LAG1,PRD-0078,142,PO-2024-01261,EMP-005
TXN-001547,2025-01-04,RECEIPT,WH-LAG1,PRD-0098,454,PO-2024-01274,EMP-030
TXN-001548,2025-01-04,RECEIPT,WH-ABJ,PRD-0098,204,PO-2024-01275,EMP-018
TXN-001549,2025-01-04,RECEIPT,WH-ABJ,PRD-0110,40,PO-2024-01278,EMP-018
TXN-001550,2025-01-04,RECEIPT,WH-LAG1,PRD-0051,251,PO-2024-01312,EMP-020
TXN-001551,2025-01-05,RECEIPT,WH-LAG1,PRD-0090,2281,PO-2024-01270,EMP-040
TXN-001552,2025-01-05,RECEIPT,WH-PHC,PRD-0045,78,PO-2024-01310,EMP-024
TXN-001553,2025-01-05,RECEIPT,WH-LAG1,PRD-0103,189,PO-2024-01333,EMP-040
TXN-001554,2025-01-06,RECEIPT,WH-PHC,PRD-0024,34,PO-2024-01190,EMP-004
TXN-001555,2025-01-06,RECEIPT,WH-PHC,PRD-0121,118,PO-2024-01221,EMP-004
TXN-001556,2025-01-06,RECEIPT,WH-ABJ,PRD-0065,103,PO-2024-01255,EMP-018
TXN-001557,2025-01-06,RECEIPT,WH-LAG1,PRD-0070,99,PO-2024-01258,EMP-015
TXN-001558,2025-01-06,RECEIPT,WH-LAG2,PRD-0093,80,PO-2024-01272,EMP-036
TXN-001559,2025-01-06,RECEIPT,WH-LAG1,PRD-0119,41,PO-2024-01281,EMP-020
TXN-001560,2025-01-06,RECEIPT,WH-LAG1,PRD-0120,182,PO-2024-01283,EMP-030
TXN-001561,2025-01-06,RECEIPT,WH-LAG2,PRD-0144,58,PO-2024-01288,EMP-011
TXN-001562,2025-01-06,RECEIPT,WH-LAG2,PRD-0149,24,PO-2024-01290,EMP-021
TXN-001563,2025-01-06,RECEIPT,WH-ABJ,PRD-0149,29,PO-2024-01291,EMP-003
TXN-001564,2025-01-06,RECEIPT,WH-IBD,PRD-0114,20,PO-2024-01336,EMP-017
TXN-001565,2025-01-06,RECEIPT,WH-PHC,PRD-0151,640,PO-2024-01346,EMP-034
TXN-001566,2025-01-06,RECEIPT,WH-IBD,PRD-0165,121,PO-2024-01349,EMP-002
TXN-001567,2025-01-07,RECEIPT,WH-IBD,PRD-0073,22,PO-2024-01202,EMP-017
TXN-001568,2025-01-07,RECEIPT,WH-ABJ,PRD-0078,79,PO-2024-01206,EMP-008
TXN-001569,2025-01-07,RECEIPT,WH-ABJ,PRD-0003,22,PO-2024-01235,EMP-008
TXN-001570,2025-01-07,RECEIPT,WH-IBD,PRD-0076,66,PO-2024-01260,EMP-032
TXN-001571,2025-01-07,RECEIPT,WH-LAG2,PRD-0008,49,PO-2024-01298,EMP-021
TXN-001572,2025-01-07,RECEIPT,WH-ABJ,PRD-0084,109,PO-2024-01323,EMP-013
TXN-001573,2025-01-08,RECEIPT,WH-PHC,PRD-0065,110,PO-2024-01256,EMP-014
TXN-001574,2025-01-08,RECEIPT,WH-LAG1,PRD-0114,25,PO-2024-01280,EMP-035
TXN-001575,2025-01-08,RECEIPT,WH-PHC,PRD-0011,79,PO-2024-01299,EMP-004
TXN-001576,2025-01-08,RECEIPT,WH-LAG1,PRD-0033,92,PO-2024-01307,EMP-035
TXN-001577,2025-01-08,RECEIPT,WH-ABJ,PRD-0045,88,PO-2024-01309,EMP-033
TXN-001578,2025-01-08,RECEIPT,WH-LAG1,PRD-0092,72,PO-2024-01326,EMP-035
TXN-001579,2025-01-08,RECEIPT,WH-IBD,PRD-0097,26,PO-2024-01329,EMP-017
TXN-001580,2025-01-09,RECEIPT,WH-IBD,PRD-0043,70,PO-2024-01308,EMP-032
TXN-001581,2025-01-09,RECEIPT,WH-PHC,PRD-0096,20,PO-2024-01328,EMP-034
TXN-001582,2025-01-09,RECEIPT,WH-IBD,PRD-0127,30,PO-2024-01341,EMP-032
TXN-001583,2025-01-09,RECEIPT,WH-IBD,PRD-0145,77,PO-2024-01343,EMP-027
TXN-001584,2025-01-09,RECEIPT,WH-ABJ,PRD-0146,58,PO-2024-01344,EMP-008
TXN-001585,2025-01-10,RECEIPT,WH-IBD,PRD-0074,82,PO-2024-01203,EMP-012
TXN-001586,2025-01-10,RECEIPT,WH-PHC,PRD-0023,91,PO-2024-01242,EMP-014
TXN-001587,2025-01-10,RECEIPT,WH-ABJ,PRD-0126,44,PO-2024-01340,EMP-028
TXN-001588,2025-01-10,RECEIPT,WH-ABJ,PRD-0160,187,PO-2024-01347,EMP-033
TXN-001589,2025-01-10,RECEIPT,WH-LAG1,PRD-0094,42,PO-2025-01368,EMP-010
TXN-001590,2025-01-11,RECEIPT,WH-ABJ,PRD-0002,36,PO-2024-01234,EMP-023
TXN-001591,2025-01-11,RECEIPT,WH-PHC,PRD-0047,82,PO-2024-01248,EMP-019
TXN-001592,2025-01-11,RECEIPT,WH-PHC,PRD-0080,59,PO-2024-01265,EMP-039
TXN-001593,2025-01-11,RECEIPT,WH-LAG1,PRD-0099,52,PO-2024-01276,EMP-005
TXN-001594,2025-01-11,RECEIPT,WH-PHC,PRD-0141,70,PO-2024-01342,EMP-019
TXN-001595,2025-01-11,RECEIPT,WH-PHC,PRD-0149,18,PO-2024-01345,EMP-014
TXN-001596,2025-01-11,RECEIPT,WH-PHC,PRD-0161,264,PO-2024-01348,EMP-039
TXN-001597,2025-01-11,RECEIPT,WH-LAG2,PRD-0062,118,PO-2025-01360,EMP-006
TXN-001598,2025-01-12,RECEIPT,WH-ABJ,PRD-0016,101,PO-2024-01302,EMP-008
TXN-001599,2025-01-12,RECEIPT,WH-ABJ,PRD-0019,88,PO-2024-01303,EMP-018
TXN-001600,2025-01-12,RECEIPT,WH-LAG2,PRD-0050,58,PO-2024-01311,EMP-016
TXN-001601,2025-01-12,RECEIPT,WH-LAG1,PRD-0075,52,PO-2025-01362,EMP-030
TXN-001602,2025-01-12,RECEIPT,WH-PHC,PRD-0077,247,PO-2025-01364,EMP-024
TXN-001603,2025-01-12,RECEIPT,WH-LAG1,PRD-0137,114,PO-2025-01375,EMP-005
TXN-001604,2025-01-12,RECEIPT,WH-ABJ,PRD-0147,47,PO-2025-01379,EMP-028
TXN-001605,2025-01-13,RECEIPT,WH-IBD,PRD-0078,91,PO-2024-01262,EMP-002
TXN-001606,2025-01-13,RECEIPT,WH-ABJ,PRD-0093,125,PO-2024-01327,EMP-013
TXN-001607,2025-01-13,RECEIPT,WH-PHC,PRD-0108,173,PO-2024-01334,EMP-004
TXN-001608,2025-01-13,RECEIPT,WH-LAG1,PRD-0018,214,PO-2025-01352,EMP-015
TXN-001609,2025-01-13,RECEIPT,WH-PHC,PRD-0030,22,PO-2025-01355,EMP-014
TXN-001610,2025-01-13,RECEIPT,WH-ABJ,PRD-0077,275,PO-2025-01363,EMP-033
TXN-001611,2025-01-13,RECEIPT,WH-LAG1,PRD-0084,219,PO-2025-01365,EMP-035
TXN-001612,2025-01-13,RECEIPT,WH-ABJ,PRD-0140,58,PO-2025-01376,EMP-023
TXN-001613,2025-01-13,RECEIPT,WH-IBD,PRD-0170,73,PO-2025-01389,EMP-007
TXN-001614,2025-01-13,TRANSFER_OUT,WH-ABJ,PRD-0016,-33,TRF-00053,EMP-038
TXN-001615,2025-01-13,TRANSFER_IN,WH-IBD,PRD-0016,33,TRF-00053,EMP-002
TXN-001616,2025-01-14,RECEIPT,WH-LAG2,PRD-0003,21,PO-2024-01181,EMP-026
TXN-001617,2025-01-14,RECEIPT,WH-LAG2,PRD-0047,54,PO-2024-01197,EMP-031
TXN-001618,2025-01-14,RECEIPT,WH-IBD,PRD-0019,84,PO-2024-01240,EMP-012
TXN-001619,2025-01-14,RECEIPT,WH-ABJ,PRD-0061,140,PO-2024-01314,EMP-003
TXN-001620,2025-01-14,RECEIPT,WH-IBD,PRD-0072,42,PO-2024-01319,EMP-027
TXN-001621,2025-01-14,RECEIPT,WH-PHC,PRD-0008,36,PO-2025-01351,EMP-019
TXN-001622,2025-01-14,RECEIPT,WH-LAG1,PRD-0101,54,PO-2025-01370,EMP-030
TXN-001623,2025-01-14,RECEIPT,WH-IBD,PRD-0151,320,PO-2025-01381,EMP-027
TXN-001624,2025-01-15,RECEIPT,WH-ABJ,PRD-0047,65,PO-2024-01247,EMP-028
TXN-001625,2025-01-15,RECEIPT,WH-ABJ,PRD-0085,91,PO-2024-01269,EMP-018
TXN-001626,2025-01-15,RECEIPT,WH-LAG2,PRD-0098,171,PO-2024-01330,EMP-006
TXN-001627,2025-01-15,RECEIPT,WH-PHC,PRD-0142,136,PO-2025-01378,EMP-019
TXN-001628,2025-01-16,RECEIPT,WH-LAG2,PRD-0048,76,PO-2024-01249,EMP-011
TXN-001629,2025-01-16,RECEIPT,WH-IBD,PRD-0080,56,PO-2024-01264,EMP-032
TXN-001630,2025-01-16,RECEIPT,WH-LAG1,PRD-0015,80,PO-2024-01301,EMP-015
TXN-001631,2025-01-16,RECEIPT,WH-PHC,PRD-0118,101,PO-2024-01337,EMP-034
TXN-001632,2025-01-16,RECEIPT,WH-LAG1,PRD-0072,94,PO-2025-01361,EMP-035
TXN-001633,2025-01-16,RECEIPT,WH-LAG1,PRD-0105,40,PO-2025-01371,EMP-015
TXN-001634,2025-01-16,RECEIPT,WH-IBD,PRD-0105,26,PO-2025-01372,EMP-022
TXN-001635,2025-01-16,RECEIPT,WH-LAG2,PRD-0110,35,PO-2025-01373,EMP-011
TXN-001636,2025-01-16,RECEIPT,WH-LAG1,PRD-0142,314,PO-2025-01377,EMP-025
TXN-001637,2025-01-16,RECEIPT,WH-IBD,PRD-0156,130,PO-2025-01384,EMP-037
TXN-001638,2025-01-16,RECEIPT,WH-ABJ,PRD-0164,67,PO-2025-01386,EMP-018
TXN-001639,2025-01-16,RECEIPT,WH-ABJ,PRD-0138,103,PO-2025-01424,EMP-003
TXN-001640,2025-01-16,RECEIPT,WH-IBD,PRD-0140,56,PO-2025-01425,EMP-012
TXN-001641,2025-01-17,RECEIPT,WH-LAG2,PRD-0102,51,PO-2024-01332,EMP-031
TXN-001642,2025-01-17,RECEIPT,WH-PHC,PRD-0025,63,PO-2025-01354,EMP-009
TXN-001643,2025-01-17,RECEIPT,WH-LAG2,PRD-0031,119,PO-2025-01396,EMP-001
TXN-001644,2025-01-17,RECEIPT,WH-LAG2,PRD-0058,60,PO-2025-01406,EMP-026
TXN-001645,2025-01-17,RECEIPT,WH-LAG2,PRD-0077,150,PO-2025-01410,EMP-011
TXN-001646,2025-01-17,TRANSFER_OUT,WH-LAG1,PRD-0109,-48,TRF-00054,EMP-040
TXN-001647,2025-01-17,TRANSFER_IN,WH-IBD,PRD-0109,48,TRF-00054,EMP-012
