OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,LineTotal,Notes
ORD-2024-005073,2024-09-14,CUS-00129,PRD-0125,3,"15,380","46,140",
ORD-2024-005082,2024-09-14,CUS-00116,PRD-0151,5,"42,840","214,200",
ORD-2024-005090,2024-09-14,CUS-00406,PRD-0161,14,"32,640","456,960",
ORD-2024-005091,2024-09-14,CUS-00734,PRD-0166,8,"25,650","205,200",
ORD-2024-005092,2024-09-14,CUS-01578,PRD-0166,9,"25,650","230,850",
ORD-2024-005097,2024-09-15,CUS-02326,PRD-0025,2,"5,090","10,180",
ORD-2024-005099,2024-09-15,CUS-02272,PRD-0026,2,"4,150","8,300",
ORD-2024-005101,2024-09-15,CUS-00773,PRD-0035,10,"13,660","136,600",
ORD-2024-005106,2024-09-15,CUS-01139,PRD-0058,16,"17,980","287,680",
ORD-2024-005113,2024-09-15,CUS-01347,PRD-0090,8,"37,690","301,520",
ORD-2024-005123,2024-09-15,CUS-01389,PRD-0147,9,"32,330","290,970",
ORD-2024-005130,2024-09-15,CUS-01122,PRD-0161,5,"32,640","163,200",
ORD-2024-005133,2024-09-16,,PRD-0004,9,"4,490","40,410",
ORD-2024-005138,2024-09-16,CUS-02496,PRD-0016,4,"42,680","170,720",
ORD-2024-005146,2024-09-16,CUS-01313,PRD-0037,6,"25,650","153,900",
ORD-2024-005148,2024-09-16,CUS-00702,PRD-0039,8,"14,770","118,160",
ORD-2024-005159,2024-09-16,CUS-01389,PRD-0079,2,"46,870","93,740",
ORD-2024-005162,2024-09-16,CUS-01072,PRD-0084,5,"27,760","138,800",
ORD-2024-005166,2024-09-16,CUS-00780,PRD-0086,2,"28,180","56,360",
ORD-2024-005167,2024-09-16,CUS-01268,PRD-0086,6,"28,180","169,080",
ORD-2024-005177,2024-09-16,CUS-01169,PRD-0090,6,"37,690","226,140",
ORD-2024-005178,2024-09-16,CUS-00895,PRD-0090,3,"37,690","113,070",
ORD-2024-005183,2024-09-16,CUS-01968,PRD-0100,7,"20,780","145,460",
ORD-2024-005193,2024-09-16,CUS-01628,PRD-0120,7,"14,740","103,180",
ORD-2024-005199,2024-09-16,CUS-00898,PRD-0128,7,"20,590","144,130",
ORD-2024-005200,2024-09-16,CUS-01318,PRD-0131,7,"31,140","217,980",
ORD-2024-005209,2024-09-16,CUS-01396,PRD-0151,5,"42,840","214,200",
ORD-2024-005210,2024-09-16,CUS-00773,PRD-0151,42,"42,840","1,799,280",
ORD-2024-005218,2024-09-17,CUS-01566,PRD-0004,3,"4,490","13,470",
ORD-2024-005223,2024-09-17,CUS-00823,PRD-0017,6,"39,680","238,080",
ORD-2024-005228,2024-09-17,CUS-01091,PRD-0033,9,"11,040","99,360",
ORD-2024-005237,2024-09-17,CUS-00329,PRD-0057,7,"18,040","126,280",
ORD-2024-005241,2024-09-17,CUS-01376,PRD-0068,3,"16,320","48,960",
ORD-2024-005269,2024-09-17,CUS-02113,PRD-0112,7,"15,500","108,500",
ORD-2024-005271,2024-09-17,CUS-01386,PRD-0113,3,"10,420","31,260",
ORD-2024-005284,2024-09-17,CUS-00151,PRD-0128,11,"20,590","226,490",
ORD-2024-005287,2024-09-17,CUS-02316,PRD-0144,8,"31,990","255,920",
ORD-2024-005294,2024-09-17,CUS-01293,PRD-0151,6,"42,840","257,040",
ORD-2024-005295,2024-09-17,CUS-00809,PRD-0151,35,"42,840","1,499,400",
ORD-2024-005300,2024-09-17,CUS-01724,PRD-0161,9,"32,640","293,760",
ORD-2024-005302,2024-09-17,CUS-01139,PRD-0165,9,"23,380","210,420",
ORD-2024-005305,2024-09-18,CUS-01688,PRD-0004,3,"4,490","13,470",
ORD-2024-005306,2024-09-18,CUS-00988,PRD-0005,5,"3,110","15,550",
ORD-2024-005316,2024-09-18,CUS-00876,PRD-0020,1,"29,210","29,210",
ORD-2024-005320,2024-09-18,CUS-01518,PRD-0037,3,"25,650","76,950",
ORD-2024-005328,2024-09-18,CUS-00805,PRD-0061,21,"16,320","342,720",
ORD-2024-005332,2024-09-18,CUS-02326,PRD-0068,6,"16,320","97,920",
ORD-2024-005333,2024-09-18,CUS-00186,PRD-0076,3,"28,050","84,150",
ORD-2024-005338,2024-09-18,CUS-01938,PRD-0081,2,"42,190","84,380",
ORD-2024-005346,2024-09-18,CUS-02102,PRD-0090,8,"37,690","301,520",
ORD-2024-005349,2024-09-18,CUS-00783,PRD-0098,23,"15,320","352,360",
ORD-2024-005354,2024-09-18,CUS-01477,PRD-0111,2,"12,240","24,480",
ORD-2024-005380,2024-09-18,CUS-00238,PRD-0151,8,"42,840","342,720",
ORD-2024-005381,2024-09-18,CUS-01589,PRD-0151,3,"42,840","128,520",
ORD-2024-005385,2024-09-18,CUS-00895,PRD-0156,6,"58,570","351,420",
ORD-2024-005387,2024-09-18,CUS-00116,PRD-0161,4,"32,640","130,560",
ORD-2024-005391,2024-09-18,CUS-00245,PRD-0169,5,"15,310","76,550",
ORD-2024-005398,2024-09-19,CUS-00840,PRD-0011,3,"17,170","51,510",
ORD-2024-005407,2024-09-19,CUS-00142,PRD-0057,22,"18,040","396,880",
ORD-2024-005408,2024-09-19,CUS-01461,PRD-0060,6,"57,540","345,240",
ORD-2024-005409,2024-09-19,CUS-00039,PRD-0060,7,"57,540","402,780",
ORD-2024-005412,2024-09-19,CUS-02444,PRD-0061,10,"16,320","163,200",
ORD-2024-005421,2024-09-19,CUS-01314,PRD-0077,12,"31,120","373,440",
ORD-2024-005423,2024-09-19,CUS-01566,PRD-0080,2,"23,900","47,800",
ORD-2024-005426,2024-09-19,CUS-02011,PRD-0083,5,"23,690","118,450",
ORD-2024-005434,2024-09-19,CUS-00208,PRD-0093,7,"23,080","161,560",
ORD-2024-005452,2024-09-19,CUS-01121,PRD-0150,16,"47,850","765,600",
ORD-2024-005457,2024-09-19,CUS-02267,PRD-0160,12,"32,940","395,280",
ORD-2024-005458,2024-09-19,CUS-00221,PRD-0160,11,"32,940","362,340",
ORD-2024-005460,2024-09-19,CUS-02370,PRD-0166,5,"25,650","128,250",
ORD-2024-005468,2024-09-20,CUS-00792,PRD-0016,4,"42,680","170,720",
ORD-2024-005485,2024-09-20,CUS-02248,PRD-0074,21,"38,390","806,190",
ORD-2024-005508,2024-09-20,,PRD-0107,6,"39,590","237,540",
ORD-2024-005512,2024-09-20,CUS-00003,PRD-0115,4,"21,210","84,840",
ORD-2024-005518,2024-09-20,CUS-00773,PRD-0123,6,"14,410","86,460",
ORD-2024-005523,2024-09-20,CUS-00088,PRD-0131,12,"31,140","373,680",
ORD-2024-005532,2024-09-20,CUS-01313,PRD-0151,22,"42,840","942,480",
ORD-2024-005533,2024-09-20,CUS-00283,PRD-0151,9,"42,840","385,560",
ORD-2024-005536,2024-09-20,CUS-02067,PRD-0154,5,"42,470","212,350",
ORD-2024-005542,2024-09-20,CUS-00938,PRD-0160,1,"32,940","32,940",
ORD-2024-005544,2024-09-20,CUS-00284,PRD-0161,8,"32,640","261,120",
ORD-2024-005548,2024-09-20,CUS-02376,PRD-0165,28,"23,380","654,640",
ORD-2024-005561,2024-09-21,CUS-00403,PRD-0057,4,"18,040","72,160",
ORD-2024-005563,2024-09-21,CUS-00054,PRD-0061,1,"16,320","16,320",
ORD-2024-005567,2024-09-21,CUS-00018,PRD-0070,8,"19,240","153,920",
ORD-2024-005573,2024-09-21,CUS-00918,PRD-0082,3,"30,730","92,190",
ORD-2024-005574,2024-09-21,CUS-01179,PRD-0084,7,"27,760","194,320",
ORD-2024-005581,2024-09-21,CUS-00822,PRD-0093,4,"23,080","92,320",
ORD-2024-005582,2024-09-21,CUS-01174,PRD-0095,13,"20,290","263,770",
ORD-2024-005589,2024-09-21,CUS-02352,PRD-0117,5,"17,520","87,600",
ORD-2024-005594,2024-09-21,CUS-00748,PRD-0125,9,"15,380","138,420",
ORD-2024-005604,2024-09-21,CUS-00765,PRD-0156,6,"58,570","351,420",
ORD-2024-005609,2024-09-21,CUS-00278,PRD-0165,2,"23,380","46,760",
ORD-2024-005612,2024-09-21,CUS-01353,PRD-0166,3,"25,650","76,950",
ORD-2024-005620,2024-09-22,CUS-00365,PRD-0045,3,"7,340","22,020",
ORD-2024-005629,2024-09-22,CUS-00745,PRD-0090,6,"37,690","226,140",
ORD-2024-005633,2024-09-22,CUS-01055,PRD-0114,4,"15,730","62,920",
ORD-2024-005641,2024-09-22,CUS-01912,PRD-0151,4,"42,840","171,360",
ORD-2024-005646,2024-09-23,CUS-01739,PRD-0004,41,"4,490","184,090",
ORD-2024-005647,2024-09-23,CUS-01422,PRD-0004,28,"4,490","125,720",
ORD-2024-005651,2024-09-23,CUS-02133,PRD-0009,9,"18,390","165,510",
ORD-2024-005658,2024-09-23,CUS-00978,PRD-0031,33,"36,660","1,209,780",
ORD-2024-005665,2024-09-23,CUS-00644,PRD-0039,6,"14,770","88,620",
ORD-2024-005674,2024-09-23,CUS-01322,PRD-0059,4,"50,810","203,240",
ORD-2024-005682,2024-09-23,CUS-00129,PRD-0064,3,"36,350","109,050",
ORD-2024-005685,2024-09-23,CUS-00605,PRD-0072,10,"42,600","426,000",
ORD-2024-005694,2024-09-23,CUS-01883,PRD-0083,21,"23,690","497,490",
ORD-2024-005697,2024-09-23,CUS-00383,PRD-0086,10,"28,180","281,800",
ORD-2024-005709,2024-09-23,CUS-02052,PRD-0090,7,"37,690","263,830",
ORD-2024-005710,2024-09-23,CUS-02206,PRD-0090,6,"37,690","226,140",
ORD-2024-005711,2024-09-23,CUS-02156,PRD-0090,6,"37,690","226,140",
ORD-2024-005715,2024-09-23,CUS-00564,PRD-0098,8,"15,320","122,560",
ORD-2024-005721,2024-09-23,CUS-01551,PRD-0107,2,"39,590","79,180",
ORD-2024-005725,2024-09-23,CUS-01159,PRD-0108,13,"30,750","399,750",
ORD-2024-005726,2024-09-23,CUS-01133,PRD-0111,3,"12,240","36,720",
ORD-2024-005730,2024-09-23,CUS-00386,PRD-0118,2,"23,110","46,220",
ORD-2024-005731,2024-09-23,CUS-00042,PRD-0118,10,"23,110","231,100",
ORD-2024-005733,2024-09-23,CUS-02032,PRD-0122,4,"19,140","76,560",
ORD-2024-005739,2024-09-23,CUS-02174,PRD-0125,8,"15,380","123,040",
ORD-2024-005750,2024-09-23,CUS-00023,PRD-0152,9,"24,900","224,100",
ORD-2024-005754,2024-09-23,CUS-01586,PRD-0156,16,"58,570","937,120",
ORD-2024-005761,2024-09-24,CUS-01335,PRD-0007,14,"17,070","238,980",
ORD-2024-005769,2024-09-24,CUS-02383,PRD-0025,5,"5,090","25,450",
ORD-2024-005771,2024-09-24,CUS-00796,PRD-0031,2,"36,660","73,320",
ORD-2024-005778,2024-09-24,CUS-01472,PRD-0051,5,"43,070","215,350",
ORD-2024-005780,2024-09-24,CUS-00805,PRD-0061,6,"16,320","97,920",
ORD-2024-005781,2024-09-24,CUS-00918,PRD-0062,4,"17,890","71,560",
ORD-2024-005784,2024-09-24,CUS-00938,PRD-0067,6,"12,380","74,280",
ORD-2024-005789,2024-09-24,CUS-02083,PRD-0081,3,"42,190","126,570",
ORD-2024-005790,2024-09-24,CUS-00471,PRD-0081,3,"42,190","126,570",
ORD-2024-005792,2024-09-24,CUS-01500,PRD-0082,4,"30,730","122,920",
ORD-2024-005797,2024-09-24,CUS-00753,PRD-0090,6,"37,690","226,140",
ORD-2024-005798,2024-09-24,CUS-00503,PRD-0090,5,"37,690","188,450",
ORD-2024-005799,2024-09-24,CUS-01981,PRD-0090,2,"37,690","75,380",
ORD-2024-005800,2024-09-24,CUS-00471,PRD-0090,9,"37,690","339,210",
ORD-2024-005810,2024-09-24,CUS-01865,PRD-0108,18,"30,750","553,500",
ORD-2024-005812,2024-09-24,CUS-01316,PRD-0118,6,"23,110","138,660",
ORD-2024-005818,2024-09-24,CUS-02272,PRD-0128,4,"20,590","82,360",
ORD-2024-005820,2024-09-24,CUS-00926,PRD-0136,5,"54,950","274,750",
ORD-2024-005822,2024-09-24,CUS-01604,PRD-0142,2,"52,030","104,060",
ORD-2024-005824,2024-09-24,CUS-00406,PRD-0145,2,"31,800","63,600",
ORD-2024-005833,2024-09-24,CUS-01883,PRD-0161,3,"32,640","97,920",
ORD-2024-005834,2024-09-24,CUS-00488,PRD-0162,3,"28,900","86,700",
ORD-2024-005838,2024-09-25,CUS-00116,PRD-0007,5,"17,070","85,350",
ORD-2024-005841,2024-09-25,CUS-01396,PRD-0016,3,"42,680","128,040",
ORD-2024-005843,2024-09-25,CUS-02068,PRD-0018,4,"62,570","250,280",
ORD-2024-005849,2024-09-25,CUS-01293,PRD-0026,10,"4,150","41,500",
ORD-2024-005859,2024-09-25,CUS-02176,PRD-0067,14,"12,380","173,320",
ORD-2024-005863,2024-09-25,CUS-00905,PRD-0077,14,"31,120","435,680",
ORD-2024-005880,2024-09-25,CUS-01739,PRD-0121,5,"26,430","132,150",
ORD-2024-005884,2024-09-25,CUS-00080,PRD-0125,20,"15,380","307,600",
ORD-2024-005885,2024-09-25,CUS-01383,PRD-0125,4,"15,380","61,520",
ORD-2024-005886,2024-09-25,CUS-00747,PRD-0125,6,"15,380","92,280",
ORD-2024-005890,2024-09-25,CUS-01057,PRD-0143,7,"48,640","340,480",
ORD-2024-005891,2024-09-25,CUS-00796,PRD-0144,19,"31,990","607,810",
ORD-2024-005893,2024-09-25,CUS-01285,PRD-0146,21,"34,820","731,220",
ORD-2024-005900,2024-09-25,CUS-02272,PRD-0151,4,"42,840","171,360",
ORD-2024-005909,2024-09-25,CUS-01369,PRD-0167,21,"14,020","294,420",
ORD-2024-005932,2024-09-26,CUS-01010,PRD-0077,6,"31,120","186,720",
ORD-2024-005936,2024-09-26,CUS-00788,PRD-0080,5,"23,900","119,500",
ORD-2024-005938,2024-09-26,CUS-00841,PRD-0086,26,"28,180","732,680",
ORD-2024-005945,2024-09-26,CUS-01693,PRD-0092,5,"30,260","151,300",
ORD-2024-005953,2024-09-26,CUS-01461,PRD-0121,2,"26,430","52,860",
ORD-2024-005955,2024-09-26,CUS-01111,PRD-0122,3,"19,140","57,420",
ORD-2024-005957,2024-09-26,CUS-00984,PRD-0125,3,"15,380","46,140",
ORD-2024-005959,2024-09-26,CUS-01021,PRD-0142,2,"52,030","104,060",
ORD-2024-005961,2024-09-26,CUS-00404,PRD-0144,4,"31,990","127,960",
ORD-2024-005964,2024-09-26,CUS-01397,PRD-0150,9,"47,850","430,650",
ORD-2024-005971,2024-09-26,CUS-02167,PRD-0160,5,"32,940","164,700",
ORD-2024-005975,2024-09-26,CUS-01277,PRD-0161,11,"32,640","359,040",
ORD-2024-005976,2024-09-26,CUS-00477,PRD-0161,23,"32,640","750,720",
ORD-2024-005977,2024-09-26,CUS-02040,PRD-0161,3,"32,640","97,920",
ORD-2024-005987,2024-09-27,CUS-01273,PRD-0037,9,"25,650","230,850",
ORD-2024-006000,2024-09-27,CUS-01055,PRD-0077,10,"31,120","311,200",
ORD-2024-006003,2024-09-27,CUS-00390,PRD-0084,11,"27,760","305,360",
ORD-2024-006004,2024-09-27,CUS-00582,PRD-0085,2,"32,580","65,160",
ORD-2024-006012,2024-09-27,CUS-02133,PRD-0090,14,"37,690","527,660",
ORD-2024-006013,2024-09-27,CUS-01637,PRD-0090,12,"37,690","452,280",
ORD-2024-006017,2024-09-27,CUS-01988,PRD-0095,3,"20,290","60,870",
ORD-2024-006019,2024-09-27,CUS-01109,PRD-0098,11,"15,320","168,520",
ORD-2024-006025,2024-09-27,CUS-00164,PRD-0115,3,"21,210","63,630",
ORD-2024-006027,2024-09-27,CUS-01186,PRD-0118,3,"23,110","69,330",
ORD-2024-006036,2024-09-27,CUS-01988,PRD-0125,6,"15,380","92,280",
ORD-2024-006041,2024-09-27,CUS-00471,PRD-0135,10,"32,900","329,000",
ORD-2024-006042,2024-09-27,CUS-01806,PRD-0135,3,"32,900","98,700",
ORD-2024-006044,2024-09-27,CUS-00938,PRD-0137,18,"27,650","497,700",
ORD-2024-006053,2024-09-27,CUS-02418,PRD-0151,18,"42,840","771,120",
ORD-2024-006056,2024-09-27,CUS-01012,PRD-0153,2,"24,220","48,440",
ORD-2024-006057,2024-09-27,CUS-02317,PRD-0154,3,"42,470","127,410",
ORD-2024-006060,2024-09-27,CUS-01228,PRD-0161,3,"32,640","97,920",
ORD-2024-006061,2024-09-27,CUS-02376,PRD-0161,11,"32,640","359,040",
ORD-2024-006067,2024-09-27,CUS-01163,PRD-0166,25,"25,650","641,250",
ORD-2024-006070,2024-09-28,CUS-01389,PRD-0006,6,"3,060","18,360",
ORD-2024-006088,2024-09-28,CUS-01401,PRD-0083,7,"23,690","165,830",
ORD-2024-006089,2024-09-28,CUS-01802,PRD-0083,8,"23,690","189,520",
ORD-2024-006090,2024-09-28,CUS-00042,PRD-0086,5,"28,180","140,900",
ORD-2024-006093,2024-09-28,CUS-02014,PRD-0090,15,"37,690","565,350",
ORD-2024-006100,2024-09-28,CUS-00294,PRD-0104,5,"17,130","85,650",
ORD-2024-006101,2024-09-28,CUS-02407,PRD-0105,5,"41,060","205,300",
ORD-2024-006105,2024-09-28,CUS-02176,PRD-0118,5,"23,110","115,550",
ORD-2024-006106,2024-09-28,CUS-00798,PRD-0121,5,"26,430","132,150",
ORD-2024-006111,2024-09-28,CUS-01872,PRD-0125,2,"15,380","30,760",
ORD-2024-006112,2024-09-28,CUS-00339,PRD-0125,7,"15,380","107,660",
ORD-2024-006124,2024-09-28,CUS-00240,PRD-0156,5,"58,570","292,850",
ORD-2024-006125,2024-09-28,CUS-00357,PRD-0156,14,"58,570","819,980",
ORD-2024-006129,2024-09-28,CUS-01169,PRD-0161,10,"32,640","326,400",
ORD-2024-006132,2024-09-29,CUS-02357,PRD-0037,4,"25,650","102,600",
ORD-2024-006134,2024-09-29,CUS-01974,PRD-0068,10,"16,320","163,200",
ORD-2024-006140,2024-09-29,CUS-01285,PRD-0109,16,"30,700","491,200",
ORD-2024-006141,2024-09-29,CUS-00429,PRD-0115,5,"21,210","106,050",
ORD-2024-006142,2024-09-29,CUS-00691,PRD-0118,1,"23,110","23,110",
ORD-2024-006161,2024-09-30,CUS-02480,PRD-0031,6,"36,660","219,960",
ORD-2024-006165,2024-09-30,CUS-01378,PRD-0039,3,"14,770","44,310",
ORD-2024-006169,2024-09-30,CUS-01804,PRD-0058,7,"17,980","125,860",
ORD-2024-006191,2024-09-30,CUS-01845,PRD-0093,10,"23,080","230,800",
ORD-2024-006192,2024-09-30,CUS-01426,PRD-0098,4,"15,320","61,280",
ORD-2024-006203,2024-09-30,CUS-01783,PRD-0109,8,"30,700","245,600",
ORD-2024-006214,2024-09-30,CUS-01403,PRD-0139,10,"33,360","333,600",
ORD-2024-006220,2024-09-30,CUS-00023,PRD-0150,4,"47,850","191,400",
ORD-2024-006221,2024-09-30,CUS-02433,PRD-0150,2,"47,850","95,700",
ORD-2024-006223,2024-09-30,CUS-01322,PRD-0151,1,"42,840","42,840",
ORD-2024-006228,2024-09-30,CUS-00515,PRD-0160,4,"32,940","131,760",
ORD-2024-006243,2024-10-01,CUS-01748,PRD-0039,5,"14,770","73,850",
ORD-2024-006249,2024-10-01,CUS-00617,PRD-0057,8,"18,040","144,320",
ORD-2024-006252,2024-10-01,CUS-02455,PRD-0077,7,"31,120","217,840",
ORD-2024-006255,2024-10-01,CUS-00227,PRD-0081,3,"42,190","126,570",
ORD-2024-006258,2024-10-01,CUS-02407,PRD-0086,4,"28,180","112,720",
ORD-2024-006266,2024-10-01,CUS-01319,PRD-0090,6,"37,690","226,140",
ORD-2024-006267,2024-10-01,CUS-01159,PRD-0090,13,"37,690","489,970",
ORD-2024-006268,2024-10-01,CUS-00335,PRD-0090,10,"37,690","376,900",
ORD-2024-006288,2024-10-01,CUS-02176,PRD-0128,8,"20,590","164,720",
ORD-2024-006292,2024-10-01,CUS-02227,PRD-0141,10,"38,600","386,000",
ORD-2024-006301,2024-10-01,CUS-00397,PRD-0151,16,"42,840","685,440",
ORD-2024-006302,2024-10-01,CUS-00188,PRD-0151,8,"42,840","342,720",
ORD-2024-006304,2024-10-01,CUS-00860,PRD-0153,4,"24,220","96,880",
ORD-2024-006305,2024-10-01,CUS-01422,PRD-0153,5,"24,220","121,100",
ORD-2024-006307,2024-10-01,CUS-00329,PRD-0156,16,"58,570","937,120",
ORD-2024-006308,2024-10-01,CUS-00823,PRD-0156,4,"58,570","234,280",
ORD-2024-006312,2024-10-01,CUS-01296,PRD-0161,6,"32,640","195,840",
ORD-2024-006319,2024-10-02,CUS-02119,PRD-0004,5,"4,490","22,450",
ORD-2024-006330,2024-10-02,CUS-00805,PRD-0035,14,"13,660","191,240",
ORD-2024-006341,2024-10-02,CUS-01072,PRD-0062,21,"17,890","375,690",
ORD-2024-006347,2024-10-02,CUS-00014,PRD-0079,3,"46,870","140,610",
ORD-2024-006356,2024-10-02,CUS-00715,PRD-0086,2,"28,180","56,360",
ORD-2024-006363,2024-10-02,CUS-01620,PRD-0090,8,"37,690","301,520",
ORD-2024-006365,2024-10-02,CUS-01237,PRD-0091,22,"27,010","594,220",
ORD-2024-006367,2024-10-02,CUS-02047,PRD-0093,2,"23,080","46,160",
ORD-2024-006384,2024-10-02,CUS-01159,PRD-0125,4,"15,380","61,520",
ORD-2024-006385,2024-10-02,CUS-01900,PRD-0125,3,"15,380","46,140",
ORD-2024-006400,2024-10-02,CUS-00765,PRD-0157,12,"24,810","297,720",
ORD-2024-006403,2024-10-02,CUS-01087,PRD-0160,4,"32,940","131,760",
ORD-2024-006405,2024-10-02,CUS-01316,PRD-0161,4,"32,640","130,560",
ORD-2024-006416,2024-10-03,CUS-00310,PRD-0018,7,"62,570","437,990",
ORD-2024-006417,2024-10-03,CUS-01266,PRD-0020,9,"29,210","262,890",
ORD-2024-006434,2024-10-03,CUS-02098,PRD-0077,1,"31,120","31,120",
ORD-2024-006439,2024-10-03,CUS-00003,PRD-0081,4,"42,190","168,760",
ORD-2024-006440,2024-10-03,CUS-01981,PRD-0082,4,"30,730","122,920",
ORD-2024-006448,2024-10-03,CUS-01765,PRD-0090,5,"37,690","188,450",
ORD-2024-006449,2024-10-03,CUS-01385,PRD-0090,3,"37,690","113,070",
ORD-2024-006450,2024-10-03,CUS-01881,PRD-0090,8,"37,690","301,520",
ORD-2024-006452,2024-10-03,CUS-01912,PRD-0100,4,"20,780","83,120",
ORD-2024-006459,2024-10-03,CUS-00377,PRD-0115,16,"21,210","339,360",
ORD-2024-006473,2024-10-03,CUS-01122,PRD-0135,3,"32,900","98,700",
ORD-2024-006484,2024-10-03,CUS-02091,PRD-0145,4,"31,800","127,200",
ORD-2024-006489,2024-10-03,CUS-00348,PRD-0151,6,"42,840","257,040",
ORD-2024-006490,2024-10-03,CUS-01788,PRD-0151,7,"42,840","299,880",
ORD-2024-006497,2024-10-03,CUS-02161,PRD-0161,6,"32,640","195,840",
ORD-2024-006505,2024-10-04,CUS-01456,PRD-0004,10,"4,490","44,900",
ORD-2024-006520,2024-10-04,CUS-02261,PRD-0062,6,"17,890","107,340",
ORD-2024-006526,2024-10-04,CUS-02370,PRD-0077,7,"31,120","217,840",
ORD-2024-006541,2024-10-04,CUS-00508,PRD-0090,44,"37,690","1,658,360",
ORD-2024-006542,2024-10-04,CUS-00035,PRD-0090,2,"37,690","75,380",
ORD-2024-006551,2024-10-04,CUS-02358,PRD-0112,7,"15,500","108,500",
ORD-2024-006561,2024-10-04,CUS-01283,PRD-0135,16,"32,900","526,400",
ORD-2024-006571,2024-10-04,CUS-00348,PRD-0151,19,"42,840","813,960",
ORD-2024-006572,2024-10-04,CUS-00284,PRD-0151,10,"42,840","428,400",
ORD-2024-006574,2024-10-04,CUS-02451,PRD-0153,4,"24,220","96,880",
ORD-2024-006590,2024-10-05,CUS-01313,PRD-0020,9,"29,210","262,890",
ORD-2024-006598,2024-10-05,CUS-02475,PRD-0039,11,"14,770","162,470",
ORD-2024-006605,2024-10-05,CUS-00564,PRD-0064,6,"36,350","218,100",
ORD-2024-006606,2024-10-05,CUS-01946,PRD-0074,5,"38,390","191,950",
ORD-2024-006625,2024-10-05,CUS-00147,PRD-0090,3,"37,690","113,070",
ORD-2024-006629,2024-10-05,CUS-01087,PRD-0100,6,"20,780","124,680",
ORD-2024-006638,2024-10-05,CUS-00488,PRD-0135,5,"32,900","164,500",
ORD-2024-006640,2024-10-05,CUS-00044,PRD-0148,6,"27,270","163,620",
ORD-2024-006644,2024-10-05,,PRD-0155,11,"65,880","724,680",
ORD-2024-006652,2024-10-06,CUS-00898,PRD-0037,8,"25,650","205,200",
ORD-2024-006655,2024-10-06,CUS-00222,PRD-0060,10,"57,540","575,400",
ORD-2024-006656,2024-10-06,CUS-00837,PRD-0062,2,"17,890","35,780",
ORD-2024-006665,2024-10-06,CUS-01921,PRD-0098,8,"15,320","122,560",
ORD-2024-006666,2024-10-06,CUS-01788,PRD-0098,5,"15,320","76,600",
ORD-2024-006671,2024-10-06,CUS-01303,PRD-0118,8,"23,110","184,880",
ORD-2024-006675,2024-10-06,CUS-01104,PRD-0144,9,"31,990","287,910",
ORD-2024-006683,2024-10-06,CUS-00404,PRD-0156,17,"58,570","995,690",
ORD-2024-006698,2024-10-07,CUS-00926,PRD-0024,13,"9,800","127,400",
ORD-2024-006699,2024-10-07,CUS-01768,PRD-0031,11,"36,660","403,260",
ORD-2024-006709,2024-10-07,CUS-00190,PRD-0048,2,"16,870","33,740",
ORD-2024-006720,2024-10-07,CUS-01247,PRD-0064,14,"36,350","508,900",
ORD-2024-006722,2024-10-07,CUS-02273,PRD-0068,7,"16,320","114,240",
ORD-2024-006729,2024-10-07,CUS-01335,PRD-0083,10,"23,690","236,900",
ORD-2024-006744,2024-10-07,CUS-00823,PRD-0090,9,"37,690","339,210",
ORD-2024-006747,2024-10-07,CUS-00978,PRD-0091,29,"27,010","783,290",
ORD-2024-006752,2024-10-07,CUS-00845,PRD-0100,5,"20,780","103,900",
ORD-2024-006758,2024-10-07,CUS-01436,PRD-0108,6,"30,750","184,500",
ORD-2024-006776,2024-10-07,CUS-00129,PRD-0143,9,"48,640","437,760",
ORD-2024-006797,2024-10-07,CUS-01001,PRD-0164,17,"19,920","338,640",
ORD-2024-006800,2024-10-07,CUS-01912,PRD-0166,11,"25,650","282,150",
ORD-2024-006802,2024-10-08,CUS-01872,PRD-0004,42,"4,490","188,580",
ORD-2024-006807,2024-10-08,CUS-00163,PRD-0016,6,"42,680","256,080",
ORD-2024-006809,2024-10-08,CUS-01159,PRD-0018,2,"62,570","125,140",
ORD-2024-006810,2024-10-08,CUS-01304,PRD-0018,4,"62,570","250,280",
ORD-2024-006823,2024-10-08,CUS-00934,PRD-0062,5,"17,890","89,450",
ORD-2024-006841,2024-10-08,CUS-01071,PRD-0090,11,"37,690","414,590",
ORD-2024-006842,2024-10-08,CUS-00951,PRD-0090,6,"37,690","226,140",
ORD-2024-006854,2024-10-08,CUS-01832,PRD-0108,9,"30,750","276,750",
ORD-2024-006862,2024-10-08,CUS-00747,PRD-0126,4,"29,270","117,080",
ORD-2024-006868,2024-10-08,CUS-00767,PRD-0145,15,"31,800","477,000",
ORD-2024-006873,2024-10-08,CUS-00753,PRD-0151,3,"42,840","128,520",
ORD-2024-006874,2024-10-08,CUS-01477,PRD-0151,1,"42,840","42,840",
ORD-2024-006875,2024-10-08,CUS-01910,PRD-0151,10,"42,840","428,400",
ORD-2024-006884,2024-10-08,CUS-02025,PRD-0160,3,"32,940","98,820",
ORD-2024-006890,2024-10-08,CUS-02229,PRD-0166,24,"25,650","615,600",
ORD-2024-006892,2024-10-09,CUS-01784,PRD-0012,28,"18,410","515,480",
ORD-2024-006896,2024-10-09,CUS-02433,PRD-0019,3,"31,240","93,720",
